N	3gram	Bakhtin_Pr	Vvedenie
1	в том что	6	15
2	о том что	3	13
3	не может быть	8	10
4	в этом смысле	5	10
5	тем не менее	2	9
6	в широком смысле	2	7
7	до сих пор	8	7
8	в применении к	1	6
9	в то же	8	6
10	в этом случае	1	6
11	то же время	8	6
12	на этот вопрос	1	5
13	не что иное	1	5
14	что иное как	1	5
15	с другой стороны	3	5
16	во всяком случае	1	5
17	по отношению к	5	4
18	по крайней мере	2	4
19	с точки зрения	13	4
20	по сравнению с	6	4
21	так или иначе	1	4
22	можно было бы	2	4
23	не только в	1	4
24	в данном случае	1	4
25	в отличие от	1	4
26	в этом отношении	1	4
27	и в этом	1	4
28	той или иной	2	3
29	большей или меньшей	6	3
30	в чем же	1	3
31	в собственном смысле	3	3
32	и в самом	1	3
33	в свое время	4	3
34	можно сказать что	6	3
35	в строгом смысле	2	3
36	дело в том	3	3
37	но в то	3	3
38	в зависимости от	3	3
39	тех или иных	2	3
40	и то что	1	3
41	есть не что	1	3
42	также и в	1	3
43	то же самое	1	3
44	сама по себе	2	3
45	на этой почве	2	2
46	в этих случаях	1	2
47	мы уже знаем	1	2
48	но не может	1	2
49	таким образом по	1	2
50	до наших дней	3	2
51	хотя бы и	2	2
52	между ними и	1	2
53	и той же	1	2
54	в известной мере	3	2
55	и то же	1	2
56	как мы уже	5	2
57	состоит в том	1	2
58	а между тем	2	2
59	смысле этого слова	2	2
60	в конце концов	1	2
61	одно и то	1	2
62	самой своей природе	1	2
63	одной и той	1	2
64	могут быть названы	1	2
65	в соответствии с	2	2
66	тем или иным	1	2
67	в связи с	1	2
68	широком смысле этого	1	2
69	по самой своей	1	2
70	после того как	1	2
71	а также и	3	2
72	может быть и	2	2
73	никогда не была	1	1
74	в эпоху возрождения	6	1
75	дошедшие до нас	1	1
76	в той или	1	1
77	собственном смысле слова	1	1
78	все эти разнородные	1	1
79	как своего рода	2	1
80	и в целом	1	1
81	если мы теперь	1	1
82	что можно назвать	1	1
83	что могло бы	2	1
84	дан не в	1	1
85	этому нисколько не	1	1
86	все то что	2	1
87	смысле этого термина	1	1
88	себе самому и	1	1
89	и др в	3	1
90	которая как мы	1	1
91	в ней только	1	1
92	так как если	1	1
93	точки зрения например	1	1
94	бывает так что	1	1
95	и до наших	2	1
96	и в разной	1	1
97	одним из самых	1	1
98	но и в	2	1
99	нисколько не мешает	1	1
100	потому что это	2	1
101	все это и	1	1
102	в заключение нашего	1	1
103	не в этом	1	1
104	как он сам	1	1
105	и в дальнейшем	2	1
106	особой точки зрения	1	1
107	здесь как и	1	1
108	язык в его	1	1
109	крайней мере не	1	1
110	к своему предмету	1	1
111	человека к человеку	1	1
112	дело не в	1	1
113	как мы имеем	1	1
114	во всей европейской	1	1
115	имеют первостепенное значение	1	1
116	как один из	1	1
117	включают в себя	1	1
118	о возможности и	1	1
119	в каждом из	3	1
120	для нашего времени	1	1
121	в том числе	15	1
122	но если такая	1	1
123	на опыт и	1	1
124	в средние века	11	1
125	если бы оно	1	1
126	у платона и	1	1
127	у него в	1	1
128	и для того	1	1
129	на тему об	1	1
130	более или менее	3	1
131	в самом его	1	1
132	отношению к нему	1	1
133	в большей или	5	1
134	в таком случае	1	1
135	особое отношение к	1	1
136	каждом из них	2	1
137	нужно сказать что	2	1
138	может быть только	1	1
139	жизни как на	1	1
140	потому что она	1	1
141	и в конце	2	1
142	то что можно	1	1
143	в исторической действительности	1	1
144	и в более	1	1
145	именно потому что	1	1
146	это в сущности	1	1
147	сказать что в	1	1
148	бы оно было	1	1
149	во всех его	2	1
150	в обоих случаях	1	1
151	значение в истории	1	1
152	как мы видим	1	1
153	свой материал в	1	1
154	европейских народов в	1	1
155	в очень широком	1	1
156	то что когда-то	1	1
157	чтобы убедиться в	1	1
158	не есть и	1	1
159	так же как	1	1
160	или меньшей степени	5	1
161	жизни как она	1	1
162	а потому и	1	1
163	имеем в виду	3	1
164	и прежде всего	5	1
165	мы имеем в	3	1
166	но не к	1	1
167	отношение к действительности	3	1
168	в них в	1	1
169	и никогда не	1	1
170	с самого начала	4	1
171	того о чем	1	1
172	того что могло	1	1
173	с разных сторон	1	1
174	этом смысле и	1	1
175	как если бы	1	1
176	есть язык в	1	1
177	в котором они	1	1
178	но это уже	1	1
179	том что самая	1	1
180	и в каждом	1	1
181	в этой форме	1	1
182	в точном смысле	1	1
183	к тому что	1	1
184	лицом к лицу	1	1
185	очень широком смысле	1	1
186	в предисловии к	1	1
187	жизни европейских народов	1	1
188	есть одновременно и	1	1
189	романа достоевского в	1	1
190	не то что	3	1
191	прежде всего в	1	1
192	она свободна от	1	1
193	всего того что	1	1
194	имеем дело с	1	1
195	в нем есть	1	1
196	этом смысле не	1	1
197	только с помощью	1	1
198	в разной степени	1	1
199	и здесь как	1	1
200	потому что они	1	1
201	мы имеем дело	1	1
