N	4gram	Losev_Prob	StatiiOP
1	дело в том что	3	9
2	заключается в том что	2	6
3	в то время как	2	5
4	в том что в	1	4
5	на то что в	1	4
6	это не значит что	1	3
7	во всяком случае не	1	3
8	не говоря уже о	5	3
9	и в самом деле	1	3
10	не имеет ничего общего	4	3
11	имеет ничего общего с	3	3
12	и тем не менее	8	3
13	одним и тем же	2	3
14	можно судить по тому	1	2
15	на эту тему в	1	2
16	и в этом случае	3	2
17	при таком положении дела	1	2
18	в том числе и	2	2
19	уже о том что	1	2
20	внимание на то что	2	2
21	и в то же	1	2
22	о том что в	1	2
23	но в то же	1	2
24	и т д и	4	2
25	с тем что в	1	2
26	в той или иной	1	2
27	и в этом отношении	1	2
28	и на этот раз	1	2
29	а в известном смысле	1	1
30	но в конце концов	1	1
31	ничего общего с этими	1	1
32	обратить внимание на то	1	1
33	значит именно то что	1	1
34	с нашей точки зрения	1	1
35	ни в каком случае	6	1
36	мы на самом деле	1	1
37	мысль о том что	2	1
38	и в том и	1	1
39	что то что было	1	1
40	то что в этой	1	1
41	во что бы то	2	1
42	и в данном случае	1	1
43	до сих пор мы	3	1
44	а с другой стороны	1	1
45	ни на что другое	1	1
46	точно так же и	3	1
47	но даже и в	1	1
48	именно то что он	1	1
49	не только потому что	1	1
50	говоря уже о том	1	1
51	всегда в той или	1	1
52	которой можно было бы	1	1
53	так и в отношении	1	1
54	не может не быть	1	1
55	ни в каком смысле	1	1
56	только в том случае	2	1
57	так или иначе но	1	1
58	в то или иное	1	1
59	что бы то ни	2	1
60	в каком случае не	4	1
61	как мы видели выше	1	1
62	в связи с этим	2	1
63	вовсе не так уж	1	1
64	в каком смысле не	1	1
65	потому что ведь и	1	1
66	может быть даже и	2	1
67	можно даже сказать что	1	1
68	также и то что	2	1
69	а на самом деле	1	1
70	мы до сих пор	1	1
71	в нем может быть	1	1
72	здесь идет речь о	1	1
73	вообще и в частности	1	1
74	одной и той же	1	1
75	с самого же начала	1	1
76	т д и т	3	1
77	вопрос о том что	1	1
78	одно и то же	1	1
79	той или иной мере	1	1
80	не может быть никакого	1	1
81	свидетельствует о том что	3	1
82	по этому поводу с	1	1
83	то же самое и	1	1
84	ни для кого не	1	1
85	он не может быть	1	1
86	бы то ни стало	2	1
87	еще очень и очень	1	1
88	и т д все	1	1
89	говорить о том что	1	1
90	т д все это	1	1
91	так же как и	1	1
92	а может быть даже	1	1
93	указание на то что	1	1
94	что же это за	1	1
95	д и т д	2	1
