N	3gram	Bakhtin_Fr	Formalny
1	с точки зрения	6	40
2	не может быть	5	29
3	на самом деле	2	21
4	то же время	5	20
5	в то же	5	20
6	в связи с	1	16
7	во всяком случае	2	16
8	в настоящее время	1	13
9	по отношению к	2	12
10	в самом деле	1	11
11	так и в	3	11
12	в этом отношении	5	11
13	в его целом	2	10
14	в большинстве случаев	2	9
15	с другой стороны	1	9
16	и не может	2	9
17	для того чтобы	2	8
18	до сих пор	7	8
19	как мы видели	2	8
20	с одной стороны	2	8
21	в применении к	3	7
22	того или иного	1	7
23	сами по себе	1	7
24	и пр и	1	7
25	пр и пр	1	7
26	в том что	6	6
27	и в то	2	6
28	в своей статье	2	6
29	не только не	1	6
30	к тому чтобы	1	5
31	в отличие от	4	5
32	в значительной степени	4	5
33	до известной степени	2	5
34	как бы ни	2	5
35	прежде всего в	1	5
36	все более и	1	4
37	в конце концов	1	4
38	более и более	1	4
39	до настоящего времени	1	4
40	не могут быть	2	4
41	как раз и	2	4
42	не входит в	2	4
43	вовсе не является	3	4
44	но все же	3	4
45	но и в	5	4
46	видения и понимания	1	4
47	подобно тому как	2	4
48	нет и не	1	4
49	сводится к тому	1	4
50	так сказать в	1	3
51	то или иное	1	3
52	и пр но	1	3
53	в том числе	10	3
54	убедиться в этом	1	3
55	друг с другом	2	3
56	не только на	1	3
57	чтобы убедиться в	1	3
58	том числе и	7	3
59	можно говорить о	1	3
60	самом же деле	3	3
61	только то что	1	3
62	на самом же	3	3
63	на первый план	1	3
64	в ней и	1	3
65	бы ни были	1	3
66	в том чтобы	1	3
67	потому что он	1	3
68	главным образом на	2	3
69	и в частности	2	3
70	но в то	2	3
71	можно только в	1	3
72	именно в том	1	3
73	в предисловии к	1	3
74	во всех областях	1	3
75	большое место в	1	2
76	все то что	1	2
77	ни на кого	1	2
78	это приводит к	1	2
79	и его формы	1	2
80	в собственном смысле	3	2
81	и ни на	3	2
82	перестал бы быть	1	2
83	вовсе не в	2	2
84	в целях пропаганды	1	2
85	в изобразительных искусствах	1	2
86	друг от друга	1	2
87	в строгом смысле	1	2
88	но даже и	2	2
89	в этом достаточно	1	2
90	но при этом	1	2
91	так и с	1	2
92	не потому что	1	2
93	именно потому что	1	2
94	а и в	1	2
95	в отношении к	1	2
96	этого прежде всего	1	2
97	тех или иных	1	2
98	как и всякая	2	2
99	в данную эпоху	1	2
100	и прежде всего	4	2
101	в пределах одной	2	2
102	и в общем	1	2
103	и в других	2	2
104	произведения но и	1	2
105	влияние и на	1	2
106	в последнее время	1	2
107	на первом плане	4	2
108	как если бы	1	2
109	и пр в	1	2
110	нужно сказать что	7	2
111	в своей книге	3	2
112	даже и не	1	2
113	и в том	2	2
114	может быть только	1	2
115	только на фоне	1	2
116	мы видели что	1	2
117	в самой литературе	2	2
118	в какой мере	1	2
119	место в жизни	1	2
120	так и не	3	2
121	правильной постановки проблемы	1	2
122	в это время	2	2
123	имеем в виду	2	2
124	как и в	1	2
125	в целом ряде	2	2
126	тому чтобы показать	1	2
127	и до настоящего	1	2
128	его от всех	1	2
129	на этот вопрос	2	2
130	не может стать	1	2
131	на кого не	1	2
132	своей статье о	2	2
133	еще в самом	1	2
134	в одной из	1	2
135	и до сих	1	2
136	дело в том	2	2
137	в отрыве от	2	2
138	не только в	5	2
139	они никогда не	1	2
140	мы имеем в	1	2
141	в этом случае	1	2
142	что в нем	1	2
143	выходит за пределы	4	2
144	для этого прежде	1	2
145	или хотя бы	1	2
146	нам важно лишь	1	2
147	лежит в основе	1	2
148	сих пор недостаточно	1	2
149	но характерно что	1	1
150	не могла не	1	1
151	тело и не	1	1
152	сказать что во	1	1
153	уже говорили что	3	1
154	и в словесных	1	1
155	она никогда не	1	1
156	в самом начале	1	1
157	еще одну особенность	1	1
158	в жизнь и	1	1
159	несмотря на их	1	1
160	по своему замыслу	1	1
161	мы наблюдаем в	1	1
162	вполне понятно что	2	1
163	по-видимому не было	1	1
164	свое выражение в	1	1
165	понятно что при	1	1
166	следует однако отметить	1	1
167	в литературе и	1	1
168	можем сказать что	1	1
169	и именно как	1	1
170	и многие другие	1	1
171	до конца в	1	1
172	в эпоху господства	1	1
173	по сравнению с	2	1
174	все это и	1	1
175	но и на	2	1
176	и связанные с	1	1
177	и вообще все	1	1
178	может быть наиболее	1	1
179	и др но	2	1
180	от всех форм	1	1
181	в своем развитии	1	1
182	во внешнем мире	1	1
183	первом плане и	1	1
184	и во всех	2	1
185	само собою разумеющимся	1	1
186	важным с точки	1	1
187	но в менее	1	1
188	в какой степени	1	1
189	так например в	1	1
190	прежде всего необходимо	2	1
191	поставлена и разрешена	1	1
192	поэтому они и	1	1
193	очень характерно для	2	1
194	все это уже	1	1
195	в общем можно	1	1
196	идет не о	1	1
197	в искусстве и	1	1
198	все же в	2	1
199	явления лежащие в	1	1
200	мы знаем что	1	1
201	в этой смене	1	1
202	и превращаются в	1	1
203	мы уже указывали	1	1
204	мы можем сказать	1	1
205	в наши дни	1	1
206	это конечно не	1	1
207	в книге о	2	1
208	и не о	1	1
209	это не просто	1	1
210	где она была	1	1
211	традиции то она	1	1
212	для них было	1	1
213	речи нет о	1	1
214	правильная постановка проблемы	1	1
215	в нем нет	1	1
216	в одном месте	1	1
217	таким образом в	1	1
218	в условиях нового	1	1
219	очень большое место	1	1
220	они как бы	1	1
221	и в нем	1	1
222	одна из существеннейших	1	1
223	чем иным как	1	1
224	самом деле все	1	1
225	лучше всего можно	1	1
226	понимания не только	1	1
227	глубокое миросозерцательное значение	1	1
228	он перестал бы	1	1
229	или даже в	1	1
230	все эти формы	1	1
231	но как раз	1	1
232	не только с	1	1
233	ни к какому	2	1
234	очень остро и	1	1
235	это резко отличает	1	1
236	так как он	1	1
237	и до известной	1	1
238	связанные с ними	1	1
239	или во всяком	1	1
240	в литературе о	1	1
241	как не может	1	1
242	миросозерцательное значение это	1	1
243	в виду прежде	1	1
244	чем-то само собою	1	1
245	и в искусстве	1	1
246	за свои пределы	2	1
247	виду прежде всего	1	1
248	друг друга по	1	1
249	всего того что	2	1
250	но не менее	1	1
251	теми или иными	1	1
252	определяется прежде всего	1	1
253	мы видим что	1	1
254	то что было	1	1
255	как своего рода	1	1
256	лишь в тех	1	1
257	могут быть определены	1	1
258	и в романе	1	1
259	чуть ли не	1	1
260	но он не	1	1
261	это в большинстве	1	1
262	той или иной	5	1
263	литературного творчества и	1	1
264	большей или меньшей	7	1
265	в жизни так	1	1
266	отдельности и в	1	1
267	мы еще вернемся	1	1
268	проникнуть во все	1	1
269	к ней как	1	1
270	прежде всего на	3	1
271	неизбежно должны были	1	1
272	очень жаль что	1	1
273	на то что	1	1
274	и может быть	1	1
275	мере и в	1	1
276	сказать что и	1	1
277	как и для	1	1
278	можно говорить как	1	1
279	играют существеннейшую роль	1	1
280	не нуждается в	1	1
281	в чем же	1	1
282	и в особенности	1	1
283	о том что	3	1
284	направлен не на	2	1
285	они ничего не	1	1
286	еще вернемся в	1	1
287	и важным с	1	1
288	и без того	1	1
289	оно было в	1	1
290	в более широком	1	1
291	громадное влияние на	1	1
292	частях нашей работы	1	1
293	во всем своем	1	1
294	можно сказать что	3	1
295	и даже в	2	1
296	и той же	1	1
297	место в его	1	1
298	точки зрения на	1	1
299	это можно выразить	1	1
300	вышедшая в году	1	1
301	остановимся прежде всего	1	1
302	но для нас	1	1
303	в узком смысле	2	1
304	не чем иным	1	1
305	ясное и отчетливое	1	1
306	резко отличается от	1	1
307	иногда и в	1	1
308	и еще более	1	1
309	старой и новой	1	1
310	из этих элементов	1	1
311	так и на	3	1
312	это и не	1	1
313	одной и той	1	1
314	всем миром и	1	1
315	в жизни этих	1	1
316	в его книге	1	1
317	или меньшей степени	7	1
318	в наши задачи	1	1
319	только потому что	1	1
320	так и его	2	1
321	во всех этих	2	1
322	и все остальные	1	1
323	прежде всего как	1	1
324	и понимания жизни	1	1
325	должно было быть	1	1
326	и его современников	1	1
327	до конца и	1	1
328	существенное влияние на	1	1
329	говорит об этом	1	1
330	еще далеко не	2	1
331	в особенности в	1	1
332	продолжает жить и	2	1
333	в новое время	4	1
334	от всех тех	1	1
335	в сущности не	1	1
336	и вступает в	1	1
337	этом отношении он	1	1
338	в самом зародыше	1	1
339	и в наши	1	1
340	нашей работы мы	1	1
341	что касается до	2	1
342	живые связи с	1	1
343	историков и теоретиков	1	1
344	контекст в котором	1	1
345	литературные произведения но	1	1
346	по существу и	1	1
347	применении к литературе	1	1
348	и в некоторых	1	1
349	теорий и философий	1	1
350	и речи нет	1	1
351	мы нигде не	1	1
352	никогда не может	1	1
353	между тем в	1	1
354	языка но и	1	1
355	же время в	1	1
356	по своей природе	1	1
357	и в литературе	2	1
358	дистанция между ними	1	1
359	мир в его	2	1
360	в большей или	7	1
361	в самом процессе	1	1
362	все это в	2	1
363	мы уже говорили	12	1
364	вне связи с	1	1
365	точки зрения этих	1	1
366	литература но и	1	1
367	не могла бы	1	1
368	только в единстве	1	1
369	прежде всего поражает	1	1
370	несколько слов о	1	1
371	они вступают в	1	1
