N	3gram	Voloshinov	Literetu
1	в том что	9	21
2	в то же	7	21
3	то же время	7	21
4	по отношению к	9	12
5	с одной стороны	2	12
6	не может быть	23	11
7	в отличие от	7	11
8	в конечном счете	1	10
9	так или иначе	2	10
10	о том что	2	10
11	в этом отношении	4	10
12	с точки зрения	31	8
13	не говоря уже	1	8
14	с другой стороны	6	7
15	говоря уже о	1	6
16	в том числе	3	6
17	к тому же	2	6
18	подобно тому как	1	6
19	не только в	2	6
20	с этой точки	1	5
21	тем не менее	3	5
22	в соответствии с	1	5
23	при этом как	1	5
24	в русской литературе	1	5
25	этой точки зрения	1	5
26	в связи с	12	5
27	прежде всего в	1	5
28	но при этом	2	4
29	по аналогии с	1	4
30	и прежде всего	4	4
31	то ни было	11	4
32	бы то ни	11	4
33	одной стороны и	1	3
34	в самом деле	13	3
35	ничего общего с	2	3
36	не сводится к	1	3
37	то же самое	8	3
38	в знаковом материале	2	3
39	той или иной	5	3
40	в равной степени	1	3
41	быть не может	1	3
42	в свою очередь	5	3
43	на то что	2	3
44	какого бы то	2	3
45	на самом деле	5	3
46	по крайней мере	1	3
47	ту или иную	1	3
48	в целом ряде	1	3
49	во всяком случае	4	3
50	том числе и	3	3
51	тех пор пока	2	2
52	для него в	1	2
53	имеется в виду	1	2
54	для того чтобы	7	2
55	как и всякое	1	2
56	по отношению ко	1	2
57	и то же	3	2
58	в отношении к	7	2
59	не только не	1	2
60	к тому что	4	2
61	в другом месте	1	2
62	а не только	1	2
63	в значительной степени	3	2
64	могли бы быть	1	2
65	чуть ли не	2	2
66	одним из наиболее	1	2
67	тем что в	1	2
68	но и в	3	2
69	и в самом	1	2
70	в себе и	1	2
71	мыслится при этом	1	2
72	до тех пор	2	2
73	дело в том	1	2
74	одно и то	3	2
75	можно было бы	2	2
76	в этом случае	3	2
77	тем что он	1	2
78	друг для друга	1	2
79	жизни и в	1	2
80	что же касается	1	2
81	том что не	1	2
82	если б мы	1	1
83	на этой почве	4	1
84	в той или	3	1
85	как и во	1	1
86	при этом однако	1	1
87	для этого необходимо	1	1
88	в большинстве случаев	7	1
89	на том что	1	1
90	обстоит дело и	1	1
91	не менее чем	1	1
92	внутреннего и внешнего	4	1
93	но отнюдь не	1	1
94	для него не	1	1
95	оно должно быть	1	1
96	продукт социального взаимодействия	1	1
97	высказывания и его	2	1
98	в основе всех	1	1
99	хотя бы и	1	1
100	само нуждается в	1	1
101	так и от	3	1
102	и тем более	1	1
103	и т.д но	1	1
104	друг от друга	1	1
105	более или менее	3	1
106	только при условии	1	1
107	и не имеет	1	1
108	но и он	1	1
109	как бы не	1	1
110	во многих отношениях	1	1
111	а в том	1	1
112	внутренней и внешней	1	1
113	так и с	1	1
114	начало и конец	1	1
115	до сих пор	10	1
116	как бы между	1	1
117	все более и	2	1
118	если бы они	1	1
119	лишь в той	1	1
120	в этом и	1	1
121	в конце концов	3	1
122	может быть от	1	1
123	с внешним миром	1	1
124	в зависимости от	2	1
125	и не было	1	1
126	в последнее время	1	1
127	по ту сторону	1	1
128	так сказать изнутри	2	1
129	и в самый	1	1
130	точки зрения говорящего	1	1
131	и того же	9	1
132	существует как бы	1	1
133	того же слова	3	1
134	не переставая быть	1	1
135	в высшей степени	5	1
136	ни к какой	1	1
137	в наше время	1	1
138	сама по себе	2	1
139	в сущности только	1	1
140	не нуждается в	1	1
141	но все же	4	1
142	во всех других	1	1
143	одного и того	9	1
144	художественной или иной	1	1
145	и в том	1	1
146	принципиальное различие между	1	1
147	а не в	3	1
148	в этом последнем	2	1
149	может быть только	1	1
150	в нашем случае	1	1
151	не только по	1	1
152	этом и его	1	1
153	а как бы	1	1
154	только по отношению	1	1
155	и тем же	2	1
156	вовсе не является	3	1
157	в работе над	1	1
158	и вот в	1	1
159	как мы знаем	6	1
160	в данный момент	2	1
161	первого лица в	1	1
162	и в соответствии	1	1
163	в котором мы	1	1
164	здесь как и	1	1
165	может быть в	1	1
166	какой бы то	3	1
167	но уже в	1	1
168	того же самого	1	1
169	то с другой	1	1
170	именно то что	1	1
171	имеет место лишь	1	1
172	пор пока не	1	1
173	не что иное	1	1
174	более и более	2	1
175	в xviii веке	1	1
176	между прочим и	1	1
177	не может стать	1	1
178	в своей основе	1	1
179	и не является	1	1
180	в одной из	1	1
181	одним и тем	2	1
182	во внутренний мир	1	1
183	но в то	6	1
184	как мы видели	4	1
185	является по преимуществу	1	1
186	текста но и	1	1
187	и т.д и	1	1
188	и не менее	1	1
189	во всех этих	1	1
190	с предшествующим и	1	1
191	в этом качестве	1	1
192	предшествующим и последующим	1	1
193	именно в том	1	1
194	в нашем понимании	1	1
195	с самого начала	9	1
196	в себе не	1	1
197	том что он	3	1
198	не перестает быть	1	1
199	в первую очередь	1	1
200	в соединении с	1	1
201	у него нет	1	1
202	и вовсе не	1	1
203	жизни в ее	1	1
204	не могут быть	3	1
205	мира прежде всего	1	1
206	может быть выражено	1	1
207	крайней мере двух	1	1
208	и в сущности	1	1
209	для него как	2	1
210	которая не поддается	1	1
211	не как на	1	1
212	что иное как	1	1
213	не выходит за	1	1
214	и не может	11	1
215	вопрос о том	2	1
216	приводит к тому	1	1
217	является одним из	2	1
218	это и есть	2	1
219	в известном отношении	1	1
220	само по себе	2	1
221	нет и не	2	1
222	в процессе своего	1	1
223	тот или иной	2	1
224	в основе своей	1	1
225	может быть и	8	1
