N	3gram	Vygotskiy_	SlovoVZh
1	по отношению к	2	11
2	не может быть	4	7
3	можно сказать что	3	5
4	в том что	30	4
5	дело в том	2	4
6	как если бы	1	4
7	в художественном произведении	2	3
8	то ни было	1	3
9	до сих пор	9	3
10	этой точки зрения	3	3
11	и не в	1	3
12	это как бы	1	3
13	бы то ни	1	3
14	может быть и	2	3
15	в каком отношении	5	2
16	это не так	3	2
17	формы и содержания	1	2
18	жизни если бы	1	2
19	на самом деле	8	2
20	художественного произведения и	1	2
21	одной стороны и	1	2
22	в жизни и	1	2
23	то же самое	8	2
24	одно и то	3	2
25	в данном случае	3	2
26	мы никогда не	5	2
27	мы все время	3	2
28	в зависимости от	7	2
29	с одной стороны	15	2
30	с другой стороны	8	2
31	до известной степени	1	2
32	согласие или несогласие	1	2
33	и то же	4	2
34	с точки зрения	5	2
35	сих пор не	1	1
36	все же не	1	1
37	и в своем	1	1
38	остается при этом	1	1
39	сам по себе	4	1
40	является то что	2	1
41	это только одна	1	1
42	сами по себе	2	1
43	самом деле в	1	1
44	и таким образом	3	1
45	о том что	15	1
46	содержания и мы	1	1
47	но несмотря на	1	1
48	для этого нам	1	1
49	в самом деле	8	1
50	один и тот	1	1
51	мы таким образом	1	1
52	но то же	1	1
53	ком идет речь	1	1
54	искусства и в	1	1
55	совершенно ясно что	7	1
56	несмотря на это	1	1
57	имеет дело с	2	1
58	него не остается	1	1
59	в том и	3	1
60	так как уже	1	1
61	таким образом мы	2	1
62	в высшей степени	1	1
63	в свою очередь	1	1
64	искусства может быть	1	1
65	и на этом	1	1
66	ничего общего с	1	1
67	и тот же	2	1
68	по себе не	2	1
69	и в поэзии	1	1
70	и в частности	2	1
71	а между тем	1	1
72	и та же	3	1
73	какой бы то	1	1
74	так и было	1	1
75	сама по себе	3	1
76	ясно что здесь	1	1
77	жизни и на	1	1
78	во всяком случае	1	1
79	таким образом для	1	1
80	здесь имеет место	1	1
81	всякого художественного произведения	1	1
82	в них всегда	1	1
83	имеем дело с	1	1
84	то что называется	1	1
85	сказать что и	1	1
86	в лучшем случае	3	1
87	кажется что мы	1	1
88	из этого что	1	1
89	истории литературы и	1	1
90	равно как и	2	1
91	это на примере	2	1
92	только то что	1	1
93	и тем же	3	1
94	подобно тому как	1	1
95	как это делает	3	1
96	мы увидим что	7	1
97	с самого начала	5	1
98	было бы показать	1	1
99	действия и поступки	1	1
100	то что оно	2	1
101	в конечном счете	2	1
102	же как и	1	1
103	одна и та	2	1
104	зависимости от того	4	1
105	то что мы	2	1
106	свойства материала и	1	1
107	он не должен	1	1
108	к внешнему миру	1	1
109	его значение и	1	1
110	в основе своей	1	1
111	можно было бы	4	1
112	в этом отношении	3	1
113	тому же самому	2	1
114	так же как	3	1
115	если бы оно	1	1
116	то же время	1	1
117	бы показать что	2	1
118	между тем как	1	1
119	дело и с	1	1
120	искусство таким образом	2	1
121	однако он не	1	1
122	и прежде всего	1	1
123	более или менее	1	1
124	в то же	1	1
125	там же где	1	1
126	мы имеем в	1	1
127	в чем не	1	1
128	то время как	4	1
129	в результате взаимодействия	1	1
130	что до сих	1	1
131	том что в	2	1
132	они как бы	1	1
133	мы имеем дело	1	1
134	но если бы	1	1
135	и в этом	2	1
136	по крайней мере	1	1
137	ни в чем	1	1
138	по самому существу	1	1
139	обстоит дело и	2	1
140	в частности в	1	1
141	она как бы	1	1
142	все эти три	1	1
143	в истории литературы	1	1
144	в то время	4	1
145	сохраняет при этом	1	1
146	что мы воспринимаем	1	1
147	в этом смысле	3	1
148	чрезвычайно важный для	1	1
149	в русской литературе	1	1
150	к содержанию как	1	1
151	здесь вовсе не	2	1
152	прежде всего тем	1	1
153	о ком идет	1	1
154	не может стать	1	1
155	и проч и	1	1
156	нам кажется что	2	1
157	при таком понимании	2	1
158	самом деле это	1	1
159	и здесь мы	1	1
160	никогда не поймем	1	1
161	одним и тем	3	1
162	проч и проч	1	1
163	к тому же	1	1
164	друг к другу	5	1
165	может быть только	1	1
