N	2gram	Bakhtin_Pr	Morfolog
1	может быть	38	61
2	и пр	3	45
3	таким образом	22	26
4	могут быть	5	21
5	так как	11	20
6	мы имеем	2	19
7	не может	31	19
8	в этом	40	18
9	в этих	5	17
10	и в	59	17
11	представляют собой	1	16
12	и не	66	16
13	мы видим	5	15
14	перед нами	8	14
15	с этим	2	14
16	прежде всего	17	14
17	эта форма	4	14
18	по существу	5	13
19	видим что	2	12
20	при помощи	1	12
21	связи с	1	12
22	и др	1	12
23	а не	30	11
24	заметить что	2	11
25	что в	14	10
26	то же	15	10
27	вопрос о	4	10
28	мы увидим	1	10
29	но если	1	10
30	этом случае	1	10
31	в том	17	10
32	так и	13	10
33	что и	10	10
34	то что	21	10
35	все же	9	9
36	с другой	3	9
37	но и	22	9
38	не только	26	8
39	в результате	6	8
40	имеем в	2	8
41	иногда в	1	8
42	мы не	3	8
43	в качестве	1	8
44	но не	13	8
45	в тех	1	8
46	а в	9	8
47	как мы	10	8
48	во втором	1	7
49	один из	4	7
50	и здесь	5	7
51	не могут	6	7
52	не менее	3	7
53	том что	15	7
54	потому что	20	7
55	по отношению	17	7
56	наряду с	1	7
57	точки зрения	36	7
58	как это	2	7
59	тем не	1	7
60	и этим	2	7
61	образом мы	1	7
62	или же	2	7
63	отношению к	17	7
64	и другие	4	6
65	подобно тому	5	6
66	о том	5	6
67	как бы	40	6
68	не все	2	6
69	но это	7	6
70	это не	13	6
71	с точки	21	6
72	в образе	4	6
73	в нашем	3	6
74	или в	2	6
75	и как	10	6
76	вовсе не	13	6
77	во всех	8	6
78	если мы	1	6
79	в форме	8	6
80	они и	3	5
81	героя в	9	5
82	из которых	3	5
83	другой стороны	3	5
84	в первом	3	5
85	вслед за	1	5
86	что он	16	5
87	как в	10	5
88	со стороны	6	5
89	то это	1	5
90	хотя бы	5	5
91	было бы	10	5
92	к тому	1	5
93	ничего не	8	5
94	что они	3	5
95	хотя и	1	5
96	прежде чем	1	5
97	тому что	3	5
98	ясно что	1	5
99	все эти	12	5
100	одна из	4	5
101	на его	7	5
102	об этом	4	5
103	в других	1	5
104	там где	12	5
105	мы можем	3	5
106	тому как	5	5
107	между тем	5	5
108	он не	11	5
109	то перед	2	5
110	если же	3	5
111	далеко не	3	5
112	и затем	1	5
113	в целом	8	5
114	и ее	5	5
115	и к	5	4
116	смысле слова	1	4
117	в некоторых	1	4
118	есть и	2	4
119	на этом	1	4
120	нами в	5	4
121	как и	21	4
122	самом деле	9	4
123	но все	8	4
124	ни одна	2	4
125	показать что	1	4
126	тем что	5	4
127	уже не	14	4
128	еще не	11	4
129	не является	2	4
130	входит в	11	4
131	того чтобы	5	4
132	дает ивану	1	4
133	героя а	5	4
134	говорить о	3	4
135	на пути	2	4
136	так же	10	4
137	сказать что	9	4
138	на него	4	4
139	на котором	3	4
140	и для	5	4
141	из них	8	4
142	но в	7	4
143	герой и	1	4
144	получает в	1	4
145	несмотря на	7	4
146	на самом	5	4
147	его в	6	4
148	случае не	1	4
149	к этому	6	4
150	в то	15	4
151	мы уже	4	4
152	как таковые	2	4
153	можно было	5	4
154	этот вопрос	3	4
155	от того	4	4
156	могла бы	1	4
157	оно может	2	4
158	независимо от	1	4
159	то время	3	3
160	раз он	1	3
161	та же	1	3
162	только что	3	3
163	с этой	1	3
164	и при	1	3
165	по всему	1	3
166	что это	1	3
167	это уже	1	3
168	в сущности	11	3
169	ни в	5	3
170	от другого	1	3
171	только в	15	3
172	и вызывает	2	3
173	в плоскости	5	3
174	здесь мы	3	3
175	время как	2	3
176	также может	1	3
177	если это	1	3
178	есть нечто	2	3
179	на первый	1	3
180	то здесь	1	3
181	первом случае	1	3
182	не существует	1	3
183	и что	2	3
184	для того	3	3
185	но эти	2	3
186	и тогда	1	3
187	или не	2	3
188	и вне	2	3
189	так например	1	3
190	же она	1	3
191	здесь не	2	3
192	с его	14	3
193	кроме того	3	3
194	он должен	1	3
195	к нему	13	3
196	бы то	3	3
197	то в	1	3
198	первый взгляд	1	3
199	к герою	6	3
200	они не	5	3
201	благодаря этому	2	3
202	и функции	1	3
203	сам он	5	3
204	а и	2	3
205	или с	1	3
206	того что	4	3
207	что такое	1	3
208	ее в	2	3
209	но как	4	3
210	у нас	2	3
211	это и	10	3
212	о герое	5	3
213	и есть	6	3
214	в виде	1	3
215	а на	1	3
216	этой формы	2	3
217	как же	5	3
218	как таковое	1	3
219	но для	2	3
220	здесь же	1	3
221	в какой	2	3
222	большинстве случаев	3	3
223	даже не	1	3
224	это было	3	3
225	для героя	2	3
226	и у	6	3
227	и отсюда	1	3
228	героя и	11	3
229	как уже	1	3
230	то ни	3	3
231	совсем не	1	3
232	если бы	12	3
233	друг друга	10	3
234	мы должны	6	3
235	и тем	2	3
236	не в	10	3
237	в которой	6	3
238	а по	1	3
239	и их	7	3
240	в начале	3	3
241	в пределах	13	3
242	в большинстве	3	3
243	значение и	1	3
244	в этой	5	3
245	вступают в	3	3
246	к ней	1	3
247	приводит к	4	3
248	но есть	2	3
249	не значит	4	3
250	же в	3	3
251	все еще	2	3
252	и его	21	3
253	и по	4	3
254	и только	2	3
255	в один	2	3
256	не так	3	2
257	от него	3	2
258	является в	1	2
259	а потому	4	2
260	к другу	4	2
261	мы постараемся	1	2
262	друг к	4	2
263	как таковой	2	2
264	с героем	2	2
265	должна быть	4	2
266	и становятся	1	2
267	из таких	1	2
268	материала но	1	2
269	не с	1	2
270	или нет	1	2
271	он действует	1	2
272	потому не	1	2
273	лишь на	3	2
274	не на	6	2
275	иначе чем	1	2
276	оно не	2	2
277	в своих	5	2
278	более или	1	2
279	в россии	1	2
280	выпадает из	1	2
281	например в	5	2
282	многих других	1	2
283	их в	8	2
284	в которых	2	2
285	неправильные представления	1	2
286	себя и	4	2
287	только для	2	2
288	не имеет	2	2
289	героев можно	1	2
290	по этим	1	2
291	нет таких	1	2
292	углом зрения	2	2
293	роль в	2	2
294	в каком	2	2
295	к другому	2	2
296	не входит	3	2
297	показать как	1	2
298	сразу и	1	2
299	у нее	1	2
300	во всяком	5	2
301	его и	4	2
302	можно сказать	3	2
303	того как	1	2
304	в данном	3	2
305	к другой	1	2
306	в основе	6	2
307	и более	2	2
308	что мы	2	2
309	в очень	1	2
310	как например	2	2
311	к отдельным	3	2
312	но здесь	2	2
313	в лесу	1	2
314	можно лишь	1	2
315	сюжетов и	1	2
316	в другом	1	2
317	другу и	1	2
318	в каких	1	2
319	оно как	1	2
320	к себе	2	2
321	другой вопрос	1	2
322	он старается	1	2
323	с большой	1	2
324	и больше	1	2
325	точно так	2	2
326	в одном	14	2
327	и когда	1	2
328	от других	2	2
329	превращается в	4	2
330	ощущается как	1	2
331	при определении	1	2
332	в совершенно	2	2
333	тогда как	1	2
334	может играть	1	2
335	вот как	1	2
336	что же	5	2
337	без всякого	1	2
338	за другом	1	2
339	в данной	1	2
340	тем же	1	2
341	одной из	1	2
342	на этот	2	2
343	что она	6	2
344	он может	4	2
345	который в	2	2
346	что именно	2	2
347	а вовсе	1	2
348	появляется в	1	2
349	по отдельным	1	2
350	всяком случае	3	2
351	чем это	1	2
352	себя в	5	2
353	другого и	1	2
354	заставляет его	2	2
355	для него	23	2
356	ответ на	2	2
357	к различным	1	2
358	как определенный	1	2
359	то они	2	2
360	или наоборот	1	2
361	в научной	1	2
362	ничем не	2	2
363	является результатом	1	2
364	как такового	1	2
365	данном случае	3	2
366	на вопрос	2	2
367	с одной	1	2
368	и за	1	2
369	нашей работы	1	2
370	ни было	4	2
371	этом отношении	7	2
372	их как	1	2
373	нам еще	1	2
374	для нас	3	2
375	все это	12	2
376	а или	1	2
377	с другими	11	2
378	героя у	1	2
379	чем в	3	2
380	но с	4	2
381	герою в	4	2
382	иногда и	1	2
383	не знает	5	2
384	у ивана	2	2
385	как таковая	1	2
386	одним из	11	2
387	на героя	2	2
388	вообще не	1	2
