N	2gram	Vygotskiy_	Problema
1	и в	55	182
2	то есть	44	165
3	и не	24	152
4	вовсе не	7	145
5	то что	47	144
6	не есть	4	113
7	не только	25	104
8	потому что	27	89
9	в этом	21	88
10	может быть	35	82
11	в том	55	81
12	том что	30	81
13	только в	18	73
14	сказать что	12	72
15	но и	12	70
16	у нас	4	68
17	также и	2	68
18	и даже	11	66
19	по себе	21	64
20	не менее	9	58
21	о том	11	57
22	тем не	6	56
23	а не	18	56
24	так и	6	56
25	но в	5	55
26	так что	8	52
27	ни в	9	51
28	для нас	5	50
29	в себе	6	48
30	отнюдь не	11	48
31	и вообще	3	48
32	смысле слова	4	47
33	при помощи	27	47
34	было бы	14	46
35	прежде всего	5	45
36	в своей	6	45
37	что в	39	44
38	в его	8	44
39	не в	19	43
40	все эти	7	43
41	то же	17	42
42	как раз	4	42
43	таким образом	38	42
44	если мы	21	42
45	и что	28	40
46	и то	4	40
47	что он	17	40
48	так как	28	40
49	что мы	9	40
50	во всяком	9	39
51	не может	30	39
52	такого рода	1	39
53	и тем	5	39
54	в этой	5	39
55	как бы	11	39
56	в данном	1	38
57	в стихотворении	1	38
58	хотя бы	4	37
59	никак не	7	37
60	в нем	5	37
61	того что	15	37
62	точки зрения	32	36
63	есть нечто	4	36
64	еще не	2	36
65	и все	8	36
66	когда мы	4	35
67	и т	36	35
68	в виду	6	34
69	уже не	3	34
70	и с	5	34
71	как и	25	34
72	указывает на	6	34
73	же самое	8	33
74	в таком	5	33
75	не является	5	33
76	т д	10	33
77	в то	8	32
78	но не	5	32
79	едва ли	5	32
80	так же	29	31
81	в своем	3	31
82	связи с	2	31
83	что такое	2	31
84	в конце	6	31
85	но это	3	31
86	все это	11	31
87	ясно что	22	30
88	и для	9	30
89	с другой	7	30
90	настоящее время	2	30
91	в настоящее	2	30
92	в связи	3	29
93	все же	9	29
94	можно сказать	2	29
95	перед нами	1	29
96	как мы	2	29
97	об этом	3	29
98	что же	4	28
99	данном случае	1	28
100	мы не	15	28
101	а в	10	28
102	есть только	7	28
103	и о	4	28
104	и это	6	27
105	и как	9	27
106	хотя и	3	27
107	ничего не	4	27
108	в результате	4	26
109	другой стороны	7	26
110	крайней мере	1	26
111	как будто	10	26
112	вместе с	10	26
113	по крайней	1	26
114	еще и	1	26
115	это не	1	26
116	и его	14	26
117	мы можем	6	25
118	и на	6	25
119	тем самым	2	25
120	с точки	12	25
121	всяком случае	7	25
122	с тем	11	24
123	на самом	6	24
124	в нашем	1	24
125	не имеет	3	24
126	таком случае	3	23
127	по своему	2	23
128	только и	1	23
129	на то	17	23
130	при этом	28	23
131	в качестве	3	23
132	конце концов	6	23
133	а только	4	23
134	то и	2	23
135	мы находим	2	23
136	есть не	6	23
137	и к	5	22
138	вещи и	1	22
139	только на	7	22
140	можно ли	2	22
141	никогда не	13	22
142	и является	1	22
143	нет ничего	1	22
144	есть в	7	22
145	значит что	1	22
146	сам по	4	22
147	его в	3	22
148	и от	4	22
149	и есть	5	22
150	и если	4	22
151	что и	27	22
152	в самом	18	21
153	сама по	2	21
154	мы должны	4	21
155	и ее	4	21
156	для себя	2	21
157	а также	1	21
158	и без	3	21
159	и только	5	21
160	именно в	1	20
161	для того	12	20
162	но как	4	20
163	можно было	4	20
164	и потому	2	20
165	о чем	2	20
166	тем что	7	20
167	несмотря на	8	20
168	как о	1	20
169	или в	2	20
170	это значит	1	19
171	в них	4	19
172	с ним	2	19
173	самом деле	19	19
174	в каком	3	19
175	но если	2	19
176	того или	2	19
177	то это	3	19
178	уже в	3	19
179	то в	2	19
180	в отношении	3	19
181	но только	6	19
182	этом смысле	3	19
183	он не	8	19
184	это есть	6	19
185	если бы	10	19
186	как в	17	19
187	как нечто	3	19
188	жизни и	5	19
189	в этих	6	18
190	того же	3	18
191	не было	5	18
192	не будет	4	18
193	мы и	1	18
194	не существует	4	18
195	в ее	7	18
196	того чтобы	13	18
197	в ней	3	18
198	без всякого	2	17
199	что они	7	17
200	во всех	4	17
201	значение и	3	17
202	и здесь	3	17
203	пока еще	1	17
204	гораздо более	2	17
205	совсем не	3	17
206	в языке	3	17
207	что здесь	2	17
208	это и	3	17
209	совершенно не	7	17
210	тех или	2	17
211	точно так	6	16
212	что она	11	16
213	будто бы	2	16
214	как это	8	16
215	он и	1	16
216	художественного произведения	22	16
217	же в	1	16
218	для этого	1	16
219	но все	1	16
220	к тому	8	16
221	но даже	4	16
222	между собою	1	16
223	случае не	2	16
224	далеко не	7	16
225	и сам	3	15
226	казалось бы	4	15
227	с этим	7	15
228	в чем	5	15
229	в той	2	15
230	у него	4	15
231	что не	2	15
232	и более	3	15
233	здесь в	1	15
234	в частности	6	15
235	искусства и	24	14
236	людей и	2	14
237	уже и	2	14
238	что все	10	14
239	с другими	2	14
240	сих пор	8	14
241	только о	3	14
242	не так	2	14
243	нас не	2	14
244	а это	1	14
245	все равно	1	14
246	в котором	5	14
247	говорит о	4	14
248	нас в	2	14
249	до сих	8	14
