N	2gram	Vygotskiy_	EvropaiC
1	таким образом	36	34
2	в том	59	31
3	и в	38	24
4	том что	44	20
5	все эти	9	19
6	то что	27	18
7	не может	11	18
8	может быть	25	17
9	до сих	3	15
10	все же	11	15
11	сих пор	3	15
12	точки зрения	27	14
13	в этом	35	13
14	все это	8	13
15	самом деле	4	12
16	с этим	6	12
17	между тем	10	12
18	в своем	9	12
19	по отношению	4	11
20	но и	9	11
21	отношению к	3	11
22	все что	4	10
23	мы знаем	10	10
24	не только	16	10
25	так и	11	10
26	как и	20	10
27	во всех	3	10
28	из себя	1	10
29	как бы	17	10
30	что в	31	9
31	при этом	13	9
32	в результате	6	9
33	не в	10	9
34	и все	5	9
35	и не	16	9
36	с другом	10	9
37	потому что	14	9
38	и что	15	9
39	на то	7	9
40	друг с	10	9
41	того же	12	9
42	в самом	8	8
43	с точки	11	8
44	чем у	1	8
45	более или	3	8
46	ясно что	4	8
47	или менее	5	8
48	к тому	8	8
49	мы говорили	5	8
50	для того	14	8
51	если бы	12	8
52	того чтобы	15	8
53	так же	26	8
54	знаем что	1	8
55	из этих	5	8
56	так как	19	7
57	что при	3	7
58	того что	17	7
59	что и	14	7
60	что он	13	7
61	не менее	8	7
62	о которых	1	7
63	о котором	2	7
64	о том	6	7
65	вместе с	18	7
66	из элементов	1	7
67	по своей	12	7
68	в этой	7	7
69	в силу	9	7
70	по существу	4	7
71	для этого	3	7
72	мы можем	13	6
73	и на	9	6
74	несмотря на	1	6
75	с ним	4	6
76	что с	8	6
77	только в	16	6
78	тому же	6	6
79	от друга	2	6
80	в мире	2	6
81	отличается от	5	6
82	друг от	2	6
83	говорили выше	4	6
84	еще не	6	6
85	все они	2	6
86	так что	3	6
87	народов и	1	6
88	и при	3	6
89	как на	2	6
90	в общем	1	6
91	начало и	1	6
92	с другой	11	6
93	в то	5	6
94	у них	3	6
95	и для	4	6
96	и к	9	5
97	ничем не	2	5
98	должно быть	3	5
99	в состоянии	1	5
100	в его	22	5
101	из всех	2	5
102	что это	8	5
103	другой стороны	5	5
104	у него	3	5
105	его в	8	5
106	так или	1	5
107	в которой	4	5
108	но все	4	5
109	и с	5	5
110	или иначе	2	5
111	именно в	6	5
112	по своему	14	5
113	ступени развития	7	5
114	на все	2	5
115	случае если	2	5
116	по сравнению	6	5
117	сравнению с	4	5
118	не будет	2	5
119	между двумя	3	5
120	и их	4	5
121	далеко не	2	5
122	так называемого	1	5
123	в себе	9	5
124	и от	5	5
125	что все	2	5
126	столь же	7	5
127	к этому	5	5
128	в пользу	7	5
129	в целом	22	5
130	из них	5	5
131	но в	4	5
132	иначе говоря	2	4
133	не так	1	4
134	и то	9	4
135	та же	3	4
136	этой области	2	4
137	на вопрос	1	4
138	в психологии	1	4
139	самого себя	2	4
140	которых мы	2	4
141	из того	4	4
142	своем развитии	3	4
143	этом случае	4	4
144	хотя и	2	4
145	тем не	6	4
146	совершенно не	1	4
147	из которых	6	4
148	это есть	1	4
149	в их	12	4
150	в виде	4	4
151	связи с	14	4
152	одним из	6	4
153	в конце	1	4
154	в таком	4	4
155	с тем	18	4
156	не есть	5	4
157	не могут	5	4
158	между собой	15	4
159	выше мы	1	4
160	и у	7	4
161	и сейчас	1	4
162	том случае	2	4
163	а с	4	4
164	выше и	1	4
165	что мы	18	4
166	мы уже	8	4
167	в течение	2	4
168	ни один	5	4
169	хотя бы	2	4
170	то ни	1	4
171	в дальнейшем	3	4
172	в такой	3	4
173	мы должны	15	4
174	что эта	2	4
175	факт что	7	4
176	целый ряд	4	4
177	тот факт	7	4
178	признать что	1	4
