N	3gram	Losev_Prob	FransuaR
1	в то же	10	55
2	в том что	17	27
3	в том числе	1	27
4	до сих пор	4	27
5	с точки зрения	9	20
6	для того чтобы	4	17
7	том числе и	1	17
8	о том что	8	17
9	в связи с	9	16
10	как мы видели	2	16
11	то есть в	5	15
12	но и в	2	15
13	и прежде всего	3	14
14	не может быть	5	13
15	дело в том	4	13
16	с одной стороны	2	13
17	в той же	1	13
18	на самом деле	5	13
19	и в то	2	12
20	с другой стороны	11	12
21	в отличие от	2	11
22	можно сказать что	2	11
23	в той или	7	10
24	самом же деле	7	10
25	таким образом и	1	10
26	той или иной	16	10
27	как и в	2	10
28	на самом же	7	10
29	в данном случае	12	10
30	в конце концов	4	10
31	не только в	2	10
32	так и в	2	9
33	в свое время	1	9
34	вполне понятно что	1	8
35	таким образом в	1	8
36	все эти образы	1	8
37	более или менее	2	8
38	в эпоху возрождения	1	8
39	в самом деле	1	7
40	в то время	6	7
41	о том как	4	7
42	в чем же	2	7
43	в узком смысле	1	7
44	можно было бы	6	7
45	и в других	2	7
46	на первый план	3	7
47	в настоящее время	4	7
48	в отрыве от	1	7
49	подобно тому как	2	7
50	во всех этих	1	7
51	в значительной мере	2	7
52	то есть о	1	6
53	к тому же	1	6
54	но все же	1	6
55	имеем в виду	4	6
56	выходит за пределы	1	6
57	за то что	1	6
58	даже и в	3	6
59	в новое время	1	6
60	как мы сказали	2	6
61	и в литературе	1	6
62	одной стороны и	1	5
63	то же самое	17	5
64	и в этой	1	5
65	по сравнению с	3	5
66	но все это	1	5
67	и в частности	4	5
68	мы имеем в	1	5
69	во всяком случае	8	5
70	и тот же	1	5
71	на первом плане	1	5
72	в первом случае	1	5
73	потому что он	6	5
74	только то что	4	5
75	искусства и литературы	1	5
76	это и есть	3	5
77	и вовсе не	6	5
78	в основе своей	1	5
79	имеет в виду	1	4
80	в собственном смысле	1	4
81	литературы и искусства	2	4
82	и той же	1	4
83	но даже и	7	4
84	начало и конец	1	4
85	то есть с	2	4
86	сказать что в	1	4
87	здесь не в	3	4
88	но несмотря на	1	4
89	точки зрения на	1	4
90	мы находим и	1	4
91	в самой жизни	1	4
92	не нуждается в	1	4
93	связи с этим	1	4
94	на этот вопрос	1	4
95	так же как	3	4
96	и то что	8	4
97	сказать что и	1	4
98	что и в	3	4
99	и связанные с	1	4
100	вовсе не в	2	4
101	может быть и	3	4
102	здесь перед нами	2	4
103	во втором случае	1	4
104	одной и той	1	4
105	в нем не	1	4
106	как раз и	5	4
107	это вовсе не	5	4
108	и не может	1	4
109	но он не	1	4
110	мы находим в	2	4
111	это уже не	2	4
112	а следовательно и	1	4
113	конечно не в	1	4
114	один и тот	1	4
115	и все они	3	4
116	и как бы	2	3
117	в литературе и	1	3
118	он вовсе не	1	3
119	друг от друга	3	3
120	но и с	1	3
121	то есть именно	1	3
122	очень далек от	1	3
123	смысле этого слова	1	3
124	они вовсе не	2	3
125	не только не	5	3
126	и того же	1	3
127	но в его	1	3
128	ни к какому	2	3
129	но это не	1	3
130	вместе с тем	1	3
131	вовсе не является	4	3
132	он не только	1	3
133	дело здесь не	3	3
134	в себе и	2	3
135	все же не	1	3
136	содержит в себе	13	3
137	как бы ни	1	3
138	ровно ничего не	2	3
139	несколько слов о	1	3
140	в вопросе о	1	3
141	как и во	1	3
142	в себе в	2	3
143	прямо сказать что	1	3
144	в этом смысле	5	3
145	имеется в виду	6	3
146	можно прямо сказать	1	3
147	все это уже	1	3
148	одного и того	1	3
149	эти образы и	1	3
150	именно потому что	3	3
151	хотя и в	1	3
152	тех или иных	7	3
153	находим и в	1	3
154	и не в	2	3
155	есть не что	6	3
156	здесь как и	1	3
157	бы то ни	5	3
158	образом и в	1	3
159	то есть на	1	3
160	и в этом	6	3
161	заключается в том	5	3
162	не что иное	6	3
163	так как они	1	3
164	свидетельствует о том	1	3
165	что в нем	1	3
166	в те времена	1	3
167	что иное как	6	3
168	то что тот	1	3
169	может быть в	1	2
170	быть и речи	1	2
171	точка зрения на	1	2
172	мы все время	1	2
173	никак не может	3	2
174	в том или	2	2
175	как мы говорили	2	2
176	быть и не	1	2
177	и дает нам	1	2
178	потому что она	1	2
179	дело вовсе не	2	2
180	сам по себе	10	2
181	но при этом	1	2
182	не потому что	1	2
183	таким образом что	1	2
184	и на этой	1	2
185	и во всем	1	2
186	но также и	2	2
187	далеко не все	1	2
188	от страха и	1	2
189	имел в виду	1	2
190	то ни было	4	2
191	все дело в	1	2
192	таковы прежде всего	1	2
193	из того что	1	2
194	имея в виду	1	2
195	нас в том	1	2
196	и тем же	1	2
197	и только в	3	2
198	и может быть	2	2
199	в том чтобы	1	2
200	в этом длинном	1	2
201	вместе с нею	1	2
202	узком смысле слова	2	2
203	но это есть	1	2
204	в нашем смысле	8	2
205	этот вопрос мы	1	2
206	нужно сказать и	1	2
207	вовсе еще не	2	2
208	и все его	1	2
209	мы уже видели	1	2
210	то есть чисто	2	2
211	том или ином	3	2
212	в себе все	1	2
213	только для того	1	2
214	и в условиях	1	2
215	мы уже достаточно	1	2
216	как бы оно	1	2
217	вовсе не являются	3	2
218	и есть то	2	2
219	все более и	1	2
220	и не только	1	2
221	прежде всего мы	1	2
222	это не просто	1	2
223	только в пределах	2	2
224	до некоторой степени	1	2
225	и всякого рода	1	2
226	и в его	3	2
227	в известном смысле	1	2
228	и особенно в	1	2
229	только тогда когда	1	2
230	теми или иными	1	2
231	и не к	1	2
232	на котором мы	1	2
233	во всех языках	1	2
234	но в них	1	2
235	и ни о	1	2
236	силой и с	1	2
237	какой бы то	1	2
238	и не было	2	2
239	ничего общего с	2	2
240	на котором он	1	2
241	мы вовсе не	1	2
242	более и более	1	2
243	и с точки	2	2
244	одним и тем	1	2
245	то есть нечто	1	2
246	мы не знаем	2	2
247	выход за пределы	1	2
248	в этом случае	8	2
249	но это конечно	1	2
250	сказать несколько слов	1	2
251	том что он	2	2
252	же как и	4	2
253	мы не можем	2	2
254	в таких случаях	2	2
255	в другом случае	2	2
256	мы не будем	3	2
257	ни о каком	2	2
258	потому что они	2	2
259	друг к другу	1	2
260	в едином и	1	1
261	тем самым он	1	1
262	это не значит	1	1
263	как будто бы	7	1
264	он никак не	1	1
265	но еще и	1	1
266	новых и новых	1	1
267	то он не	1	1
268	через несколько лет	1	1
269	что именно здесь	1	1
270	все на свете	2	1
271	имеют ничего общего	1	1
272	того чтобы не	1	1
273	а не так	2	1
274	здесь прежде всего	1	1
275	то что не	1	1
276	если же мы	1	1
277	и тут же	2	1
278	взятый сам по	4	1
279	не был бы	1	1
280	они сыграли свою	1	1
281	хотя бы и	2	1
282	перестал бы быть	2	1
283	то что обычно	1	1
284	но если мы	1	1
285	это не есть	1	1
286	что не имеет	1	1
287	то в чем	1	1
288	о чем не	1	1
289	но в одном	1	1
290	так как она	1	1
291	по своему содержанию	6	1
292	к другу и	1	1
293	и не столь	1	1
294	совершенно ясно что	1	1
295	есть с тем	1	1
296	в зачаточной форме	1	1
297	не только то	1	1
298	но только в	2	1
299	и тем самым	3	1
300	в чем не	2	1
301	даже в этом	1	1
302	это требует и	1	1
303	превратить его в	1	1
304	и в нашем	1	1
305	но если бы	3	1
306	что именно в	1	1
307	чем иным как	2	1
308	не менее он	1	1
309	в первой главе	1	1
310	тут же и	1	1
311	и вот эта	1	1
312	общего и частного	1	1
313	он перестал бы	1	1
314	нам уже приходилось	1	1
315	мы говорили выше	2	1
316	на этот раз	3	1
317	что даже в	1	1
318	и говорить о	2	1
319	как на что-то	1	1
320	на более высокую	1	1
321	произведение в котором	1	1
322	то есть по	1	1
323	то все это	1	1
324	в буквальном смысле	2	1
325	политической и исторической	1	1
326	с собой не	1	1
327	даже и не	6	1
328	в художественном произведении	1	1
329	значение и как	1	1
330	в тех случаях	1	1
331	по нашей терминологии	1	1
332	и здесь не	1	1
333	почему? а потому	1	1
334	том что море	2	1
335	но это и	1	1
336	не имеет никакой	1	1
337	следовательно не только	1	1
338	связи с этой	2	1
339	и могут быть	1	1
340	является не только	1	1
341	но в ней	1	1
342	лежит представление о	1	1
343	пор мы рассматривали	1	1
344	в виду только	1	1
345	и во всяком	3	1
346	божественная комедия данте	1	1
347	но и самый	1	1
348	ни на какую	1	1
349	имеются в виду	1	1
350	что в литературном	1	1
351	значение но и	1	1
352	но в нашем	1	1
353	мертвые души это	1	1
354	только в его	1	1
355	все такого рода	4	1
356	но это же	1	1
357	и потому в	1	1
358	в их конкретности	1	1
359	и без всякого	1	1
360	именно тем что	1	1
361	то есть другими	2	1
362	было бы сказать	1	1
363	еще только в	1	1
364	необходимо подчеркнуть что	1	1
365	точки зрения их	1	1
366	в результате этого	1	1
367	этого термина в	1	1
368	как впрочем и	1	1
369	у нас и	1	1
370	которые находятся в	2	1
371	об этом мы	2	1
372	только в контексте	1	1
373	теперь нам предстоит	1	1
374	в своей основе	1	1
375	в одном случае	4	1
376	он прежде всего	1	1
377	смысле слова но	3	1
378	новую жизнь и	1	1
379	то или иное	3	1
380	так же и	3	1
381	она вовсе не	1	1
382	более высокую ступень	2	1
383	она и есть	1	1
384	и это не	1	1
385	уже не просто	1	1
386	где этот образ	1	1
387	пространства и времени	1	1
388	во всей его	1	1
389	прежде всего с	1	1
390	наоборот все эти	1	1
391	с тем чтобы	1	1
392	в первую очередь	3	1
393	оказывается вовсе не	1	1
394	ни о чем	1	1
395	том что они	1	1
396	прежде всего образ	1	1
397	с тем что	1	1
398	вовсе и не	1	1
399	точно и в	1	1
400	тоже своего рода	1	1
401	из которых мы	1	1
402	та или иная	4	1
403	она не имеет	1	1
404	это и не	3	1
405	в свете этой	1	1
406	то что мы	3	1
407	что это за	3	1
408	конечно не только	1	1
409	что в этом	1	1
410	произведение в целом	1	1
411	имеет своим предметом	2	1
412	того же типа	2	1
413	ни в чем	2	1
414	характерно и для	1	1
415	если бы он	2	1
416	из них как	1	1
417	что он не	2	1
418	но ту же	1	1
419	войне и мире	1	1
420	хотя может быть	1	1
421	к самому предмету	2	1
422	имеет ничего общего	3	1
423	тем более не	2	1
424	он как и	1	1
425	бы и не	1	1
426	но зато его	1	1
427	имели в виду	1	1
428	строгом смысле слова	1	1
429	с другими предметами	1	1
430	говорить о его	1	1
431	с ним как	1	1
432	и самый этот	1	1
433	здесь имеем в	1	1
434	для нас в	1	1
435	важно то что	1	1
436	и перестает быть	1	1
437	из этого произведения	1	1
438	как и вообще	2	1
439	только в условиях	1	1
440	реализме и у	1	1
441	есть то что	3	1
442	по своей идее	1	1
443	ни о какой	1	1
444	у гоголя и	3	1
445	ничего подобного не	1	1
