N	3gram	Vygotskiy_	Freidism
1	с точки зрения	31	15
2	не может быть	6	14
3	по отношению к	9	11
4	в самом деле	4	10
5	в том что	24	9
6	как мы видели	7	8
7	во всяком случае	1	8
8	в то же	2	6
9	мы знаем что	2	6
10	в высшей степени	1	6
11	то же время	1	6
12	в большинстве случаев	2	5
13	с самого начала	13	5
14	можно сказать что	7	5
15	как мы уже	2	5
16	в свою очередь	3	4
17	и до конца	1	4
18	тем не менее	4	4
19	сам по себе	2	4
20	на самом деле	2	4
21	в зависимости от	6	4
22	в данном случае	5	4
23	по ту сторону	1	4
24	не могут быть	3	4
25	на первый план	1	4
26	в этом отношении	7	4
27	в этот период	2	3
28	для того чтобы	24	3
29	выйти за пределы	1	3
30	о том что	4	3
31	в собственном смысле	4	3
32	до сих пор	6	3
33	и внешней речи	1	3
34	и той же	5	3
35	на этот вопрос	1	3
36	и притом в	1	3
37	так и в	1	3
38	мы видели что	3	3
39	внутренней и внешней	1	3
40	что все эти	1	3
41	одной и той	5	3
42	в конечном счете	2	3
43	мы не можем	3	3
44	нет и не	3	3
45	и не может	2	3
46	благодаря тому что	2	2
47	но вместе с	2	2
48	и может быть	1	2
49	из этих направлений	1	2
50	в этом смысле	2	2
51	заключается в том	9	2
52	ни в какой	2	2
53	но мы знаем	1	2
54	в предыдущей главе	1	2
55	его отношение к	1	2
56	в конце концов	1	2
57	а следовательно и	1	2
58	при этом совершенно	1	2
59	мы могли бы	9	2
60	но мы не	1	2
61	по отношению ко	1	2
62	том что она	2	2
63	по своему содержанию	1	2
64	не чем иным	2	2
65	чем иным как	2	2
66	зависимости от того	1	2
67	внутренней речи мы	4	2
68	у нас в	1	2
69	что и в	1	2
70	в отличие от	4	2
71	и по отношению	1	2
72	том что он	2	2
73	таким образом в	2	2
74	к тому что	10	2
75	самом же деле	1	2
76	это и есть	1	2
77	на самом же	1	2
78	с одной стороны	7	2
79	то что мы	3	2
80	на следующих ступенях	1	2
81	во всех областях	1	2
82	как раз и	1	2
83	развития как и	1	2
84	то же самое	11	2
85	речи мы имеем	1	1
86	того что он	1	1
87	в первых двух	1	1
88	что он не	1	1
89	в этом случае	15	1
90	то время когда	1	1
91	в углу комнаты	1	1
92	объясняется и то	1	1
93	и в высшей	1	1
