N	2gram	Losev_Dial	VelikijI
1	и не	50	20
2	и в	34	16
3	свободы и	4	12
4	так как	12	9
5	то что	25	9
6	в истории	7	8
7	от бога	2	8
8	к богу	1	8
9	еще не	7	8
10	и потому	6	7
11	что они	2	7
12	а не	39	7
13	человека и	2	6
14	не есть	95	6
15	что есть	6	5
16	религиозного сознания	1	5
17	хотя и	9	5
18	того что	22	5
19	все это	13	5
20	в боге	1	5
21	как бы	19	5
22	бога и	1	5
23	на себя	3	5
24	в мире	2	5
25	но и	14	5
26	все что	3	4
27	в котором	2	4
28	в этом	14	4
29	что мы	10	4
30	потому что	21	4
31	в его	6	4
32	свою личность	2	4
33	и свободного	1	4
34	в ней	4	4
35	так и	11	4
36	говорить о	13	4
37	мы хотим	2	4
38	и есть	24	4
39	мира сего	1	4
40	и все	17	4
41	что не	8	4
42	в образе	1	4
43	что все	16	4
44	как и	14	4
45	что он	18	4
46	в силах	2	4
47	и я	3	4
48	в нем	7	4
49	во всех	2	3
50	что в	12	3
51	нет ничего	14	3
52	бы и	2	3
53	не верят	1	3
54	и мы	6	3
55	за ним	1	3
56	не нужна	1	3
57	то это	9	3
58	в конце	2	3
59	мы же	1	3
60	должно быть	7	3
61	если не	3	3
62	хотя бы	9	3
63	в том	17	3
64	тому что	5	3
65	личности и	15	3
66	этих трех	1	3
67	не в	11	3
68	и что	21	3
69	что и	8	3
70	ни в	20	3
71	они в	1	3
72	превращается в	6	3
73	в этих	3	3
74	в абсолютном	1	3
75	в них	6	3
76	оно не	7	3
77	в вопросе	2	3
78	не было	6	3
79	христа в	1	3
80	к чему	2	3
81	и будет	1	3
82	в жизни	4	3
83	что я	3	3
84	и они	3	3
85	как не	4	3
86	их в	2	3
87	в своей	4	3
88	должна быть	11	3
89	с его	7	3
90	от этого	5	3
91	не имеет	18	3
92	но это	10	3
93	и для	5	3
94	жизни и	8	3
95	верят в	1	3
96	в чем	11	3
97	все эти	4	3
98	тот же	1	3
99	но в	3	3
100	к тому	4	3
101	за то	1	3
102	никогда не	9	3
103	что было	2	2
104	всего в	2	2
105	тем кто	2	2
106	во всяком	5	2
107	от него	2	2
108	уже на	1	2
109	ее и	2	2
110	вечность и	2	2
111	мы и	4	2
112	не могли	1	2
113	личности а	3	2
114	они и	1	2
115	самого себя	1	2
116	что бога	1	2
117	на том	1	2
118	об абсолютном	1	2
119	когда я	1	2
120	его не	3	2
121	не так	1	2
122	того чтобы	1	2
123	это не	13	2
124	земли и	1	2
125	великая тайна	1	2
126	это все	1	2
127	не только	35	2
128	для него	4	2
129	вот почему	3	2
130	и тогда	6	2
131	свободе и	1	2
132	с ним	3	2
133	но теперь	1	2
134	не будет	5	2
135	с презрением	1	2
136	ее в	3	2
137	для нас	2	2
138	и то	7	2
139	своей истории	2	2
140	и за	1	2
141	не с	1	2
142	на нас	1	2
143	прежде всего	20	2
144	в личности	1	2
145	а есть	1	2
146	людей и	2	2
147	ценности и	1	2
148	вслед за	1	2
149	и это	12	2
150	от этих	2	2
151	мы не	11	2
152	конечно не	6	2
153	тогда уже	2	2
154	только в	10	2
155	все равно	5	2
156	частей мира	1	2
157	личность как	5	2
158	те которые	1	2
159	полного и	1	2
160	а в	3	2
161	будет уже	1	2
162	в духе	1	2
163	истории и	6	2
164	и сам	1	2
165	я думаю	2	2
166	нет и	5	2
167	это мы	1	2
168	верит в	2	2
169	раз навсегда	2	2
170	но не	3	2
171	у людей	1	2
172	и никогда	1	2
173	с абсолютным	1	2
174	тем что	5	2
175	вера в	1	2
176	тот кто	1	2
177	по которым	1	2
178	духа и	2	2
179	и во	3	2
180	могут быть	5	2
181	ничего и	2	2
182	мы это	1	2
183	абсолютного значения	1	2
184	с тем	4	2
185	давно уже	1	2
186	и т	41	2
187	одна из	4	2
188	чудо то	2	2
189	не могут	6	2
190	т д	38	2
191	да и	4	2
192	есть уже	2	2
193	том что	18	2
194	почему в	1	2
195	мир и	6	2
196	в себя	4	2
197	нем нет	3	2
198	что их	2	2
199	чудо от	1	2
200	уже не	9	2
201	вопросе о	2	2
202	мира в	1	2
203	вечности и	3	2
204	не к	1	2
205	я говорю	2	2
206	взятого в	1	1
207	в великом	1	1
208	разные эпохи	1	1
209	свобода и	1	1
210	о личности	5	1
211	жизни но	1	1
212	и мир	1	1
213	в новом	1	1
214	в самом	9	1
215	во всем	5	1
216	и каким	1	1
217	бы то	3	1
218	перестает быть	2	1
219	природы в	2	1
220	конечно это	1	1
221	связь с	1	1
222	то есть	1	1
223	и стало	6	1
224	слышим и	1	1
225	и великолепно	1	1
226	себя богом	1	1
227	истина и	1	1
228	а потому	1	1
229	но как	3	1
230	все в	3	1
231	превратится в	1	1
232	чудо и	4	1
233	нужно знать	1	1
234	мы видим	4	1
235	если оно	4	1
236	самой жизни	1	1
237	что оно	9	1
238	на котором	2	1
239	с гордостью	1	1
240	должно иметь	1	1
241	речь идет	1	1
242	из сторон	1	1
243	только слово	1	1
244	мы скажем	1	1
245	тоже не	2	1
246	в вечность	1	1
247	от необходимости	1	1
248	будто бы	1	1
249	и на	6	1
250	ничем не	7	1
251	она и	3	1
252	на части	2	1
253	вопрос о	9	1
254	на этом	3	1
255	же и	2	1
256	может быть	30	1
257	они не	3	1
258	видим что	3	1
259	что нет	5	1
260	между собою	3	1
261	к человеку	1	1
262	не имеют	2	1
263	ты ли	2	1
264	и спасения	1	1
265	раз и	3	1
266	восстал уже	1	1
267	и нам	1	1
268	вся история	1	1
269	ее на	1	1
270	воплощение в	1	1
271	указать на	1	1
272	того как	2	1
273	это как	3	1
274	которая в	1	1
275	где есть	2	1
276	слово это	1	1
277	и уж	2	1
278	и вообще	7	1
279	и который	1	1
280	личность не	1	1
281	и вот	13	1
282	его с	1	1
283	в источник	1	1
284	она не	10	1
285	но она	4	1
286	говорит великий	1	1
287	вечное и	2	1
288	ничего выше	1	1
289	личности вот	1	1
290	есть прежде	4	1
291	в состоянии	1	1
292	для себя	2	1
293	у них	1	1
294	что уже	3	1
295	с этой	7	1
296	то же	9	1
297	и если	5	1
298	тогда опять	1	1
299	для всякого	1	1
300	только вы	2	1
301	истории нет	1	1
302	во что	5	1
303	только мы	3	1
304	по сравнению	1	1
305	то ни	4	1
306	для того	4	1
307	сознания или	1	1
308	этом мире	1	1
309	божьего и	1	1
310	это только	1	1
311	образ и	1	1
312	законам природы	2	1
313	не быть	1	1
314	свободного и	1	1
315	не для	1	1
316	эта идея	1	1
317	на вечность	1	1
318	но от	1	1
319	ничего кроме	1	1
320	и многом	1	1
321	думаю что	1	1
322	утверждают что	3	1
323	что это	20	1
324	это значит	29	1
325	есть соединение	1	1
326	образа в	1	1
327	не всегда	3	1
328	личность есть	7	1
329	в разных	2	1
330	имя этого	1	1
331	о чем	2	1
332	с такой	1	1
333	они только	1	1
334	в ее	5	1
335	и тем	3	1
336	личности но	5	1
337	и уже	5	1
338	души и	3	1
339	жизни там	1	1
340	сознании и	1	1
341	говорит о	5	1
342	как это	8	1
343	но может	1	1
344	этот мир	1	1
345	не понимает	1	1
346	тут не	4	1
347	истории в	1	1
348	чем у	1	1
349	есть еще	4	1
350	и тут	5	1
351	ли это?	1	1
352	от этой	1	1
353	мы все	1	1
354	я вижу	4	1
355	что человек	1	1
356	составные части	1	1
357	свой предмет	1	1
358	абсолютная истина	1	1
359	что люди	1	1
360	в человеке	1	1
361	есть что-нибудь	1	1
362	есть и	14	1
363	если нет	6	1
364	слова не	1	1
365	марксизм в	1	1
366	за эти	1	1
367	в одном	3	1
368	же что	1	1
369	у нас	7	1
370	говорят что	3	1
371	нового времени	2	1
372	церкви и	1	1
373	религиозной жизни	1	1
374	о своем	1	1
375	в этой	3	1
376	есть продукт	1	1
377	в результате	7	1
378	свобода есть	1	1
379	кто бы	1	1
380	в виду	12	1
381	другой стороны	4	1
382	есть свобода	1	1
383	который окончательно	1	1
384	тайна и	1	1
385	нет никакого	10	1
386	на людей	1	1
387	в природном	1	1
388	я не	11	1
389	от чуда	1	1
390	и чем	1	1
391	но что	11	1
392	человека к	1	1
393	основана на	1	1
394	уже и	3	1
395	у него	2	1
396	них и	1	1
397	существует и	1	1
398	есть идея	1	1
399	не существует	10	1
400	так же	7	1
401	в виде	11	1
402	тогда как	1	1
403	что бы	2	1
404	христа на	1	1
405	только это	1	1
406	их не	3	1
407	но с	1	1
408	и самые	1	1
409	в своих	3	1
410	христа и	1	1
411	существ и	1	1
412	в противоположность	3	1
413	говорю здесь	1	1
414	их и	1	1
415	значит быть	1	1
416	всего что	1	1
417	позитивизм и	1	1
418	в разные	2	1
419	с другой	5	1
420	так говорят	1	1
421	в которой	1	1
422	но все	1	1
423	идти в	1	1
424	не утверждение	1	1
425	и идеи	2	1
426	самоутверждение личности	8	1
427	соединенная с	1	1
428	вот что	1	1
429	ее от	2	1
430	и с	10	1
431	о мире	1	1
432	и можно	5	1
433	к ним	1	1
434	могут сказать	2	1
435	жизнь в	2	1
436	и говорит	1	1
437	могут и	1	1
438	в лице	1	1
439	может ли	4	1
440	и опять	1	1
441	каким образом	1	1
442	смерть но	1	1
443	отношение к	1	1
444	личности она	1	1
445	он всегда	3	1
446	временному и	1	1
447	и глубина	1	1
448	ко всем	1	1
449	жизнь как	1	1
450	говорите о	1	1
451	обман ложь	1	1
452	бытия и	5	1
453	то и	5	1
454	в бытии	2	1
455	но вот	3	1
456	религии и	1	1
457	не надо	3	1
458	него не	1	1
459	на кострах	1	1
460	свободны от	1	1
461	лишь как	4	1
462	и другое	2	1
463	должна иметь	1	1
464	никогда и	1	1
465	какая же	1	1
466	еще с	1	1
467	как мы	4	1
468	и позитивизм	2	1
469	ведет к	1	1
470	из всего	1	1
471	их к	1	1
472	как объективную	1	1
473	бы от	1	1
474	в процессе	2	1
475	но прежде	1	1
476	же они	2	1
477	да неужто	1	1
478	на христа	1	1
479	близок к	1	1
480	бы все	1	1
481	у человека	2	1
482	сущности и	6	1
483	на него	1	1
484	в своем	7	1
485	меня в	2	1
486	действии и	1	1
487	человек и	1	1
488	ни стало	1	1
489	стороны в	1	1
490	его на	3	1
491	еще и	2	1
492	будем говорить	1	1
493	так хорошо	1	1
494	целое и	2	1
495	и от	4	1
496	с бытием	1	1
497	лишь на	1	1
498	быть может	3	1
499	опять-таки не	1	1
500	мы будем	1	1
501	ничего не	29	1
502	весь мир	3	1
503	существует лишь	1	1
504	с ними	3	1
505	всегда в	1	1
506	к миру	1	1
507	и именно	1	1
508	и очень	1	1
509	бы мог	1	1
510	тогда это	3	1
511	временного в	1	1
512	ней и	1	1
513	другие исторические	1	1
514	по крайней	10	1
515	в сердце	1	1
516	чему же	1	1
517	природы и	4	1
518	и так	2	1
519	вместе с	3	1
520	все же	4	1
521	но я	2	1
522	и вместе	1	1
523	своей и	4	1
524	природе в	1	1
525	и которые	1	1
526	как в	2	1
527	нас а	1	1
528	в которых	1	1
529	жизни в	1	1
530	находится в	2	1
531	св духа	2	1
532	по законам	2	1
533	можно ли	6	1
534	в словах	1	1
535	бы ни	1	1
536	мы так	1	1
537	себя и	3	1
538	чего хочет	1	1
539	а его	1	1
540	и по	2	1
541	и эта	1	1
542	к этому	3	1
543	небе и	1	1
544	в их	2	1
545	со своей	1	1
546	заставить всех	1	1
547	о вечности	1	1
548	к спасению	1	1
549	да мы	1	1
550	если хочешь	1	1
551	сама она	2	1
552	утверждение личности	1	1
553	ли он	1	1
554	есть одна	1	1
555	ними как	1	1
556	думают что	3	1
557	сравнению с	1	1
558	мира и	3	1
559	может и	3	1
560	конце концов	1	1
561	зависимости от	4	1
562	его когда	1	1
563	бытия в	2	1
564	себя не	1	1
565	есть то	9	1
566	что личность	2	1
567	привязанность к	1	1
568	в известном	1	1
569	к ее	2	1
570	да будет	1	1
571	себе и	1	1
572	не просто	20	1
573	он был	1	1
574	и предельного	1	1
575	бытия на	1	1
576	же теперь	1	1
577	по смыслу	2	1
578	ко всякому	1	1
579	говорим мы	1	1
580	крайней мере	10	1
581	жизни не	1	1
582	и ее	8	1
583	вовсе не	18	1
584	ничего нельзя	3	1
585	устроения и	1	1
