N	4gram	Bakhtin_Fr	Formalny
1	в то же время	12	20
2	с одной стороны и	1	5
3	в настоящее время в	1	4
4	на самом же деле	1	3
5	мы уже знаем что	1	3
6	с точки зрения их	1	3
7	с начала и до	4	3
8	в том числе и	2	3
9	начала и до конца	4	3
10	но в то же	3	3
11	в неразрывной связи с	1	2
12	и до сих пор	1	2
13	и до настоящего времени	1	2
14	в одной плоскости и	1	2
15	в этом отношении чрезвычайно	1	2
16	его целом так и	1	2
17	остается подвести некоторые итоги	1	2
18	одним и тем же	1	2
19	целом так и в	1	2
20	мы имеем в виду	2	2
21	и в этом отношении	1	2
22	то же время и	1	2
23	в его целом так	1	2
24	в том или ином	2	2
25	в более или менее	2	1
26	на самом деле здесь	1	1
27	не что иное как	1	1
28	и прежде всего в	1	1
29	как целое так и	1	1
30	большей или меньшей степени	1	1
31	в гораздо большей степени	1	1
32	дело в том что	2	1
33	в большей или меньшей	1	1
34	мы еще вернемся в	1	1
35	как и с помощью	1	1
36	бы в точке пересечения	1	1
37	с другой стороны в	1	1
38	они во всяком случае	1	1
39	мы уже говорили что	3	1
40	в широком смысле включая	1	1
41	и с помощью каких	1	1
42	в том что они	1	1
43	где кончается одно и	1	1
44	по самому своему существу	1	1
45	то же время в	1	1
46	бы оно ни было	2	1
47	мы найдем их и	1	1
48	все новые и новые	2	1
49	и связанные с ними	1	1
50	не могли не оказать	1	1
51	ее в свою очередь	1	1
52	и по отношению к	2	1
53	одного и того же	1	1
54	как в его целом	1	1
55	то же время здесь	1	1
56	говорит о том что	1	1
57	в процессе борьбы за	1	1
58	есть не что иное	1	1
