N	3gram	Bakhtin_Pr	VLabPisa
1	в этом отношении	1	14
2	в письме к	1	11
3	не может быть	8	8
4	с другой стороны	3	8
5	по отношению к	5	7
6	более или менее	3	6
7	в том что	6	5
8	хотя бы и	2	5
9	в зависимости от	3	5
10	в то же	8	5
11	то же время	8	5
12	в одном из	1	4
13	равно как и	1	4
14	можно сказать что	6	4
15	в связи с	1	4
16	к тому что	1	4
17	мы видели что	2	3
18	и др в	3	3
19	большей или меньшей	6	3
20	о том что	3	3
21	и в то	3	3
22	во всяком случае	1	2
23	по крайней мере	2	2
24	в чем же	1	2
25	таким образом по	1	2
26	во всех его	2	2
27	собою и в	1	2
28	так и от	1	2
29	в том числе	15	2
30	в этом и	1	2
31	в точном смысле	1	2
32	в большей или	5	2
33	и через это	1	2
34	до сих пор	8	2
35	этом и заключается	1	2
36	еще и не	1	2
37	в конце концов	1	2
38	том числе и	13	2
39	или меньшей степени	5	2
40	не только в	1	2
41	и никогда не	1	2
42	носит в себе	1	2
43	все эти явления	1	2
44	также и в	1	2
45	можно было бы	2	2
46	после того как	1	2
47	и не может	6	2
48	так же как	1	1
49	на этой почве	2	1
50	что он не	1	1
51	в той или	1	1
52	с ними творчество	1	1
53	а как бы	1	1
54	все то что	2	1
55	прямо и непосредственно	1	1
56	между собою и	1	1
57	то это вовсе	1	1
58	письме к страхову	1	1
59	для него основной	1	1
60	той или иной	2	1
61	художественной литературы на	1	1
62	в применении к	1	1
63	в любой области	1	1
64	мы видим что	1	1
65	на то что	2	1
66	говорить только о	1	1
67	а вместе с	1	1
68	и может быть	1	1
69	но и в	2	1
70	он говорит в	1	1
71	и ту же	1	1
72	в этом смысле	5	1
73	по сравнению с	6	1
74	его роль в	1	1
75	но она не	1	1
76	не в этом	1	1
77	с большей или	1	1
78	в вечном муже	1	1
79	для проникновения в	1	1
80	это одна из	1	1
81	может быть даже	2	1
82	но между ними	1	1
83	между ними нет	1	1
84	имеем в виду	3	1
85	образе и слове	1	1
86	что еще важнее	1	1
87	в этом случае	1	1
88	во всех других	2	1
89	дело не в	1	1
90	ними нет и	1	1
91	и тем более	1	1
92	как один из	1	1
93	и во всех	3	1
94	в братьях карамазовых	4	1
95	у него в	1	1
96	далеко не всегда	1	1
97	тех или иных	2	1
98	а между тем	2	1
99	и то же	1	1
100	на этот вопрос	1	1
101	в таком случае	1	1
102	все же не	1	1
103	у платона в	2	1
104	перейти к анализу	1	1
105	так или иначе	1	1
106	к этому типу	1	1
107	говорит в письме	1	1
108	хотя и не	3	1
109	сами по себе	1	1
110	ли это что	1	1
111	не чем иным	1	1
112	и в их	2	1
113	один из его	1	1
114	что мы имеем	1	1
115	как и все	1	1
116	для правильного понимания	3	1
117	одно и то	1	1
118	но в то	3	1
119	или меньшей отчетливостью	1	1
120	на основе этого	1	1
121	не подлежит сомнению	1	1
122	и вместе с	1	1
123	а потому и	1	1
124	в стихах и	1	1
125	в кругу друзей	1	1
126	в соответствии с	2	1
127	в данном случае	1	1
128	этом отношении очень	1	1
129	что они не	1	1
130	может обойтись без	1	1
131	значит ли это	1	1
132	своего собственного творческого	1	1
133	к тому же	1	1
134	с другими образами	1	1
135	чем иным как	1	1
136	как если бы	1	1
137	не может обойтись	1	1
138	и др и	1	1
139	в целом и	1	1
140	одну и ту	1	1
141	в новое время	4	1
142	то же самое	1	1
143	никогда не может	2	1
144	сама по себе	2	1
145	следует отметить что	2	1
146	и в каждой	1	1
147	это вовсе не	1	1
148	их отношение к	2	1
149	лицом к лицу	1	1
150	мы не будем	2	1
151	таким образом и	2	1
152	хотя оно и	1	1
153	даже и не	3	1
154	нет и не	3	1
155	главным образом у	1	1
156	имеем дело с	1	1
157	видения мира и	1	1
158	когда он в	1	1
159	мы имеем дело	1	1
160	может быть и	2	1
