N	2gram	Bakhtin_Fr	Formalny
1	и в	73	95
2	и не	13	78
3	может быть	5	66
4	в этом	21	61
5	не может	4	57
6	вовсе не	11	53
7	таким образом	34	52
8	и его	18	51
9	так и	13	50
10	точки зрения	6	47
11	в нем	18	42
12	в его	18	42
13	прежде всего	18	41
14	с точки	4	40
15	как и	19	39
16	в самом	9	35
17	не в	12	35
18	а не	2	34
19	в процессе	3	34
20	но и	15	33
21	то же	16	32
22	самом деле	4	32
23	не только	11	30
24	в пределах	1	28
25	в том	13	26
26	то что	12	25
27	при этом	5	24
28	в своей	4	24
29	лишь в	2	24
30	на самом	2	24
31	с помощью	11	23
32	было бы	5	23
33	связи с	5	23
34	в ней	10	23
35	в то	14	22
36	и ее	2	22
37	и с	17	21
38	что в	14	21
39	в истории	3	21
40	как бы	15	21
41	между ними	2	20
42	с тем	2	20
43	как мы	19	20
44	и от	10	20
45	же время	12	20
46	место в	4	20
47	в их	5	20
48	по себе	2	19
49	не могут	3	19
50	все это	19	19
51	все же	2	18
52	в связи	3	18
53	должна быть	3	18
54	только в	7	18
55	и все	19	18
56	с его	5	18
57	все эти	24	18
58	и их	5	18
59	как раз	3	17
60	как в	9	17
61	более того	3	17
62	во всяком	2	16
63	с другой	3	16
64	так же	11	16
65	всяком случае	1	16
66	потому что	9	16
67	именно в	4	15
68	все время	4	15
69	должно быть	4	15
70	его в	3	15
71	бы в	3	15
72	во всех	13	15
73	и на	12	15
74	так как	9	15
75	но в	12	15
76	в литературе	5	15
77	в жизни	1	14
78	только на	2	14
79	в своем	13	14
80	в ее	6	14
81	в этой	18	14
82	что он	8	14
83	вместе с	9	14
84	еще не	3	14
85	если мы	2	14
86	и потому	6	14
87	жизни и	6	14
88	в целом	1	14
89	в результате	7	13
90	тем что	8	13
91	настоящее время	1	13
92	что и	6	13
93	говорит он	1	13
94	ни в	7	13
95	как его	2	13
96	для них	1	13
97	что же	1	13
98	до конца	5	13
99	в настоящее	1	13
100	того что	5	13
101	она не	1	13
102	а в	10	13
103	там где	1	12
104	уже не	2	12
105	к тому	2	12
106	по отношению	3	12
107	как это	2	12
108	и здесь	5	12
109	оно не	2	12
110	того чтобы	2	12
111	и для	8	12
112	лишь как	1	12
113	отношению к	3	12
114	в корне	1	11
115	в реальном	2	11
116	никогда не	6	11
117	что они	2	11
118	так сказать	5	11
119	между тем	2	11
120	литературы в	1	11
121	они не	2	11
122	это и	1	11
123	для него	7	11
124	этом отношении	3	11
125	в основе	3	11
126	но не	1	11
127	в большинстве	9	11
128	слова и	2	11
129	не как	2	10
130	другой стороны	2	10
131	в своих	1	10
132	в первом	1	10
133	в дальнейшем	3	10
134	конечно не	2	10
135	не было	4	10
136	большинстве случаев	9	10
137	не есть	2	10
138	здесь и	5	10
139	он не	4	10
140	если же	1	10
141	с ее	3	10
142	мы видели	7	10
143	как о	5	10
144	в слове	1	10
145	не является	1	10
146	тем же	1	10
147	формы и	1	10
148	и др	12	10
149	мы не	2	10
150	материала и	1	10
151	по существу	8	10
152	и как	5	10
153	на фоне	1	10
154	его целом	2	10
155	еще более	4	9
156	и даже	4	9
157	для понимания	1	9
158	ни было	2	9
159	в каждом	1	9
160	совсем не	3	9
161	одним словом	1	9
162	литературы и	1	9
163	бы ни	1	9
164	в языке	1	9
165	отношения к	1	9
166	язык и	2	9
167	в свою	3	9
168	и до	14	9
169	здесь не	2	9
170	но это	3	9
171	ничего не	4	9
172	от всех	3	9
173	менее всего	1	9
174	у нас	4	9
175	и может	2	9
176	и к	6	8
177	в них	14	8
178	и те	5	8
179	в данном	3	8
180	одной стороны	3	8
181	всего этого	3	8
182	с одной	3	8
183	между собой	2	8
184	в других	2	8
185	сих пор	3	8
186	из этого	2	8
187	всех этих	2	8
188	до сих	3	8
189	что это	9	8
190	с этим	4	8
191	роль в	4	8
192	не должна	1	8
193	это не	7	8
194	должен быть	4	8
195	в области	3	8
196	для этого	2	8
197	в той	8	7
198	его от	1	7
199	более или	3	7
200	но все	5	7
201	является для	1	7
202	применении к	1	7
203	мы увидим	4	7
204	даже и	1	7
205	в применении	1	7
206	свою очередь	3	7
207	сказать что	4	7
208	что именно	2	7
209	к этому	5	7
210	вот как	1	7
211	в сущности	8	7
212	из них	6	7
213	время в	3	7
214	говорит в	1	7
215	следовательно и	2	7
216	от этого	3	7
217	языке как	1	7
218	значение и	1	7
219	в себе	16	7
220	в особенности	5	7
221	во втором	1	7
222	не на	5	7
223	том что	8	7
224	чем же	2	7
225	известной степени	1	7
226	форм и	1	7
227	ничем не	3	7
228	в первый	1	7
229	он и	2	7
230	и более	1	7
231	в литературу	1	7
232	только и	2	7
233	или менее	3	7
234	в одной	5	7
235	стороны и	1	7
236	как к	1	7
237	как таковое	1	7
238	и наконец	6	7
239	кроме того	6	6
240	те же	3	6
241	в этих	6	6
242	как она	2	6
243	если он	1	6
244	например в	8	6
245	их в	5	6
246	о том	13	6
247	художественного восприятия	1	6
248	действительности в	1	6
249	и отчасти	1	6
250	он был	7	6
251	произведения но	1	6
252	мы полагаем	1	6
253	жизнь и	3	6
254	и других	3	6
255	произведения на	1	6
256	в которой	3	6
257	в конце	9	6
258	учение о	2	6
259	и это	6	6
260	на этом	6	6
261	и тем	3	6
262	за пределы	1	6
263	один из	5	6
264	они и	4	6
265	с ним	6	6
266	сам по	2	6
267	к его	2	6
268	его и	1	6
269	из этих	1	6
270	именно на	2	6
271	той же	9	6
272	этого слова	1	6
273	у них	3	6
274	данном случае	1	6
275	уже в	9	6
276	в формах	3	6
277	полагаем что	1	6
278	ее в	1	6
279	смысле этого	1	6
280	по их	3	6
281	так в	1	6
