N	2gram	Propp_Isto	VerxiiNi
1	и в	40	26
2	таким образом	13	22
3	с тем	13	18
4	в этом	13	15
5	вместе с	13	15
6	как бы	6	12
7	в том	12	11
8	не только	28	10
9	и с	5	10
10	может быть	37	10
11	из этих	2	10
12	что в	19	9
13	так как	20	9
14	связи с	10	9
15	но и	21	9
16	магической силы	3	9
17	в области	2	9
18	и у	1	8
19	и не	19	8
20	главным образом	2	8
21	с другой	8	8
22	но не	7	8
23	с одной	8	7
24	но все	9	7
25	в эпоху	2	7
26	связанные с	3	7
27	том что	11	7
28	потому что	12	7
29	одной стороны	7	7
30	а с	4	7
31	то что	17	7
32	но в	13	7
33	из них	5	7
34	к нему	3	7
35	так и	13	6
36	в конце	1	6
37	несмотря на	1	6
38	все это	6	6
39	что и	9	6
40	в отношении	1	6
41	представление о	3	6
42	все эти	6	6
43	все же	17	6
44	к тому	6	6
45	о том	12	6
46	во всяком	1	6
47	и потому	3	6
48	мы должны	17	6
49	в себе	6	6
50	и к	1	5
51	до сих	11	5
52	в его	10	5
53	к жизни	2	5
54	тому же	1	5
55	более или	5	5
56	с другом	3	5
57	или менее	5	5
58	сих пор	12	5
59	того чтобы	3	5
60	для того	1	5
61	так же	18	5
62	одной из	6	5
63	образом в	2	5
64	в силу	7	5
65	друг с	4	5
66	а не	18	5
67	и для	5	5
68	никогда не	25	5
69	попадает в	8	4
70	что оно	1	4
71	ничем не	2	4
72	и по	4	4
73	то же	21	4
74	из которых	3	4
75	только в	16	4
76	в этих	17	4
77	должен был	6	4
78	с другими	2	4
79	целый ряд	1	4
80	что он	32	4
81	и вместе	2	4
82	в которых	2	4
83	в котором	5	4
84	в течение	1	4
85	и тогда	3	4
86	он не	10	4
87	и что	14	4
88	далеко не	1	4
89	а в	15	4
90	очень мало	2	4
91	в этой	9	4
92	и от	2	4
93	не может	19	4
94	на этот	2	4
95	в виде	2	4
96	в то	4	4
97	и только	4	4
98	в нем	8	4
99	во время	5	4
100	уже с	2	3
101	к сожалению	3	3
102	и другие	7	3
103	при этом	6	3
104	для него	2	3
105	из всех	2	3
106	что это	12	3
107	тем не	7	3
108	и если	4	3
109	в качестве	8	3
110	в результате	2	3
111	связывается с	1	3
112	духовной культуры	1	3
113	так или	1	3
114	и даже	4	3
115	если бы	8	3
116	в которой	2	3
117	в народных	1	3
118	или иначе	1	3
119	с ней	2	3
120	на нее	3	3
121	с самого	4	3
122	в таком	1	3
123	в связи	7	3
124	ясно что	2	3
125	и как	3	3
126	как о	2	3
127	же как	7	3
128	но по	3	3
129	не менее	7	3
130	к концу	1	3
131	из которого	1	3
132	путь к	2	3
133	в других	3	3
134	а так	2	3
135	что эти	5	3
136	но с	3	3
137	за собой	3	3
138	хотя бы	5	3
139	в значительной	1	3
140	представляет собой	7	3
141	так что	9	3
142	у них	2	3
143	когда он	9	3
144	точно так	8	3
145	в одном	8	3
146	оказывается что	1	3
147	большей частью	2	3
148	не вполне	3	3
149	в рамках	2	3
150	к ним	4	3
151	и о	1	3
152	отношению к	6	3
153	в своем	5	3
154	уже не	3	3
155	подойти к	2	3
156	с течением	1	3
157	к этому	2	3
158	того что	6	3
159	течением времени	1	3
160	жертвоприношение и	1	2
161	бы то	2	2
162	связан с	4	2
163	влечет за	2	2
164	поэтому что	1	2
165	из человеческих	1	2
166	для всех	2	2
167	этой задачи	1	2
168	один из	10	2
169	и здесь	15	2
170	ему в	3	2
171	и на	6	2
172	связанных с	2	2
173	иной характер	1	2
174	на небе	1	2
175	и сейчас	1	2
176	свидетельствует о	1	2
177	за которые	1	2
178	уже в	2	2
179	тогда когда	2	2
180	или по	1	2
181	мы имеем	25	2
182	именно из	1	2
183	не с	3	2
184	ни было	2	2
185	утверждать что	3	2
186	этом отношении	1	2
187	в пользу	2	2
188	только не	1	2
189	те же	1	2
190	не как	3	2
191	не исчерпывается	1	2
192	прежде всего	15	2
193	из своих	1	2
194	требует от	1	2
195	одно из	2	2
196	они в	1	2
197	его от	1	2
198	в русском	2	2
199	не могут	3	2
200	в них	2	2
201	связь с	8	2
202	не было	3	2
203	у женщины	1	2
204	не в	11	2
205	у всех	1	2
206	а также	2	2
207	в виду	2	2
208	одним из	2	2
209	мысль о	2	2
210	с целью	2	2
211	по существу	7	2
212	именно в	5	2
213	быть даже	1	2
214	и связанные	1	2
215	в процессе	1	2
216	очень много	10	2
217	можно назвать	3	2
218	с одним	4	2
219	лесах и	1	2
220	в одно	1	2
221	но когда	1	2
222	при таком	2	2
223	по своему	1	2
224	в тело	2	2
225	приводит к	3	2
226	только для	3	2
227	на русской	1	2
228	должно было	4	2
229	говорили о	1	2
230	о котором	1	2
231	в русских	4	2
232	то ясно	2	2
233	в эту	3	2
234	так например	7	2
235	связано с	2	2
236	после его	1	2
237	еще не	14	2
238	во всех	3	2
239	выступает в	1	2
240	мы можем	7	2
241	уже давно	1	2
242	что мы	9	2
243	совершенно иной	1	2
244	так называемой	1	2
245	его не	3	2
246	надо было	1	2
247	из соединения	1	2
248	на друга	1	2
249	по сравнению	1	2
250	то ни	2	2
251	между тем	2	2
252	не всегда	9	2
253	быть и	1	2
254	должна была	1	2
255	связана с	7	2
256	и больше	1	2
257	стадии развития	1	2
258	ни один	8	2
259	на пути	2	2
260	так чтобы	3	2
261	вслед за	7	2
262	и это	2	2
263	ее с	1	2
264	в начале	3	2
265	этот факт	1	2
266	превращается в	4	2
267	конечно не	2	2
268	по своей	2	2
269	но вместе	1	2
270	самого начала	4	2
271	или иное	1	2
272	всегда на	1	2
273	еще на	1	2
274	состоит в	1	2
275	друг на	1	2
276	же самое	3	2
277	среди них	1	2
278	может ли	1	2
279	он в	5	2
280	тех пор	1	2
281	сказать что	7	2
282	в народную	1	2
283	когда человек	1	2
284	эти действия	2	2
285	этот путь	1	2
286	которые в	3	2
287	не могла	2	2
288	них не	2	2
289	в образе	3	2
290	к которому	5	2
291	относится к	2	2
292	не должны	1	2
293	но если	4	2
294	в разных	2	2
295	выхода из	1	2
296	что именно	1	2
297	на то	6	2
298	из этого	3	2
299	время он	1	2
300	древних времен	1	2
301	и после	1	2
302	и все	1	2
303	для этого	3	2
304	и из	2	2
305	в самой	1	2
306	тот же	3	2
307	и наконец	5	2
308	вплоть до	2	2
309	с того	3	2
310	мы видели	4	2
311	можно только	1	2
312	или иным	1	1
313	в той	1	1
314	и страшен	1	1
315	все в	2	1
316	получает свое	1	1
317	то в	1	1
318	этого и	1	1
319	природы и	1	1
320	не так	2	1
321	связи и	3	1
322	нему в	1	1
323	смерть и	3	1
324	однако только	1	1
325	случае мы	1	1
