N	2gram	Voloshinov	Problema
1	и в	13	182
2	и не	8	152
3	вовсе не	2	145
4	то что	6	144
5	не только	6	104
6	потому что	1	89
7	в этом	2	88
8	может быть	8	82
9	в том	2	81
10	том что	2	81
11	только в	6	73
12	сказать что	1	72
13	но и	3	70
14	в виде	1	69
15	также и	1	68
16	по себе	1	64
17	даже и	1	63
18	не менее	2	58
19	тем не	1	56
20	а не	2	56
21	так и	3	56
22	но в	4	55
23	в себе	3	48
24	отнюдь не	1	48
25	смысле слова	2	47
26	было бы	4	46
27	прежде всего	9	45
28	в своей	4	45
29	что в	3	44
30	в его	7	44
31	не в	3	43
32	все эти	2	43
33	то же	4	42
34	таким образом	6	42
35	и что	1	40
36	и то	3	40
37	что он	1	40
38	так как	3	40
39	что мы	1	40
40	не может	8	39
41	такого рода	1	39
42	и тем	2	39
43	в этой	1	39
44	как бы	6	39
45	в данном	2	38
46	хотя бы	5	37
47	в нем	2	37
48	точки зрения	7	36
49	еще не	1	36
50	и все	3	36
51	когда мы	1	35
52	в виду	1	34
53	как и	3	34
54	же самое	1	33
55	не является	4	33
56	в то	1	32
57	но не	1	32
58	едва ли	1	32
59	так же	2	31
60	в своем	1	31
61	связи с	1	31
62	что такое	1	31
63	в конце	1	31
64	но это	1	31
65	все это	4	31
66	и для	3	30
67	с другой	2	30
68	в связи	2	29
69	все же	5	29
70	об этом	1	29
71	что же	3	28
72	данном случае	2	28
73	мы не	4	28
74	а в	2	28
75	и о	1	28
76	и это	1	27
77	и как	1	27
78	ничего общего	3	27
79	другой стороны	2	26
80	да и	3	26
81	вместе с	1	26
82	еще и	4	26
83	и его	12	26
84	мы можем	4	25
85	с точки	5	25
86	на самом	1	24
87	тем более	1	24
88	и вполне	1	24
89	не имеет	2	24
90	только и	4	23
91	на то	1	23
92	при этом	2	23
93	тут же	1	23
94	есть не	2	23
95	и к	2	22
96	только на	1	22
97	никогда не	3	22
98	и является	2	22
99	нет ничего	2	22
100	его в	1	22
101	и есть	1	22
102	и если	1	22
103	другими словами	1	22
104	в самом	2	21
105	что всякий	1	21
106	мы должны	6	21
107	и ее	2	21
108	говорить о	3	21
109	для себя	2	21
110	а также	2	21
111	для того	1	20
112	можно было	1	20
113	тем что	2	20
114	несмотря на	2	20
115	как о	1	20
116	или в	1	20
117	в них	2	19
118	самом деле	3	19
119	но если	1	19
120	того или	2	19
121	художественного образа	1	19
122	то это	1	19
123	уже в	2	19
124	в отношении	2	19
125	если не	1	19
126	если бы	2	19
127	как в	2	19
128	того же	1	18
129	не было	1	18
130	не существует	1	18
131	в ее	3	18
132	того чтобы	1	18
133	в ней	2	18
134	что они	2	17
135	и здесь	1	17
136	мы уже	2	17
137	совсем не	1	17
138	ни о	1	17
139	в языке	2	17
140	это и	1	17
141	тех или	1	17
142	что она	1	16
143	как это	1	16
144	он и	1	16
145	художественного произведения	5	16
146	для этого	1	16
147	к тому	2	16
148	но даже	1	16
149	между собою	2	16
150	далеко не	1	16
151	с этим	3	15
152	в чем	2	15
153	общего с	3	15
154	и более	1	15
155	людей и	1	14
156	только о	1	14
157	все равно	1	14
158	в дальнейшем	1	14
159	не что	2	14
160	за пределы	3	14
161	что иное	2	14
162	этого термина	1	14
163	иное как	2	14
164	тому что	1	13
165	мы имеем	1	13
166	в их	3	13
167	или даже	1	13
168	в области	2	13
169	который в	1	13
170	в целях	2	13
171	или иного	2	13
172	учение о	2	13
173	мы в	1	13
174	те или	1	13
175	языкового знака	1	12
176	в другом	2	12
177	с одной	2	12
178	в которой	3	12
179	в самой	1	12
180	для них	1	12
181	в начале	1	12
182	в целом	2	12
183	или иных	1	11
184	о которых	1	11
185	и следовательно	2	11
186	нет никакого	1	11
187	тот же	2	11
188	и другое	1	11
189	одной стороны	2	11
190	по поводу	1	11
191	к нему	1	11
192	и у	1	11
193	заключается в	1	11
194	как символа	1	11
195	в истории	1	11
196	в искусстве	3	11
197	и их	7	11
198	в нашей	1	11
199	и тогда	1	11
200	более или	1	10
201	на том	1	10
202	есть отражение	1	10
203	один из	1	10
204	художественного творчества	1	10
205	со всеми	1	10
206	художественное произведение	2	10
207	то или	1	10
208	в одном	3	10
209	представление о	1	10
210	все время	1	10
211	не имеют	1	10
212	внимание на	1	10
213	или менее	1	10
214	быть и	1	10
215	только то	1	10
216	собственно говоря	2	10
217	слова и	2	10
218	в своих	2	9
219	их в	1	9
220	вопрос о	1	9
221	нет и	1	9
222	в тех	2	9
223	в которых	1	9
224	то он	1	9
225	того как	1	9
226	и уж	1	9
227	или как	1	9
228	само собой	1	9
229	языка и	5	9
230	не вполне	1	9
231	бы в	2	9
232	здесь мы	3	9
233	чем же	2	9
234	и до	1	9
235	в условиях	1	9
236	как же	1	9
237	и наконец	5	9
238	во всем	2	8
239	только что	1	8
240	с этой	2	8
241	является для	1	8
242	мы считаем	2	8
243	конечно не	1	8
244	во всей	2	8
245	что при	1	8
246	но для	3	8
247	от этого	2	8
248	иметь в	1	8
249	с ее	1	8
250	и самый	1	8
251	к сожалению	2	8
252	и при	2	8
253	никто не	1	8
254	только с	1	8
255	только потому	1	8
256	бы мы	1	8
257	еще в	2	8
258	вплоть до	1	8
259	для всех	1	8
260	которые не	1	8
261	входит в	2	8
262	и он	1	8
263	здесь нет	1	8
264	но ведь	5	8
265	мы здесь	1	8
266	которое мы	2	8
267	и особенно	1	8
268	и этот	2	8
269	в сознании	4	8
270	для него	2	8
271	в г	2	8
272	же такое	1	8
273	является не	1	8
274	с самого	2	8
275	но что	1	7
276	во все	1	7
277	мы все	1	7
278	себе в	1	7
279	в значительной	1	7
280	иным как	2	7
281	она есть	1	7
282	или иные	1	7
283	или иное	1	7
284	к другому	1	7
285	одной из	1	7
286	находятся в	1	7
287	в такой	1	7
288	не можем	1	7
289	же автора	1	7
290	значительной мере	1	7
291	не чем	2	7
292	самого начала	2	7
293	же как	1	7
294	чем иным	2	7
295	сливаются в	1	7
296	и который	1	7
297	в науке	1	7
298	не на	2	7
299	в основе	1	7
300	ее в	2	7
301	сознания и	2	7
302	же не	1	7
303	в эпоху	1	7
304	может иметь	2	7
305	что касается	1	7
306	с понятием	1	7
307	не как	3	6
308	что слово	1	6
