N	3gram	Bakhtin_Fr	RusskieA
1	в том что	2	49
2	в этом случае	1	12
3	в других местах	3	10
4	о том что	3	10
5	том что в	1	9
6	и в других	3	9
7	в том чтобы	1	9
8	для того чтобы	5	8
9	в данном случае	3	8
10	но это не	1	8
11	подобно тому как	2	8
12	в настоящее время	2	7
13	как мы увидим	1	7
14	не может быть	2	6
15	в это время	1	6
16	как мы видели	4	6
17	после того как	1	6
18	в связи с	5	5
19	мы видели что	1	5
20	не что иное	1	4
21	как мы уже	8	4
22	в отличие от	3	4
23	только тогда когда	1	4
24	что иное как	1	4
25	в то время	1	4
26	можно было бы	2	4
27	во всяком случае	2	4
28	по улицам и	2	3
29	по отношению к	2	3
30	более или менее	1	3
31	до сих пор	6	3
32	как можно больше	1	3
33	самом же деле	1	3
34	в своей книге	3	3
35	на самом же	1	3
36	в свою очередь	2	3
37	с точки зрения	4	3
38	все же не	1	3
39	тому как в	1	3
40	может быть и	2	3
41	некоторые из них	3	2
42	это не значит	1	2
43	о том как	1	2
44	в большинстве случаев	3	2
45	во время которого	1	2
46	может быть только	1	2
47	из них в	1	2
48	можно судить по	1	2
49	одно из них	1	2
50	что каждый из	1	2
51	в области изучения	1	2
52	но все же	2	2
53	с другой стороны	5	2
54	для этой цели	1	2
55	каждый из этих	1	2
56	как и в	2	2
57	приведем несколько примеров	1	2
58	можно сказать что	2	2
59	на самом деле	5	2
60	только во время	2	2
61	с таким же	1	2
62	не только в	3	2
63	во всех этих	1	2
64	и во время	1	2
65	и в этом	1	2
66	так как в	1	2
67	встречаются и в	1	2
68	с одной стороны	4	2
69	в этом отношении	4	2
70	в том же	3	1
71	элементы входящие в	1	1
72	как будто бы	1	1
73	в праздничные дни	2	1
74	которое характерно для	1	1
75	только в целях	1	1
76	всегда была только	1	1
77	своей книге о	1	1
78	они и не	1	1
79	в xix веке	3	1
80	сих пор в	1	1
81	в первый раз	2	1
82	до наших дней	5	1
83	во всех отношениях	1	1
84	в году когда	1	1
85	по мере их	1	1
86	об умирающем и	1	1
87	так например в	1	1
88	но дело здесь	1	1
89	в таком же	1	1
90	все то что	2	1
91	одного и того	1	1
92	об этом так	1	1
93	например в том	1	1
94	и все что	3	1
95	что один из	1	1
96	все же в	2	1
97	мы знаем что	1	1
98	заставляет видеть в	1	1
99	том чтобы установить	1	1
100	там где ее	1	1
101	с одним из	1	1
102	вряд ли можно	1	1
103	как мы видим	2	1
104	с этого времени	1	1
105	между тем как	1	1
106	не был он	1	1
107	нас не может	1	1
108	в своем роде	1	1
109	которые как мы	1	1
110	ее связи с	1	1
111	что в них	1	1
112	что в основе	1	1
113	мы видим что	2	1
114	и того же	1	1
115	есть на самом	1	1
116	не дают в	1	1
117	не входит в	1	1
118	и там где	1	1
119	смех и на	1	1
120	это в свою	1	1
121	в другом месте	1	1
122	исторического развития но	1	1
123	или во всяком	1	1
124	в применении к	1	1
125	к новому от	2	1
126	месте своей книги	1	1
127	имея в виду	1	1
128	в значительной степени	2	1
129	со смехом и	1	1
130	в марте г	1	1
131	и потому не	1	1
132	разрывают на части	1	1
133	что во время	1	1
134	переход от старого	1	1
135	во второй половине	1	1
136	к нему и	1	1
137	в одном из	1	1
138	время которого носили	1	1
139	не только для	1	1
140	и еще в	1	1
141	в этой игре	1	1
142	еще и в	1	1
143	начиная с xvii	1	1
144	же в этой	2	1
145	но и в	4	1
146	к этому месту	1	1
147	и с веселыми	1	1
148	как мы знаем	2	1
149	чем свидетельствует ряд	1	1
150	входящие в сложный	1	1
151	зимы к весне	1	1
152	и в дальнейшем	1	1
153	между ними иногда	1	1
154	входит в нашу	1	1
155	что здесь в	1	1
156	можно понимать как	1	1
157	с новым годом	1	1
158	дальнейшего развития этого	1	1
159	дело здесь не	1	1
160	то что в	1	1
161	может быть понято	1	1
162	перед нами как	1	1
163	одно из первых	1	1
164	быть и не	2	1
165	довольно много но	1	1
166	только там где	1	1
167	таким образом в	1	1
168	о чем свидетельствует	1	1
169	хотя они и	1	1
170	несколько примеров в	1	1
171	и его жизнь	1	1
172	по данному знаку	1	1
173	дело в том	2	1
174	и до сих	2	1
175	не было ни	3	1
176	на улицах и	1	1
177	смысле этого слова	2	1
178	в нашу задачу	2	1
179	их нельзя было	1	1
180	как и все	5	1
181	раза в году	1	1
182	новую жизнь и	1	1
183	на смех и	1	1
184	от зимы к	1	1
185	ни с одним	1	1
186	второй половине xix	1	1
187	в них в	1	1
188	на весь мир	4	1
189	что в нем	1	1
190	в собственном смысле	1	1
191	в новое время	1	1
192	человеку когда он	1	1
193	в этой же	2	1
194	радость веселье и	1	1
195	в таких случаях	1	1
196	это и есть	2	1
197	то время как	1	1
198	что и в	1	1
199	это прежде всего	1	1
200	приводит его к	1	1
201	то есть когда	1	1
202	в основе своей	1	1
