N	2gram	Tiupa_Disk	Psycholo
1	то что	10	193
2	и в	27	190
3	в том	29	163
4	что в	8	123
5	потому что	7	114
6	том что	27	113
7	и что	2	108
8	может быть	29	107
9	таким образом	4	102
10	в этом	29	100
11	то есть	29	97
12	в самом	4	82
13	как бы	9	80
14	что он	6	76
15	не только	36	75
16	на то	1	73
17	и не	25	73
18	что она	1	71
19	самом деле	2	70
20	точки зрения	6	69
21	не может	17	68
22	было бы	1	56
23	если бы	1	55
24	то же	12	54
25	о том	12	54
26	и мы	1	54
27	в басне	2	54
28	при этом	22	52
29	как и	27	51
30	что и	5	50
31	а не	35	50
32	что это	1	49
33	сказать что	4	46
34	по себе	3	46
35	только в	9	46
36	в сущности	3	46
37	заключается в	3	46
38	к тому	6	45
39	в искусстве	1	45
40	не в	8	45
41	в этой	5	43
42	никогда не	3	42
43	и все	5	42
44	вместе с	3	41
45	как это	2	40
46	но и	22	40
47	как раз	1	39
48	при помощи	1	39
49	того что	4	39
50	же самое	2	38
51	и это	3	37
52	и как	9	36
53	с тем	1	35
54	вовсе не	1	34
55	как на	1	34
56	и его	4	34
57	все же	8	33
58	когда он	3	33
59	в себе	22	32
60	все это	2	32
61	художественного произведения	1	32
62	он не	4	31
63	мы не	2	31
64	в его	9	31
65	в ней	2	31
66	как будто	3	30
67	никак не	1	30
68	как в	16	30
69	с одной	12	29
70	одной стороны	12	29
71	с точки	3	29
72	в нем	16	29
73	искусства в	1	29
74	что они	1	28
75	мы можем	1	28
76	и то	4	28
77	в своих	6	27
78	в основе	11	27
79	на деле	1	27
80	и на	8	27
81	а в	5	27
82	с другой	14	27
83	все то	1	27
84	так что	1	26
85	произведение искусства	1	26
86	жизни и	2	25
87	до сих	1	24
88	с таким	1	24
89	до конца	2	24
90	тем что	4	24
91	указывает на	2	24
92	в целом	5	24
93	в своем	11	23
94	сих пор	1	23
95	из этого	1	23
96	один из	3	23
97	целый ряд	2	23
98	для этого	1	23
99	могут быть	5	23
100	с этим	3	22
101	из них	6	22
102	между тем	5	22
103	и даже	4	22
104	когда мы	1	22
105	всякий раз	2	22
106	как она	1	22
107	в котором	7	21
108	том чтобы	2	21
109	в которых	5	21
110	той же	2	21
111	в своей	10	21
112	ни в	7	21
113	в конце	1	21
114	но только	1	21
115	как мы	2	21
116	и только	1	21
117	другой стороны	5	20
118	в то	8	20
119	мы имеем	4	20
120	она не	1	20
121	дело с	2	20
122	несмотря на	1	20
123	на этом	3	20
124	там где	1	20
125	это не	5	20
126	все эти	2	20
127	в одном	5	19
128	в какой	2	19
129	мы должны	1	19
130	в ее	4	19
131	он говорит	1	19
132	с этой	2	18
133	в которой	2	18
134	но в	15	18
135	в каком	1	18
136	вслед за	1	18
137	что с	2	18
138	на самом	1	18
139	но не	17	18
140	действующих лиц	1	18
141	и есть	2	18
142	перед нами	4	18
143	басни и	1	18
144	в виду	2	17
145	во всяком	3	17
146	мы все	2	17
147	иначе говоря	5	17
148	из этих	3	17
149	но это	3	17
150	одна из	1	17
151	легко показать	1	17
152	и о	4	17
153	и к	4	16
154	из которых	1	16
155	к этому	4	16
156	сводится к	7	16
157	говорит о	1	16
158	самого начала	2	16
159	с самого	2	16
160	в таком	1	16
161	же как	1	16
162	и тем	2	16
163	не имеет	1	16
164	формы и	1	16
165	так и	14	16
166	тому как	5	16
167	от того	1	16
168	в результате	3	15
169	в них	6	15
170	только на	2	15
171	во всех	6	15
172	как говорит	1	15
173	о которых	1	15
174	не могут	2	15
175	о котором	2	15
176	на примере	3	15
177	и потому	3	15
178	не просто	1	15
179	утверждает что	1	15
180	далеко не	10	15
