N	2gram	Losev_Prob	slovoVRo
1	и в	62	92
2	и т	20	82
3	то есть	63	64
4	может быть	39	59
5	и его	12	59
6	в нем	13	59
7	и не	56	51
8	не только	33	44
9	не может	14	41
10	но и	20	39
11	до конца	1	37
12	в этом	25	36
13	а не	28	34
14	во всех	4	32
15	точки зрения	14	30
16	так и	16	30
17	языка и	4	29
18	могут быть	2	29
19	и др	1	29
20	в пределах	3	29
21	в его	10	27
22	слова в	1	26
23	все это	9	25
24	как бы	11	24
25	слова и	3	24
26	то же	23	23
27	и на	4	22
28	как в	10	21
29	не в	21	21
30	вовсе не	62	21
31	в процессе	2	20
32	в то	18	20
33	прежде всего	13	19
34	как мы	12	19
35	с ним	11	18
36	как и	15	18
37	язык и	1	18
38	себя в	4	18
39	или иной	20	18
40	таким образом	13	17
41	оно не	1	17
42	и даже	21	17
43	все же	10	17
44	в основе	3	17
45	в истории	4	17
46	все эти	14	17
47	при этом	9	16
48	в них	6	16
49	к своему	1	16
50	отличие от	3	16
51	но в	17	16
52	в той	8	15
53	и с	11	15
54	человек и	1	15
55	с точки	9	15
56	со своим	2	15
57	той или	22	15
58	там где	1	15
59	только в	33	14
60	в отличие	2	14
61	узком смысле	2	14
62	в узком	2	14
63	в слове	4	13
64	это не	10	13
65	с другой	14	13
66	точка зрения	1	13
67	рядом с	1	13
68	и следовательно	3	13
69	и для	5	13
70	и к	9	12
71	в отношении	4	12
72	еще не	12	12
73	во всяком	14	12
74	никогда не	7	12
75	и потому	13	12
76	или в	7	12
77	словом и	1	12
78	а в	9	12
79	отношение к	1	12
80	и наконец	2	12
81	в этих	6	11
82	с ними	2	11
83	для него	4	11
84	с одной	3	11
85	языка как	1	11
86	всех его	1	11
87	на его	1	11
88	одной стороны	2	11
89	слова как	3	11
90	зрения на	2	10
91	в языке	4	10
92	и все	13	10
93	уже не	12	10
94	все они	5	10
95	лишь в	1	10
96	т д	20	10
97	в своем	7	10
98	может не	1	10
99	в том	35	10
100	с другими	6	10
101	она не	3	10
102	в себе	23	10
103	далеко не	1	10
104	в него	2	10
105	всех этих	6	10
106	поэтому и	3	9
107	более или	2	9
108	в своей	8	9
109	конечно не	3	9
110	сказать что	24	9
111	этом случае	8	9
112	так как	14	9
113	здесь в	3	9
114	его в	4	9
115	в их	2	9
116	в смысле	2	9
117	или менее	2	9
118	и других	1	9
119	он не	10	9
120	языком и	1	9
121	быть и	3	9
122	одним из	2	9
123	и от	11	9
124	но не	6	9
125	с ее	5	9
126	к нему	3	9
127	в самом	4	8
128	для нас	23	8
129	не на	2	8
130	не могут	1	8
131	может стать	1	8
132	зависимости от	3	8
133	в значительной	2	8
134	все время	2	8
135	с этим	5	8
136	в предмете	1	8
137	в зависимости	3	8
138	всяком случае	8	8
139	входит в	3	8
140	человека и	1	8
141	и часто	2	8
142	они могут	1	8
143	в ней	12	8
144	во всем	2	7
145	от него	2	7
146	же и	7	7
147	еще более	3	7
148	кроме того	5	7
149	но все	5	7
150	смысла и	1	7
151	о нем	2	7
152	например в	1	7
153	связанные с	2	7
154	том что	25	7
155	перед нами	8	7
156	сливается с	1	7
157	но здесь	1	7
158	автора и	1	7
159	но именно	4	7
160	здесь не	11	7
161	друг друга	5	7
162	того же	2	7
163	по преимуществу	1	7
164	у него	1	7
165	не было	6	7
166	связи с	10	7
167	и непосредственно	3	7
168	в таком	11	7
169	у тургенева	2	7
170	единый и	1	7
171	мы уже	4	7
172	его не	2	7
173	также и	22	7
174	ту же	1	7
175	за пределы	6	7
176	с которым	1	7
177	жизни и	7	7
178	в целом	9	7
179	что в	11	6
180	смысловых и	1	6
181	и здесь	8	6
182	вне себя	1	6
183	дело с	3	6
184	даже в	2	6
185	в одном	4	6
186	ни в	17	6
187	другой стороны	11	6
188	по себе	36	6
189	конечно и	2	6
190	именно в	4	6
191	одновременно и	4	6
192	себя и	1	6
193	языка то	1	6
194	можно сказать	10	6
195	по своим	1	6
196	говорить о	7	6
197	и там	2	6
198	в контексте	3	6
199	как к	1	6
200	связан с	2	6
201	мы сказали	2	6
202	в качестве	10	6
203	xix века	2	6
204	бы и	7	6
205	лежит в	1	6
206	а также	6	6
207	становления и	1	6
208	единство и	1	6
209	на этом	1	6
210	например у	1	6
211	хотя бы	6	6
212	стороны и	3	6
213	в новое	3	6
214	он в	3	6
215	точку зрения	1	6
216	ничего не	4	6
217	и единственный	1	6
218	должна быть	1	5
219	героя в	2	5
220	и при	2	5
221	не как	1	5
222	в результате	8	5
223	к его	1	5
224	они не	1	5
225	вместе с	3	5
226	не менее	24	5
227	о том	14	5
228	но оно	3	5
229	не является	19	5
230	в данном	14	5
231	и более	6	5
232	мы не	15	5
233	для того	5	5
234	только на	6	5
235	слов о	1	5
236	речи в	2	5
237	той же	2	5
238	со словом	1	5
239	а вовсе	3	5
240	но он	1	5
241	в дальнейшем	1	5
242	как такового	1	5
243	остается в	1	5
244	уже в	5	5
