N	3gram	Bakhtin_Fr	Myslijsy
1	в том что	8	47
2	по отношению к	1	26
3	не может быть	4	19
4	тем не менее	1	18
5	только тогда когда	1	17
6	в свою очередь	1	14
7	то же время	14	13
8	от того что	1	13
9	в то же	14	13
10	более или менее	2	12
11	с другой стороны	2	12
12	до сих пор	3	12
13	для того чтобы	8	11
14	подобно тому как	2	11
15	в то время	3	10
16	с одной стороны	2	10
17	потому что в	1	9
18	одного и того	1	9
19	и того же	1	9
20	но и в	3	9
21	о том что	5	9
22	мы не можем	1	9
23	что и в	2	9
24	так и в	1	8
25	вместе с тем	2	8
26	на самом деле	4	8
27	и то же	1	7
28	с точки зрения	5	7
29	как и в	1	7
30	можно сказать что	4	7
31	и той же	1	7
32	одно и то	1	7
33	одной и той	1	7
34	не только в	1	7
35	и как бы	2	6
36	друг от друга	1	6
37	то же самое	3	6
38	с самого начала	3	6
39	в эту минуту	1	6
40	удовольствия и неудовольствия	2	6
41	после того как	1	6
42	между тем как	2	5
43	с тем и	1	5
44	и таким образом	1	5
45	то что в	1	5
46	таким образом в	3	5
47	и то что	1	5
48	мы видели что	2	4
49	и тот же	2	4
50	в том же	1	4
51	все то что	5	4
52	в данном случае	4	4
53	то время когда	1	4
54	лишь тогда когда	1	4
55	один и тот	1	4
56	и в самом	1	4
57	на этот вопрос	1	4
58	не что иное	1	4
59	дело в том	4	4
60	далеко не все	2	4
61	и что в	1	4
62	что иное как	1	4
63	в этом отношении	7	4
64	что он не	1	3
65	как и во	2	3
66	одной стороны и	1	3
67	в одном и	1	3
68	рано или поздно	1	3
69	до известной степени	4	3
70	в большинстве случаев	5	3
71	то есть в	4	3
72	ничего общего с	1	3
73	в первом случае	3	3
74	к одной и	1	3
75	и том же	1	3
76	а потому что	1	3
77	в связи с	5	3
78	одном и том	1	3
79	но это не	1	3
80	между собою и	1	3
81	между человеком и	2	3
82	так что не	1	3
83	несколько слов об	1	3
84	что не может	1	3
85	так как оно	1	3
86	потому что он	3	3
87	можно было бы	2	3
88	не подлежит сомнению	1	3
89	сказать несколько слов	1	3
90	на первый взгляд	1	3
91	том что это	1	2
92	но вместе с	1	2
93	в себе в	1	2
94	о том как	2	2
95	независимо от их	1	2
96	и во всех	3	2
97	на этом основании	1	2
98	не только о	1	2
99	его связь с	1	2
100	и в других	1	2
101	в нем есть	2	2
102	и там где	1	2
103	и говорить о	1	2
104	только то что	1	2
105	в буквальном смысле	1	2
106	так же и	1	2
107	же самое что	1	2
108	можем сказать что	1	2
109	и не может	1	2
110	не только для	2	2
111	то же слово	1	2
112	но дело в	1	2
113	не нуждается в	2	2
114	а не как	1	2
115	а равно и	1	2
116	здесь как и	2	2
117	и не в	2	2
118	а следовательно и	1	2
119	что все они	1	2
120	заметить что в	1	2
121	а не из	1	2
122	и та же	1	2
123	же время и	1	2
124	не во всех	1	2
125	и его связь	1	2
126	так же как	4	2
127	как мы видели	4	2
128	мысли и слова	2	2
129	и независимо от	1	2
130	что одно и	1	2
131	одна и та	1	2
132	дает нам право	1	2
133	и все остальные	1	2
134	мы его не	1	2
135	мы можем судить	1	2
136	бы эти образы	1	1
137	только для того	2	1
138	самом деле история	1	1
139	не нуждаются в	1	1
140	как было сказано	1	1
141	в самом деле	2	1
142	и чем больше	1	1
143	явление сложное и	1	1
144	несмотря на их	1	1
145	с другими предметами	1	1
146	бы он ни	1	1
147	бы при этом	1	1
148	во все стороны	1	1
149	это значило бы	1	1
150	том как он	1	1
151	все это в	1	1
152	и на все	1	1
153	особенно ясно видно	1	1
154	во всех этих	2	1
155	он вовсе не	1	1
156	в ту же	1	1
157	образа и его	2	1
158	в сущности совершенно	1	1
159	не было ни	1	1
160	мы говорим здесь	1	1
161	он ни был	1	1
162	но уже и	1	1
163	не представляется возможным	1	1
164	между словом и	2	1
165	если они не	1	1
166	органы его не	1	1
167	ни в одном	1	1
168	в том числе	6	1
169	не будем говорить	1	1
170	времени с другой	1	1
171	а не его	1	1
172	потому что она	2	1
173	но вряд ли	1	1
174	вообще можно сказать	1	1
175	в строгом смысле	1	1
176	мы уже сказали	3	1
177	но и с	1	1
178	как мы уже	6	1
179	то есть именно	1	1
180	если бы и	1	1
181	все они имеют	1	1
182	во втором случае	3	1
183	положительного и отрицательного	1	1
184	образом в словах	1	1
185	и если бы	1	1
186	то есть только	1	1
187	не имеет значения	1	1
188	этим словом в	1	1
189	сказать что в	1	1
190	в разговоре с	1	1
191	того же явления	1	1
192	мы можем сказать	1	1
193	эти общие черты	1	1
194	это как бы	1	1
195	в нем вполне	1	1
196	не в большей	1	1
197	начинается там где	1	1
198	том числе и	3	1
199	и было бы	1	1
200	здесь так же	1	1
201	а потому и	1	1
202	если она и	1	1
203	в чем не	1	1
204	как бы он	1	1
205	с этим словом	1	1
206	в каждом из	1	1
207	и в общем	1	1
208	и в нашем	1	1
209	в отличие от	3	1
210	использовать его для	1	1
211	можно говорить о	2	1
212	точки зрения этого	1	1
213	каждом из этих	1	1
214	к тому же	3	1
215	на котором мы	1	1
216	не было ничего	1	1
217	те места где	1	1
218	что именно в	1	1
219	есть не что	1	1
220	было сказано выше	1	1
221	не там где	1	1
222	не менее он	1	1
223	судить о величине	1	1
224	также что в	1	1
225	и даже по	1	1
226	слова при этом	1	1
227	по этому поводу	1	1
228	нередко приходится слышать	1	1
229	жизни и не	1	1
230	но все это	1	1
231	прежде всего его	2	1
232	все же не	1	1
233	произведение в котором	1	1
234	его как бы	2	1
235	зрения на мир	4	1
236	так как все	1	1
237	разнообразие и богатство	1	1
238	в одном случае	1	1
239	таким образом и	2	1
240	уже не могут	1	1
241	и в этой	2	1
242	в общем не	1	1
243	их отношения к	1	1
244	что это и	1	1
245	такие понятия как	1	1
246	того что у	1	1
247	что во время	1	1
248	сих пор не	1	1
249	хотя и не	1	1
250	совершенно независимого от	1	1
251	тот же образ	1	1
252	стороны одного и	1	1
253	и др в	2	1
254	большей или меньшей	1	1
255	она так же	1	1
256	то есть таких	1	1
257	но в качестве	1	1
258	все связанное с	1	1
259	друг с другом	2	1
260	во всех языках	2	1
261	и неудовольствия и	1	1
262	то есть все	1	1
263	в чем же	3	1
264	непосредственной связи с	1	1
265	в это время	1	1
266	и в тех	1	1
267	это то же	1	1
268	то в этом	1	1
269	но и не	1	1
270	во время своего	1	1
271	именно потому что	1	1
272	на некоторое время	1	1
273	и телесной жизни	3	1
274	так же необходимо	1	1
275	конечно не в	1	1
276	слова и мысли	1	1
277	говорить о нем	1	1
278	они связаны с	1	1
279	у нас есть	1	1
280	и к тому	1	1
281	там где он	1	1
282	те же самые	1	1
283	так как слово	1	1
284	раз то что	1	1
285	мысль обращается к	1	1
286	в большей или	1	1
287	не имеет никакого	1	1
288	вводит его в	1	1
289	и в самой	1	1
290	не затем чтобы	1	1
291	есть только то	1	1
292	то есть когда	1	1
293	в xviii в	1	1
294	другой стороны в	1	1
295	истории то есть	1	1
296	одним из первых	1	1
297	таким образом как	1	1
298	сих пор еще	2	1
299	большую роль в	1	1
300	самом деле в	1	1
301	этого слова но	1	1
302	он не мог	1	1
303	но на самом	1	1
304	же как и	2	1
305	и не могут	2	1
306	это нисколько не	1	1
307	можем судить о	1	1
308	никто никогда не	1	1
309	сказать что и	3	1
310	в разных местах	2	1
311	выражение заимствованное из	1	1
312	потому что они	1	1
313	по тому же	2	1
314	и не менее	1	1
315	на таких же	1	1
316	кроме того она	1	1
317	в виду что	1	1
318	мы находим у	1	1
319	нет и не	1	1
320	и связанные с	2	1
321	того факта что	1	1
322	в истории литературы	1	1
323	свое значение и	1	1
324	если бы он	1	1
325	что с ним	1	1
326	может быть и	1	1
