N	3gram	Propp_Morf	VeschiIm
1	и т д	60	38
2	это значит что	1	25
3	не может быть	9	24
4	бы то ни	3	12
5	не что иное	2	12
6	то ни было	2	12
7	что иное как	2	12
8	т д и	1	11
9	тем не менее	6	11
10	в том что	4	9
11	а и в	1	9
12	есть не что	1	8
13	на то что	3	7
14	с точки зрения	6	6
15	в свою очередь	1	5
16	и тем не	2	5
17	в чем же	1	5
18	в то же	1	5
19	и то же	1	5
20	не потому что	1	5
21	одно и то	1	5
22	подобно тому как	5	5
23	т е не	1	5
24	о том как	2	4
25	то время как	3	4
26	этой точки зрения	1	4
27	с этой точки	1	4
28	в то время	3	4
29	более или менее	2	4
30	о том что	3	4
31	то же время	1	4
32	потому что они	1	4
33	но то что	1	3
34	и даже не	1	3
35	но если это	2	3
36	уже не может	1	3
37	можно сказать что	1	3
38	мы не можем	1	3
39	можно было бы	2	3
40	в собственном смысле	3	3
41	с одной стороны	2	3
42	с другой стороны	5	3
43	то это значит	1	3
44	то что он	1	2
45	и пр что	1	2
46	в применении к	1	2
47	мы видим что	11	2
48	бы сказать что	1	2
49	в данном случае	2	2
50	это так то	1	2
51	какого бы то	1	2
52	том или другом	1	2
53	так как мы	1	2
54	т е на	1	2
55	то что не	1	2
56	если же они	1	2
57	было бы сказать	1	2
58	она могла бы	1	2
59	она должна быть	1	2
60	для того чтобы	3	2
61	и есть то	1	2
62	превратился бы в	1	2
63	друг с другом	1	2
64	том что он	1	2
65	он ничего не	1	2
66	в том или	1	2
67	в первом случае	3	2
68	и не с	1	2
69	тех или иных	1	2
70	и таким образом	2	2
71	не может считаться	4	2
72	то что же	1	2
73	если это так	2	2
74	в связи с	9	2
75	она может быть	1	2
76	к тому что	4	2
77	но все же	4	2
78	во всяком случае	2	2
79	в этом отношении	2	2
80	вопрос о том	2	2
81	что же касается	1	2
82	в этом и	1	2
83	д таким образом	1	1
84	это не значит	2	1
85	т д все	1	1
86	т д то	1	1
87	т д а	2	1
88	между собою так	1	1
89	т д таким	1	1
90	но и здесь	1	1
91	и может быть	1	1
92	какая разница между	1	1
93	они все же	1	1
94	самом деле в	1	1
95	т д в	2	1
96	ясно что это	1	1
97	того или другого	1	1
98	один и тот	1	1
99	здесь как и	1	1
100	никогда меня не	1	1
101	дело не в	2	1
102	то возникает другой	1	1
103	то что в	2	1
104	а в с	1	1
105	в коем случае	1	1
106	не только никакого	1	1
107	только в том	1	1
108	не значит что	3	1
109	и тот же	1	1
110	то как же	1	1
111	что и в	1	1
112	один из наиболее	1	1
113	независимо от того	4	1
114	решить вопрос о	1	1
115	между прочим и	1	1
116	мы увидим как	1	1
117	и пр и	3	1
118	во втором случае	1	1
119	мы будем говорить	1	1
120	на этом основании	1	1
121	но и она	1	1
122	видим таким образом	1	1
123	что бы то	1	1
124	возникает другой вопрос	1	1
125	мы скажем что	1	1
126	до сих пор	1	1
127	школы исходят из	1	1
128	это одна из	1	1
129	мы переходим к	1	1
130	о том кто	1	1
131	ни в коем	1	1
132	далеко не все	3	1
133	таким образом что	1	1
134	т д словом	1	1
135	она все же	1	1
136	это уже не	1	1
137	нет не только	1	1
138	и пр также	1	1
139	а потому что	1	1
140	в этом случае	10	1
141	понимания может быть	1	1
142	мы видим таким	1	1
143	точки зрения его	1	1
144	в научной литературе	2	1
145	или нет? если	1	1
146	стоит в связи	1	1
147	несмотря на огромную	1	1
148	а если мы	1	1
149	тем что она	1	1
150	по существу и	1	1
151	нужно помнить что	1	1
152	если она есть	1	1
153	ясно что и	1	1
154	мы видим как	1	1
155	нет а есть	1	1
156	она не есть	1	1
157	с тех пор	1	1
158	то что ему	1	1
159	хотя это и	1	1
160	хотя бы только	1	1
161	что несмотря на	1	1
162	самого т е	1	1
163	вместо того чтобы	1	1
164	тех пор как	1	1
165	но в этом	1	1
166	т д но	4	1
167	если это не	1	1
168	в одном случае	1	1
169	является одним из	1	1
170	не то что	1	1
171	оно может быть	2	1
172	должны быть изучены	1	1
173	но так как	2	1
174	при таких условиях	1	1
175	может быть или	1	1
176	это было бы	1	1
177	те или иные	1	1
178	было бы считать	1	1
179	по тем же	1	1
180	коем случае не	1	1
181	а также и	5	1
182	должен знать что	2	1
183	может быть и	2	1
