N	4gram	Vygotskiy_	Psycholo
1	заключается в том что	16	23
2	в то время как	5	13
3	одной и той же	5	12
4	указывает на то что	1	11
5	с этой точки зрения	4	10
6	заключается в том чтобы	2	9
7	одно и то же	6	7
8	в том случае если	2	7
9	в том что она	1	7
10	в том что он	1	7
11	не что иное как	2	6
12	один и тот же	6	5
13	все больше и больше	1	5
14	так же как и	6	5
15	одним и тем же	4	4
16	все более и более	1	4
17	в том что в	3	4
18	одного и того же	5	4
19	в собственном смысле слова	3	4
20	то же самое что	1	4
21	состоит в том что	4	4
22	в силу того что	2	4
23	одна и та же	1	4
24	точно так же как	1	4
25	в самом деле если	1	4
26	и в том что	1	3
27	и вместе с тем	2	3
28	согласны в том что	2	3
29	том что он не	1	3
30	в малой степени не	1	3
31	же как и в	1	3
32	в том виде как	3	3
33	в том смысле что	2	3
34	одни и те же	3	3
35	прежде всего тем что	1	3
36	с другой стороны мы	1	3
37	мы могли бы сказать	5	3
38	не заключает в себе	1	3
39	ни в малой степени	1	3
40	само по себе не	1	2
41	ни в каком случае	1	2
42	не только то что	1	2
43	что с точки зрения	1	2
44	что в основе его	1	2
45	в том что при	1	2
46	заключается только в том	2	2
47	для того чтобы с	1	2
48	как раз обратным образом	1	2
49	в том что они	2	2
50	в такой же мере	1	2
51	то мы увидим что	1	2
52	которая не может быть	1	2
53	том случае если бы	1	2
54	это имеет место в	1	2
55	во всяком случае в	1	2
56	с другой стороны он	1	2
57	для того чтобы открыть	1	2
58	только в том что	4	2
59	что с одной стороны	1	2
60	с одной стороны и	1	2
61	вместе с тем и	4	2
62	в том что мы	1	2
63	на то что в	1	2
64	и во всех остальных	1	2
65	видим таким образом что	5	2
66	том виде как она	1	2
67	могли бы сказать что	5	2
68	если мы обратимся к	4	2
69	если принять во внимание	2	2
70	мы никогда не можем	1	2
71	представление о том что	1	2
72	в том что на	1	2
73	мы видим таким образом	5	2
74	смысле этого слова и	1	2
75	бы то ни было	1	2
76	все время в виду	1	2
77	с одной стороны он	1	2
78	приводит к тому что	1	2
79	или во всяком случае	1	2
80	не в состоянии объяснить	1	2
81	есть не что иное	1	2
82	и с точки зрения	1	1
83	для того чтобы подойти	1	1
84	в состоянии объяснить нам	1	1
85	станет совершенно ясно что	1	1
86	состоящий в том что	1	1
87	с нашей точки зрения	2	1
88	это или не так	1	1
89	сам по себе как	1	1
90	во всяком случае очень	1	1
91	нового по сравнению с	1	1
92	как мы уже говорили	3	1
93	по своему психологическому значению	1	1
94	тех или иных элементов	1	1
95	в том смысле как	1	1
96	от поколения к поколению	1	1
97	заключается вовсе не в	1	1
98	между тем и другим	1	1
99	в том что ребенок	3	1
100	которое могло бы быть	1	1
101	все исследование в целом	1	1
102	сомневаться в том что	1	1
103	мы не станем сейчас	1	1
104	вместе с тем мы	1	1
105	свидетельствовать о том что	1	1
106	в себе два противоположных	1	1
107	как и все остальные	1	1
108	ни в какой степени	2	1
109	указывают на то что	1	1
110	друг с другом мы	1	1
111	в том что эта	1	1
112	в связи с этим	2	1
113	в том что это	1	1
114	всегда имеет дело с	1	1
115	это вполне совпадает с	1	1
116	сомнения в том что	1	1
117	шаг вперед по сравнению	1	1
118	как мы увидим ниже	1	1
119	в основе его лежит	1	1
120	что она не может	1	1
121	в самом деле как	1	1
122	к одному и тому	5	1
123	исследование оно показывает что	1	1
124	отношении друг к другу	1	1
125	того чтобы подойти к	1	1
126	мы будем иметь случай	2	1
127	мы могли бы формулировать	1	1
128	по тому же самому	1	1
129	и более или менее	1	1
130	можно было бы формулировать	1	1
131	которыми приходится иметь дело	1	1
132	не хотим сказать что	1	1
133	принять во внимание что	2	1
134	выступает на первый план	1	1
135	имеет в виду не	1	1
136	во всяком случае они	1	1
137	в этом отношении не	1	1
138	одному и тому же	5	1
139	которой мы говорили в	1	1
140	о которой мы говорили	1	1
141	не имеют ничего общего	1	1
142	то же что и	1	1
143	что обе эти тенденции	1	1
144	едва ли может быть	1	1
145	эта особенность состоит в	1	1
146	какого бы то ни	1	1
147	как мы говорили выше	1	1
148	если бы оно не	1	1
149	не входит в область	1	1
150	это означает что в	1	1
151	в прямой зависимости от	1	1
152	в этом смысле думается	1	1
153	на целый ряд отдельных	1	1
154	совершенно так же как	1	1
155	мы видим что все	1	1
156	в поведении взрослого человека	1	1
157	и то же слово	3	1
158	и что в основе	1	1
159	так же и в	1	1
160	говорит нам о том	1	1
161	в совершенно ином виде	1	1
162	если мы скажем что	1	1
163	вполне совпадает с тем	1	1
164	ответить на этот вопрос	1	1
165	из того что мы	1	1
166	в нашей обыденной жизни	1	1
167	при этом не только	1	1
168	соотнесены друг с другом	1	1
169	вперед по сравнению с	1	1
170	все согласны в том	1	1
171	с которыми приходится иметь	1	1
172	особенность состоит в том	1	1
173	во всяком случае то	1	1
174	совершенно ясно что с	1	1
175	можно было бы назвать	1	1
176	пришел к той же	1	1
177	в самом деле для	1	1
178	в конце концов к	1	1
179	и тот же предмет	5	1
180	в этой области как	1	1
181	во всем его объеме	1	1
182	для того чтобы дать	1	1
183	ли может быть отнесена	1	1
184	к тому или иному	3	1
185	ясно до какой степени	1	1
186	в том чтобы понять	1	1
187	а отнюдь не как	1	1
188	на один и тот	3	1
189	вовсе не следует что	1	1
190	в том числе и	3	1
191	одном и том же	2	1
192	мы уже говорили что	2	1
193	может быть отнесена к	1	1
194	противоречие заключается в том	1	1
195	говорит по этому поводу	1	1
196	имеют ничего общего с	1	1
197	как это имеет место	1	1
198	только потому что оно	1	1
199	имеет совершенно другой смысл	1	1
200	с самого начала в	1	1
201	тот факт что в	1	1
202	что в основе этого	1	1
203	легко заметить что это	1	1
204	что они представляют собой	1	1
205	которые не могут быть	1	1
206	для того чтобы вскрыть	1	1
207	одну и ту же	1	1
208	на каждом шагу в	1	1
209	мы не станем останавливаться	1	1
210	лежащих в его основе	1	1
211	в том что с	1	1
212	и то что мы	1	1
213	и в этом смысле	1	1
214	было бы если бы	1	1
