1	не только	9	17
2	и в	8	14
3	и не	5	12
4	в этом	8	10
5	в том	3	9
6	в качестве	1	9
7	но в	6	9
8	то же	5	9
9	н и	1	8
10	же время	5	7
11	в то	5	7
12	в ней	4	6
13	но и	7	6
14	было бы	1	6
15	быть может	1	6
16	россии в	2	5
17	и о	3	5
18	может быть	4	5
19	с другой	1	5
20	а н	2	5
21	отношении к	1	5
22	в своем	3	4
23	же в	2	4
24	том что	3	4
25	в котором	6	4
26	а также	2	4
27	в русской	3	4
28	не может	2	4
29	то что	7	4
30	что в	7	4
31	а в	2	4
32	как бы	4	4
33	потому что	1	3
34	в россии	5	3
35	вслед за	1	3
36	могут быть	1	3
37	т е	3	3
38	тем самым	1	3
39	между тем	5	3
40	это не	4	3
41	но не	1	3
42	заключается в	1	3
43	хотя и	1	3
44	с точки	2	3
45	россия в	1	3
46	в нем	6	3
47	столь же	2	3
48	прежде всего	1	3
49	в себе	2	3
50	наряду с	3	3
51	точки зрения	2	3
52	и как	3	3
53	для нас	4	2
54	одна из	2	2
55	не было	5	2
56	в начале	6	2
57	говорить о	1	2
58	в жизни	1	2
59	в силу	1	2
60	да и	1	2
61	в полной	1	2
62	по характеру	1	2
63	тем более	2	2
64	из них	2	2
65	с этим	1	2
66	того что	1	2
67	в частности	1	2
68	как раз	2	2
69	не менее	2	2
70	между прочим	1	2
71	как на	1	2
72	русский народ	1	2
73	и это	2	2
74	было в	1	2
75	отношения к	2	2
76	в эту	2	2
77	в е	1	2
78	в недрах	1	2
79	отнюдь не	2	2
80	в мире	2	2
81	не будем	1	2
82	во всей	1	2
83	еще более	1	2
84	и дети	2	2
85	именно в	1	2
86	и с	6	2
87	и и	1	2
88	во всех	1	2
89	в них	2	2
90	в его	3	2
91	в ее	1	2
92	и есть	1	2
93	если в	1	2
94	все это	4	2
95	нужно было	1	2
96	и достоевского	9	2
97	что из	1	2
98	действие в	1	1
99	развитие в	1	1
100	никогда не	2	1
101	с его	3	1
102	они не	1	1
103	и я	1	1
104	нем в	1	1
105	в русских	2	1
106	так же	4	1
107	к сожалению	1	1
108	уже в	4	1
109	одно и	1	1
110	которых не	1	1
111	может идти	1	1
112	как к	1	1
113	только как	1	1
114	в этой	2	1
115	в развитии	1	1
116	мы знаем	2	1
117	тем чтобы	1	1
118	также и	1	1
119	не об	1	1
120	в истории	4	1
121	ли не	1	1
122	с большою	1	1
123	но как	2	1
124	вячеслав иванов	1	1
125	от этой	1	1
126	что это	1	1
127	что есть	3	1
128	к ним	2	1
129	не могла	1	1
130	к этой	1	1
131	место в	2	1
132	более что	1	1
133	они как	1	1
134	также в	1	1
135	гоголя и	1	1
136	вопросу о	1	1
137	во всяком	1	1
138	иными словами	1	1
139	с утверждением	1	1
140	как и	6	1
141	на то	3	1
142	но на	1	1
143	и образы	2	1
144	в основном	1	1
145	он вынул	1	1
146	как известно	1	1
147	нет ничего	1	1
148	и уже	3	1
149	не есть	1	1
150	тех пор	1	1
151	ясно что	1	1
152	в самом	1	1
153	на основе	2	1
154	европы и	1	1
155	можно говорить	1	1
156	человека с	2	1
157	россии не	1	1
158	в условиях	1	1
159	во многих	1	1
160	и что	8	1
161	друг друга	1	1
162	и достоевский	2	1
163	также что	1	1
164	– годах	1	1
165	этот вывод	1	1
166	на россию	1	1
167	из двух	1	1
168	в душе	1	1
169	в н	1	1
170	всяком случае	1	1
171	известном смысле	1	1
172	его в	3	1
173	сказалось в	1	1
174	еще в	1	1
175	что эта	1	1
176	не отмечен	1	1
177	в свете	1	1
178	м е	1	1
179	другой стороны	1	1
180	на нее	1	1
181	себя в	1	1
182	он был	3	1
183	в эти	2	1
184	к русскому	1	1
185	а с	2	1
186	и то	2	1
187	что уже	1	1
188	в момент	2	1
189	не просто	1	1
190	еще не	2	1
191	далеко не	3	1
192	г а	5	1
193	и ее	2	1
194	только что	1	1
195	каждый из	1	1
196	не все	1	1
197	внимание к	1	1
198	россию и	1	1
199	за тем	1	1
200	этом смысле	1	1
201	как по	1	1
202	в каком	1	1
203	христа и	1	1
204	свои собственные	1	1
205	но для	1	1
206	к смерти	1	1
207	это в	2	1
208	в известном	2	1
209	в –	1	1
210	в это	2	1
211	с ее	1	1
212	вместе с	2	1
213	из всех	1	1
214	который не	1	1
215	с которым	2	1
216	не с	1	1
217	в этих	1	1
218	говорить об	1	1
219	живет в	1	1
220	не имеет	1	1
221	давно уже	3	1
222	выразилось в	1	1
223	же как	2	1
224	мнения о	1	1
225	по преимуществу	1	1
226	о котором	1	1
227	важнее всего	1	1
228	при виде	1	1
229	все же	6	1
230	и никому	1	1
