N	3gram	Voloshinov	OGranits
1	с точки зрения	2	5
2	не может быть	7	4
3	одно и то	2	3
4	по отношению к	11	3
5	автора героя и	1	2
6	в том что	4	2
7	героя и слушателя	3	2
8	ничего общего с	1	2
9	не только его	1	2
10	в зависимости от	2	2
11	в данном случае	2	2
12	и то же	2	2
13	в самом деле	1	2
14	с одной стороны	2	2
15	с другой стороны	2	2
16	с самого начала	1	2
17	в жизненной речи	1	2
18	и уж конечно	1	1
19	является таким образом	1	1
20	взаимодействия творца и	1	1
21	на самом деле	2	1
22	в науке о	1	1
23	художественного произведения и	2	1
24	на который опирается	1	1
25	таким образом мы	1	1
26	и тот же	1	1
27	включает в себя	1	1
28	наметить хотя бы	1	1
29	их абстрактными моментами	1	1
30	но в то	1	1
31	может идти только	1	1
32	равно как и	1	1
33	между тем как	1	1
34	подобно тому как	1	1
35	в конечном счете	1	1
36	отношению к предмету	2	1
37	так же как	1	1
38	тех или иных	1	1
39	выбор слова и	1	1
40	нет ничего пагубнее	2	1
41	мы должны различать	1	1
42	быть понята и	1	1
43	творца и созерцателей	1	1
44	том что в	1	1
45	все эти три	1	1
46	к слову в	1	1
47	но тем не	2	1
48	данной социальной группы	1	1
49	один и тот	1	1
50	таким образом лишь	1	1
51	этой точки зрения	3	1
52	как и в	1	1
53	то же самое	2	1
54	группы как бы	1	1
55	и уже отсюда	1	1
56	тем не менее	3	1
57	только то что	1	1
58	жизненного высказывания и	1	1
59	вступает в свои	1	1
60	в этом отношении	1	1
61	то же время	1	1
62	далеко не всегда	1	1
63	в свои права	1	1
64	не должно быть	1	1
65	более или менее	1	1
66	в то же	1	1
67	ничего пагубнее для	1	1
68	едва ли кто-нибудь	1	1
69	структуру всего целого	1	1
70	здесь мы должны	1	1
71	можно было бы	1	1
72	и не может	3	1
73	нам кажется что	1	1
74	может быть и	3	1
