N	3gram	Propp_Isto	Psycholo
1	в том что	8	78
2	на то что	4	55
3	заключается в том	1	36
4	о том что	3	34
5	совершенно ясно что	1	33
6	то же самое	1	31
7	с точки зрения	1	29
8	с одной стороны	2	28
9	не может быть	4	23
10	до сих пор	7	23
11	и т д	30	22
12	к тому что	1	20
13	с другой стороны	10	20
14	мы увидим что	2	19
15	на самом деле	1	17
16	мы видим что	6	16
17	не только не	2	16
18	с самого начала	1	16
19	в зависимости от	1	15
20	так же как	7	14
21	во всяком случае	2	14
22	в то время	2	14
23	можно было бы	2	13
24	то время как	2	13
25	указывает на то	1	12
26	что в этом	1	12
27	этой точки зрения	1	12
28	и той же	2	12
29	одной и той	2	12
30	то что он	1	11
31	по сравнению с	2	11
32	подобно тому как	3	11
33	с этой точки	1	10
34	вместе с тем	1	10
35	и то что	4	10
36	сами по себе	1	10
37	он говорит что	1	9
38	надо сказать что	1	9
39	не то что	1	9
40	точно так же	8	9
41	в данном случае	6	9
42	что он не	1	9
43	не в состоянии	1	9
44	друг с другом	2	8
45	смысле этого слова	3	8
46	по этому поводу	1	8
47	с тем что	1	8
48	мы знаем что	8	8
49	то что она	1	8
50	что в нем	1	8
51	состоит в том	2	7
52	на этот вопрос	1	7
53	только то что	1	7
54	в свою очередь	1	7
55	можно сказать что	2	7
56	что и в	3	7
57	как и в	2	7
58	и может быть	1	6
59	не что иное	6	6
60	мы не можем	1	6
61	тем не менее	6	6
62	и в том	1	6
63	и только после	1	6
64	не только в	3	6
65	что иное как	6	6
66	в таком случае	1	5
67	и вместе с	1	5
68	образом мы видим	1	5
69	как если бы	1	5
70	мы видим в	3	5
71	как раз наоборот	1	5
72	в жизни и	1	5
73	показывает что в	2	5
74	мы видели что	6	5
75	в силу того	1	5
76	в том смысле	1	5
77	же как и	3	5
78	в согласии с	1	4
79	во все время	2	4
80	к тому же	4	4
81	из того что	1	4
82	таким образом и	2	4
83	таким образом мы	2	4
84	за то что	1	4
85	но и это	1	4
86	мы уже говорили	1	4
87	здесь мы видим	1	4
88	силу того что	1	4
89	когда он говорит	1	4
90	в приложении к	1	4
91	том что в	2	4
92	мы должны будем	1	4
93	это вовсе не	1	4
94	мы сейчас увидим	1	4
95	и не может	1	4
96	же самое что	1	4
97	так как они	1	4
98	это и есть	2	4
99	в себя и	1	3
100	и в другом	1	3
101	друг от друга	1	3
102	как это мы	1	3
103	но если бы	1	3
104	так как в	1	3
105	по отношению к	2	3
106	той роли которую	1	3
107	может быть и	1	3
108	он должен был	1	3
109	несмотря на то	1	3
110	но это только	1	3
111	иметь в виду	1	3
112	бросается в глаза	1	3
113	что при помощи	1	3
114	является то что	1	3
115	но он не	1	3
116	он видит что	1	3
117	так как мы	1	3
118	это означало бы	1	3
119	ничего общего с	1	3
120	и здесь мы	2	3
121	что и здесь	2	3
122	во всех этих	1	3
123	в этом случае	8	3
124	то обстоятельство что	1	3
125	после того как	3	3
126	каждого из них	1	2
127	с этим и	1	2
128	не только то	1	2
129	мы уже знаем	3	2
130	и в этих	1	2
131	не в этом	1	2
132	дело не в	1	2
133	она не может	1	2
134	они не только	1	2
135	что в них	2	2
136	так или иначе	1	2
137	именно в этой	1	2
138	только предположить что	1	2
139	исходя из этого	1	2
140	во многих случаях	1	2
141	надо понимать как	1	2
142	же как в	2	2
143	уже знаем что	1	2
144	и при помощи	1	2
145	было бы назвать	1	2
146	все же не	1	2
147	но в этом	1	2
148	в одном из	2	2
149	в тех случаях	2	2
150	мы имеем дело	1	2
151	в связи с	5	2
152	можно найти в	1	2
153	и вступает в	1	2
154	т д все	1	2
155	то что и	1	2
156	в целом не	2	2
157	но и в	2	2
158	в чем же	1	2
159	может быть в	1	2
160	не означает что	1	2
161	если бы она	2	2
162	потому что мы	1	2
163	здесь мы имеем	3	2
164	и тем что	2	2
165	это еще не	2	2
166	одной стороны он	1	2
167	мы имеем в	4	2
168	как мы увидим	2	2
169	должны были бы	1	2
170	и столь же	1	2
171	на задний план	1	2
172	того что они	1	2
173	согласии с этим	1	2
174	мы увидим ниже	3	2
175	это только одна	1	2
176	потому что как	1	2
177	я не знаю	3	2
178	и в русской	1	2
179	что мы видим	1	2
180	но они не	1	2
181	только при помощи	1	2
182	и если бы	1	2
183	в такой же	1	2
184	другой стороны и	3	2
185	то чего не	1	2
186	каждое из них	1	2
187	есть не что	2	2
188	если это так	1	2
189	мы видим и	1	2
190	но вместе с	1	2
191	казалось бы что	1	2
192	для нас важно	1	2
193	параллельно с этим	1	2
194	так же и	1	2
195	он все же	3	2
196	то что было	2	2
197	сих пор не	1	2
198	в узком смысле	1	2
199	равно как и	1	2
200	и несомненно что	1	2
201	его силы и	1	2
202	утверждать что в	1	2
203	видели что в	2	2
204	хотя и не	1	2
205	как мы видели	7	2
206	и ничего не	1	2
207	указывают на то	1	2
208	с ней в	1	2
209	имеем дело с	1	2
210	правил и законов	1	1
211	они думают что	1	1
212	отношение как к	1	1
213	он является в	1	1
214	конечно не просто	1	1
215	только частный случай	1	1
216	вместить в себя	1	1
217	своего отца он	1	1
218	наше внимание будет	1	1
219	чем перейти к	2	1
220	он никак не	1	1
221	приблизительно следующим образом	1	1
222	одной стороны жизнь	1	1
223	другой стороны она	1	1
224	один из них	1	1
225	у нас в	1	1
226	самых казалось бы	1	1
227	к этому мы	1	1
228	останавливаться на этом	1	1
229	что на нем	1	1
230	в течение месяца	1	1
231	совершается не в	1	1
232	из этих трех	1	1
233	но в таком	1	1
234	совершенно так же	4	1
235	бы составить предмет	2	1
236	раньше чем перейти	2	1
237	отличает его от	1	1
238	то что вообще	1	1
239	видит перед собой	1	1
240	так что она	2	1
241	существу мы можем	1	1
242	при помощи этого	1	1
243	к самому концу	1	1
244	на поле битвы	1	1
245	что под этим	1	1
246	только одна она	1	1
247	если бы это	1	1
248	в которой она	1	1
249	здесь же в	1	1
250	от нее на	1	1
251	не могла бы	1	1
252	таким образом становится	1	1
253	мы узнаем что	1	1
254	что действующие лица	1	1
255	что они находятся	1	1
256	не только на	1	1
257	ту роль которую	2	1
258	с этой стороны	2	1
259	означало бы что	1	1
