N	2gram	Voloshinov	Marksizm
1	чужой речи	1	85
2	точки зрения	11	69
3	может быть	13	64
4	и в	42	63
5	и не	14	55
6	как бы	30	53
7	не может	13	47
8	с точки	5	46
9	и пр	4	42
10	и его	7	41
11	в этом	10	39
12	таким образом	8	38
13	в процессе	6	33
14	как мы	10	32
15	языка и	4	31
16	в пределах	2	31
17	лишь в	4	30
18	не только	28	29
19	речи в	1	29
20	то же	16	28
21	в нем	6	28
22	языка как	1	27
23	но и	16	27
24	в языке	2	26
25	связи с	3	25
26	речи и	6	25
27	самом деле	5	25
28	в самом	5	24
29	как и	12	24
30	прежде всего	22	24
31	только в	7	23
32	так и	7	23
33	и т.п	25	23
34	в том	3	22
35	то что	9	22
36	а не	7	22
37	при этом	9	20
38	так сказать	4	20
39	для него	3	20
40	если мы	4	20
41	не в	6	19
42	если бы	4	19
43	том что	3	19
44	в его	6	19
45	языка в	2	18
46	в ее	3	18
47	внутренней речи	18	18
48	в слове	4	18
49	и для	3	18
50	но в	5	18
51	вовсе не	2	18
52	все же	9	17
53	идеологический знак	4	17
54	в сущности	1	17
55	по отношению	2	16
56	речевого общения	8	16
57	речь в	1	16
58	высказывание как	3	16
59	слова и	5	16
60	социального общения	14	16
61	и как	10	16
62	в то	9	16
63	с помощью	6	15
64	индивидуального сознания	1	15
65	во всех	6	15
66	в связи	2	15
67	отнюдь не	10	15
68	что он	2	15
69	высказывания и	3	15
70	же время	7	15
71	отношению к	2	15
72	язык как	1	14
73	хотя бы	18	14
74	жизненной идеологии	4	14
75	идеологического знака	2	14
76	в своей	2	13
77	так же	4	13
78	речи мы	1	13
79	что в	1	13
80	и здесь	3	13
81	не является	5	13
82	того чтобы	7	13
83	было бы	7	13
84	ничего не	8	13
85	мы не	9	13
86	слова в	6	13
87	для того	9	12
88	того же	1	12
89	в результате	1	12
90	выражение в	3	12
91	между тем	3	12
92	он не	2	12
93	в основе	3	12
94	высшей степени	1	12
95	является не	1	12
96	а в	5	12
97	в высшей	1	12
98	речевого взаимодействия	7	11
99	и того	1	11
100	чужое слово	1	11
101	к нему	2	11
102	мы уже	11	11
103	и что	1	11
104	и от	7	11
105	слова как	4	11
106	до сих	1	11
107	и на	7	11
108	и все	4	11
109	как в	3	11
110	еще не	3	11
111	друг друга	2	11
112	так как	8	11
113	на самом	3	11
114	все эти	3	11
115	в ней	8	11
116	высказывания в	3	11
117	сих пор	2	11
118	именно в	1	10
119	самого начала	4	10
120	с другой	1	10
121	сказать что	3	10
122	к этому	2	10
123	никогда не	7	10
124	в своем	1	10
125	его в	4	10
126	высказывания как	3	10
127	в таком	1	10
128	одна из	1	10
129	в каждом	4	10
130	в основном	1	10
131	здесь мы	3	10
132	в большинстве	1	10
133	совершенно не	3	10
134	конечно не	3	10
135	с его	8	10
136	здесь в	1	10
137	и потому	2	10
138	с самого	4	10
139	бытия в	2	10
140	к тому	4	9
141	одного и	1	9
142	только на	3	9
143	общения и	4	9
144	в нашем	5	9
145	точка зрения	4	9
146	в себе	10	9
147	большинстве случаев	1	9
148	и следовательно	5	9
149	и это	8	9
150	речевых выступлений	1	9
151	мы видели	5	9
152	что это	4	9
153	ни в	1	9
154	это не	3	9
155	в истории	1	9
156	о языке	2	9
157	одной из	2	9
158	и эта	3	9
159	внутренняя речь	5	9
160	же самое	5	9
161	кроме того	2	8
162	мысли и	1	8
163	не как	1	8
164	другой стороны	1	8
165	но что	3	8
166	и даже	3	8
167	и с	5	8
168	в данной	4	8
169	что и	3	8
170	у него	1	8
171	не было	2	8
172	тому что	5	8
173	ясно что	2	8
174	мы можем	7	8
175	не будет	3	8
176	в форме	6	8
177	за пределы	1	8
178	столь же	1	8
179	в отношении	2	8
180	в каком	2	8
181	перед нами	3	8
182	в свою	6	8
183	этого слова	3	8
184	с этим	2	8
185	у нас	4	8
186	смысле этого	2	8
187	в их	2	8
188	и их	5	8
189	и т.д	21	8
190	речь и	4	8
191	или иной	6	8
192	на то	1	8
193	в этих	2	7
194	значения слова	1	7
195	социальной группы	4	7
196	общественной психологии	1	7
197	не существует	4	7
198	в котором	3	7
199	и те	2	7
200	свою очередь	4	7
201	языка не	1	7
202	те же	5	7
203	как раз	1	7
204	в качестве	4	7
205	слово как	8	7
206	бы в	6	7
207	в этой	6	7
208	оно может	1	7
209	там где	1	7
210	же является	1	7
211	с ними	1	7
212	может стать	3	7
213	данной социальной	1	7
214	вполне понятно	1	7
215	по себе	1	7
216	той же	7	7
217	до конца	2	7
218	о том	4	7
219	того что	4	7
220	общения в	4	7
221	конечно в	1	7
222	в начале	3	7
223	место в	2	7
224	в той	5	6
225	является в	1	6
226	точном смысле	2	6
227	идеологического общения	1	6
228	по мере	1	6
229	теперь мы	1	6
230	уже не	4	6
231	в другом	1	6
232	язык в	6	6
233	знака в	1	6
234	как такое	1	6
235	с другими	2	6
236	здесь же	1	6
237	между ними	3	6
238	не есть	2	6
239	речевое общение	7	6
240	из одного	1	6
241	должны быть	1	6
242	в идеологическом	2	6
243	этот вопрос	2	6
244	то есть	5	6
245	смысле слова	1	6
246	переживания и	2	6
247	говорящего и	6	6
248	от своего	1	6
249	в точном	2	6
250	зависимости от	7	6
251	не имеют	1	6
252	общественная психология	1	6
253	что же	8	6
254	тем же	4	6
255	слово и	3	6
256	тот же	2	6
257	этот процесс	2	6
258	все это	4	6
259	сознания и	1	6
260	слово в	2	6
261	в какой	2	6
262	лишь с	1	6
263	вопрос о	2	6
264	как ее	1	6
265	мы должны	10	6
266	из этих	2	6
267	же в	1	6
268	не к	4	6
269	еще более	2	5
270	формы в	1	5
271	о чем	2	5
272	речи во	2	5
273	в одном	4	5
274	в виду	3	5
275	что слово	1	5
276	она является	1	5
277	является выражением	2	5
278	понимания и	2	5
279	не менее	1	5
280	социальной ситуации	1	5
281	авторской речи	1	5
282	связано с	2	5
283	понятно что	1	5
284	был бы	2	5
285	знака и	1	5
286	мы ни	3	5
287	от того	3	5
288	себя в	4	5
289	и выражения	1	5
290	должно быть	2	5
291	необходимо чтобы	3	5
292	что такое	4	5
293	как же	1	5
294	все время	5	5
295	от этого	1	5
296	той или	4	5
297	но как	2	5
298	и тем	7	5
299	и является	5	5
300	же он	1	5
301	в конце	6	5
302	знак не	1	5
303	то в	1	5
304	опираться на	1	5
305	в знаке	1	5
306	в материале	2	5
307	интонации в	1	5
308	вместе с	5	5
309	да и	4	5
310	слова о	3	5
311	знак и	2	5
312	и вот	3	5
313	ее в	1	5
314	и лишь	1	5
315	вне его	1	5
316	хотя и	3	5
317	в конкретном	1	5
318	точку зрения	6	5
319	в душе	2	5
320	этом случае	3	5
321	форм и	1	5
322	в более	1	5
323	отражает и	2	5
324	этом отношении	2	5
325	то мы	3	5
326	знакового общения	1	5
327	целого высказывания	1	5
328	или в	2	5
329	но не	2	5
330	тем более	1	5
331	к одному	1	5
332	она не	1	5
333	одни и	2	5
334	ведь если	3	5
335	в особенности	1	5
336	речь у	1	5
337	совершается в	1	5
338	данного слова	1	5
339	и к	4	4
340	же и	1	4
341	развития языка	1	4
342	связь с	2	4
343	слове в	2	4
344	но все	5	4
345	тем что	2	4
346	из всего	2	4
347	здесь происходит	2	4
348	он является	1	4
349	обратное влияние	5	4
350	орудие производства	1	4
351	отвлечемся от	2	4
352	в жизненной	1	4
353	речью и	1	4
354	правда и	1	4
355	перед ним	3	4
356	жизненной идеологией	3	4
357	самого говорящего	1	4
358	как от	1	4
359	в зависимости	7	4
360	во всей	1	4
361	к языку	1	4
362	из них	3	4
363	внутренней жизни	3	4
364	влияние на	4	4
365	и он	2	4
366	несмотря на	3	4
367	социальный кругозор	1	4
368	не хватает	1	4
369	не знает	3	4
370	в которой	7	4
371	из сознания	1	4
372	жизненная идеология	5	4
373	одним из	1	4
374	но для	3	4
375	во внутренней	4	4
376	но ведь	6	4
377	сознания как	1	4
378	следовательно и	1	4
379	и преломляет	1	4
380	находит свое	2	4
381	для его	1	4
382	в устах	3	4
383	ведь в	3	4
384	ситуация и	7	4
385	но при	3	4
386	между двумя	2	4
387	так что	1	4
388	если же	1	4
389	в тех	3	4
390	внешнее выражение	3	4
391	язык не	3	4
392	нашей точки	1	4
393	независимо от	5	4
394	и ту	2	4
395	лишь там	1	4
396	уже знаем	1	4
397	мы замечаем	1	4
398	языка с	1	4
399	не могут	1	4
400	между внутренним	1	4
401	допустим что	3	4
402	и действительно	1	4
403	может получить	2	4
404	быть понято	2	4
405	нет ничего	2	4
406	идеологических систем	1	4
407	бы и	2	4
408	речи не	2	4
409	всякий идеологический	2	4
410	слов и	7	4
411	целый ряд	3	4
412	и до	1	4
413	переход от	1	4
414	нет и	3	4
415	мог бы	1	4
416	и то	5	4
417	нас не	2	4
418	уже в	5	4
419	не будем	1	4
420	лишь то	1	4
421	это и	1	4
422	можно сказать	4	4
423	слова но	3	4
424	или даже	2	4
425	как идеологического	1	4
426	социальной среды	1	4
427	к своему	4	4
428	знаком и	1	4
429	войти в	2	4
430	в одной	1	4
431	он ни	1	4
432	идеологическое значение	1	4
433	и внешним	1	4
434	каких бы	1	4
435	свое выражение	3	4
436	другими словами	7	4
437	так называемой	4	4
438	как он	1	4
439	относится к	2	4
440	в каких	1	4
441	и вне	1	4
442	одного из	1	4
443	и самого	1	4
444	к пониманию	1	4
445	жизни и	3	4
446	социальной среде	2	4
447	в области	6	4
448	нуждается в	3	4
449	внешнего выражения	1	4
450	что было	3	3
451	они являются	1	3
452	пределах одного	1	3
453	речевое взаимодействие	6	3
454	языке и	1	3
455	даже в	1	3
456	идеологическом материале	1	3
457	в своих	2	3
458	с тем	8	3
459	роль в	3	3
460	одного знакового	1	3
461	значение не	1	3
462	знак в	1	3
463	на первый	2	3
464	отражается в	1	3
465	в дальнейшем	2	3
466	в действительности	1	3
467	не наоборот	1	3
468	внутреннего слова	1	3
469	мы увидим	5	3
470	даже и	2	3
471	всем этим	1	3
472	одной и	4	3
473	но они	1	3
474	говорить о	1	3
475	значительной степени	2	3
476	является как	1	3
477	действительности на	1	3
478	не становится	3	3
479	высказывание является	1	3
480	или если	1	3
481	группы и	1	3
482	же слова	1	3
483	с ним	2	3
484	и внешней	3	3
485	не найдем	1	3
486	ситуации и	10	3
487	мы видим	4	3
488	все его	1	3
489	жизненной речи	2	3
490	на протяжении	1	3
491	здесь нет	1	3
492	неизбежно предполагает	2	3
493	в социальной	3	3
494	тем не	1	3
495	материальной действительности	3	3
496	там и	1	3
497	этими двумя	1	3
498	лежит в	1	3
499	сложившиеся идеологические	2	3
500	высказывания не	2	3
501	не о	1	3
502	речи героя	1	3
503	прежде чем	2	3
504	или хотя	2	3
505	действительности к	1	3
506	между этими	1	3
507	в живом	5	3
508	между собой	2	3
509	речи или	1	3
510	в русской	1	3
511	мы говорили	2	3
512	более или	1	3
513	целое высказывание	3	3
514	социального становления	1	3
515	если б	6	3
516	как это	5	3
517	одним словом	1	3
518	что эта	1	3
519	одно и	6	3
520	и та	1	3
521	по своей	2	3
522	могла бы	1	3
523	значение и	2	3
524	вне этого	1	3
525	и есть	1	3
526	знак как	1	3
527	в какой-то	2	3
528	были бы	4	3
529	не так	3	3
530	формы языка	1	3
531	социальной жизни	3	3
532	и этот	2	3
533	в последнем	1	3
534	речи но	2	3
535	если он	3	3
536	как к	1	3
537	тогда когда	1	3
538	и при	2	3
539	в другой	1	3
540	из которых	3	3
541	продукт потребления	1	3
542	данной группы	2	3
543	можно было	4	3
544	между первым	1	3
545	должен был	1	3
546	от их	2	3
547	все то	2	3
548	высказывания но	5	3
549	является знаком	2	3
550	для каждого	2	3
551	еще в	1	3
552	но вот	3	3
553	к которым	1	3
554	в которых	2	3
555	со стороны	1	3
556	слова для	1	3
557	еще и	2	3
558	ни к	2	3
559	его и	3	3
560	к нашему	1	3
561	в диалоге	1	3
562	то он	3	3
563	хоть сколько-нибудь	1	3
564	потому что	7	3
565	и слушающего	4	3
566	этого общения	1	3
567	и той	7	3
568	людей так	1	3
569	на этот	2	3
570	он может	1	3
