N	3gram	Vinokur_St	Myslijsy
1	в том что	29	47
2	по отношению к	3	26
3	не может быть	5	19
4	тем не менее	4	18
5	по крайней мере	2	17
6	и т д	25	15
7	сам по себе	1	14
8	не в том	3	13
9	а между тем	2	13
10	то же время	5	13
11	в том смысле	4	13
12	в то же	5	13
13	более или менее	2	12
14	смысле этого слова	1	12
15	с другой стороны	8	12
16	и в этом	4	12
17	до сих пор	12	12
18	только в том	3	12
19	во всяком случае	8	12
20	для того чтобы	13	11
21	сами по себе	2	11
22	а в том	1	11
23	и т п	11	11
24	в то время	2	10
25	с одной стороны	2	10
26	потому что не	1	9
27	на то что	5	9
28	но и в	2	9
29	о том что	19	9
30	что и в	4	9
31	так и в	5	8
32	вместе с тем	2	8
33	на самом деле	7	8
34	только потому что	2	8
35	как бы ни	2	8
36	в этом случае	3	8
37	в том как	3	7
38	в этом смысле	2	7
39	и то же	1	7
40	не только не	2	7
41	и в том	3	7
42	с точки зрения	10	7
43	как и в	2	7
44	одно и то	1	7
45	не только в	4	7
46	друг от друга	1	6
47	то тем самым	1	6
48	с самого начала	3	6
49	после того как	5	6
50	в том случае	1	5
51	и таким образом	1	5
52	к тому что	4	5
53	не то что	1	5
54	не только по	1	5
55	в одно целое	1	5
56	то что в	3	5
57	таким образом в	1	5
58	и то что	2	5
59	в том же	3	4
60	том смысле что	2	4
61	по его мнению	1	4
62	или лучше сказать	2	4
63	не могла бы	1	4
64	в данном случае	7	4
65	что в слове	1	4
66	быть не может	1	4
67	что в то	1	4
68	в том и	1	4
69	и тем же	2	4
70	в том чтобы	1	4
71	и в самом	3	4
72	на этот вопрос	2	4
73	одним и тем	2	4
74	дело в том	7	4
75	далеко не все	1	4
76	то все же	1	4
77	так что в	1	4
78	именно в том	1	4
79	и что в	1	4
80	в этом отношении	13	4
81	вопрос о том	4	4
82	обратить внимание на	3	4
83	то время как	1	4
84	точно так же	2	3
85	что он не	5	3
86	как и во	1	3
87	в применении к	3	3
88	потому что оно	1	3
89	та и другая	1	3
90	хотя бы и	2	3
91	говоря уже о	2	3
92	том и другом	1	3
93	виде в каком	2	3
94	это не значит	3	3
95	так или иначе	3	3
96	том что он	6	3
97	ничего общего с	3	3
98	с этой стороны	1	3
99	если бы мы	2	3
100	во многих случаях	2	3
101	и та и	1	3
102	а не в	1	3
103	в наше время	1	3
104	бы то ни	2	3
105	но это не	1	3
106	между тем в	1	3
107	в одном из	4	3
108	заключается в том	4	3
109	что не может	2	3
110	внимание на то	1	3
111	потому что он	1	3
