N	3gram	Bakhtin_Fr	formyVre
1	то же время	14	21
2	еды и питья	9	18
3	в то же	14	18
4	как мы уже	6	15
5	в связи с	5	15
6	с точки зрения	5	15
7	кн i гл	6	15
8	кн iv гл	1	13
9	друг с другом	2	13
10	для того чтобы	8	12
11	но и в	3	12
12	кн ii гл	1	12
13	не только в	1	11
14	и в то	3	10
15	до сих пор	3	10
16	еда и питье	3	9
17	и того же	1	9
18	одного и того	1	9
19	мы уже говорили	7	9
20	в большинстве случаев	5	8
21	в том числе	6	8
22	и прежде всего	4	8
23	не может быть	4	7
24	в романе рабле	9	7
25	в отличие от	3	7
26	в этом отношении	7	7
27	в том же	1	6
28	шута и дурака	2	6
29	друг от друга	1	6
30	а также и	4	6
31	мы еще вернемся	1	6
32	и в особенности	1	6
33	во всех этих	2	6
34	с одной стороны	2	6
35	мы уже сказали	3	6
36	в том что	8	5
37	одной стороны и	1	5
38	в то время	3	5
39	том числе и	3	5
40	на первый план	3	5
41	в пространстве и	1	5
42	то есть в	4	5
43	той или иной	1	5
44	как и в	1	5
45	одно и то	1	5
46	и то же	1	5
47	вполне понятно что	1	4
48	по отношению к	1	4
49	и во всех	3	4
50	в нем нет	1	4
51	и в других	1	4
52	не могло быть	1	4
53	с другой стороны	2	4
54	в его целом	1	4
55	кн iii гл	4	4
56	в средние века	2	4
57	связи с этим	3	4
58	во рту пантагрюэля	1	4
59	включает в себя	2	4
60	может быть и	1	4
61	в той или	1	3
62	и как бы	2	3
63	все то что	5	3
64	бы он ни	1	3
65	прямо сказать что	1	3
66	о том как	2	3
67	между вещами и	2	3
68	до известной степени	4	3
69	в себя и	1	3
70	он ни был	1	3
71	можно прямо сказать	1	3
72	из самых основных	1	3
73	важное значение имеет	1	3
74	здесь все время	1	3
75	все эти образы	2	3
76	в самой жизни	2	3
77	в зависимости от	1	3
78	жизни над смертью	1	3
79	в чем не	1	3
80	в нем не	4	3
81	может быть конечно	1	3
82	как мы увидим	1	3
83	сих пор еще	2	3
84	как раз и	1	3
85	то же самое	3	3
86	и все прочие	1	3
87	во все стороны	1	3
88	особенно важное значение	1	3
89	вместе с тем	2	3
90	в другом месте	3	3
91	а следовательно и	1	3
92	в эпизоде с	5	3
93	же как и	2	3
94	и в частности	1	3
95	но в то	6	3
96	о том что	5	3
97	так же как	4	3
98	существенную роль в	3	3
99	с самого начала	3	3
100	так и в	1	3
101	также и в	2	3
102	средние века и	1	3
103	ни в чем	1	3
104	обжорства и пьянства	1	2
105	соответствии с этим	1	2
106	в сублимированном виде	1	2
107	хлеб и вино	3	2
108	здесь нет ни	1	2
109	торжество жизни над	1	2
110	можно сказать что	4	2
111	конечно не в	1	2
112	в ее целом	1	2
113	совершенно так же	2	2
114	еще вернемся к	1	2
115	в строгом смысле	1	2
116	по природе своей	1	2
117	то есть именно	1	2
118	в искусстве и	2	2
119	стороны одного и	1	2
120	в своем романе	2	2
121	начало и конец	1	2
122	в особенности в	1	2
123	в центре его	1	2
124	и особые функции	1	2
125	как мы сказали	2	2
126	быть и речи	1	2
127	в соответствии с	1	2
128	в данном случае	4	2
129	к тому же	3	2
130	так как он	1	2
131	и не столько	1	2
132	зрения на мир	4	2
133	в буквальном смысле	1	2
134	неразрывно связаны с	1	2
135	и в различных	1	2
136	таким образом и	2	2
137	со смертью и	1	2
138	рассуждение панурга о	1	2
139	в свою очередь	1	2
140	но он не	1	2
141	на другой день	1	2
142	и др в	2	2
143	у рабле в	1	2
144	не только для	2	2
145	в значительной мере	1	2
146	мы находим в	2	2
147	и та же	1	2
148	быть конечно и	1	2
149	по всем правилам	1	2
150	отношение к времени	1	2
151	конечно и речи	1	2
152	в какой-то степени	1	2
153	со всеми его	2	2
154	здесь как и	2	2
155	и в самом	1	2
156	мы здесь не	1	2
157	в виду что	1	2
158	в романе не	1	2
159	в узком смысле	1	2
160	под углом зрения	1	2
161	как и все	5	2
162	дело в том	4	2
163	жизни и смерти	2	2
164	в мировой литературе	2	2
165	имеет у него	1	2
166	большую роль в	1	2
167	и новой жизни	1	2
168	не только и	1	2
169	жизни в ее	1	2
170	в xvii веке	3	2
171	одна и та	1	2
172	внешнее и внутреннее	2	2
173	пространстве и времени	1	2
174	и до конца	1	2
175	звон шутовских бубенчиков	1	2
176	что и в	2	2
177	это прежде всего	1	2
178	только и не	1	2
179	и все они	1	2
180	если бы он	1	2
181	в основе своей	1	2
182	потому что они	1	2
183	к жизни и	1	2
184	тело становится здесь	1	1
185	народной площади и	1	1
186	что он не	1	1
187	как и смерть	1	1
188	таких высоких материях	1	1
189	налево и вылез	1	1
190	они неразрывно связаны	1	1
191	о таких высоких	1	1
192	в самом начале	2	1
193	и для рабле	1	1
194	как и во	2	1
195	принадлежит к самой	1	1
196	тем более не	1	1
197	в одном и	1	1
198	рано или поздно	1	1
199	характер носит и	1	1
200	во время еды	1	1
201	смерть и еда	1	1
202	это как бы	1	1
203	были связаны с	1	1
204	в противоречии с	1	1
205	встречи человека с	1	1
206	но вместе с	1	1
207	в себе в	1	1
208	никогда не был	1	1
209	от его стихов	1	1
210	в средневековой литературе	1	1
211	я об этом	1	1
212	за несколько дней	1	1
213	этом отношении оно	1	1
214	уже не могут	1	1
215	о целомудренной эфесской	1	1
216	носит у рабле	1	1
217	только для того	2	1
218	едой и питьем	1	1
219	панурга о том	1	1
220	и обновления и	1	1
221	свой положительный полюс	1	1
222	том что в	1	1
223	в ту же	1	1
224	того чтобы не	1	1
225	времени потому что	1	1
226	как мы говорили	1	1
227	о чем мы	2	1
228	из мочи собак	1	1
229	то что не	1	1
230	жаркого на вертеле	1	1
231	они все же	1	1
232	протекающий у сен-виктора	1	1
233	и никому не	1	1
234	нам важно подчеркнуть	1	1
235	и это очень	1	1
236	вся третья книга	1	1
237	со страшным криком	1	1
238	в литературу и	1	1
239	как своего рода	1	1
240	до наших дней	1	1
241	и даже в	2	1
242	имеют свою логику	1	1
243	и дурака от	1	1
244	между словом и	2	1
245	в основу его	2	1
246	в самом деле	2	1
247	если они не	1	1
248	здесь рядом с	1	1
249	он вовсе не	1	1
250	находится в противоречии	1	1
251	здесь тот же	1	1
252	тем не менее	1	1
253	только во время	1	1
254	то время которое	1	1
255	и история о	1	1
256	в двух местах	1	1
257	может прославлять себя	1	1
258	панург хочет жениться	1	1
259	более или менее	2	1
260	очень характерно для	1	1
261	и т.п на	1	1
262	все они имеют	1	1
263	по своему содержанию	1	1
264	не нужен и	1	1
265	одним из существенных	1	1
266	то есть только	1	1
267	всего сказанного нами	2	1
268	значении во всех	1	1
269	совершенно ясно что	1	1
270	она вся сплошь	1	1
271	с его чисто	1	1
272	то перед нами	1	1
273	мы можем сказать	1	1
274	в частный быт	1	1
275	в особенности же	1	1
276	быть тем чем	1	1
277	прежде всего к	1	1
278	в полую вену	1	1
279	в результате все	2	1
280	один из самых	1	1
281	с тем и	1	1
282	гл vi здесь	1	1
283	вместо того чтобы	1	1
284	через левое ухо	1	1
285	нечего и говорить	1	1
286	и др все	1	1
287	едою и питьем	1	1
288	тогда когда они	1	1
289	во всех приведенных	1	1
290	в монастырском винограднике	1	1
291	говорили о том	1	1
292	можно говорить о	2	1
293	точки зрения этого	1	1
294	гл xxvii и	1	1
295	они уже не	1	1
296	они вовсе не	2	1
297	мы уже знаем	1	1
298	его не только	1	1
299	дошедших до нас	1	1
300	основной комплекс мотивов	1	1
301	совершенно иной характер	1	1
302	после всего сказанного	2	1
303	без страха и	1	1
304	при этом он	1	1
305	в своей жизни	1	1
306	рабле в своем	1	1
307	события в жизни	1	1
308	вместе с салатом	1	1
309	связи с проблемой	1	1
310	без него не	1	1
311	труда и борьбы	2	1
312	и в основе	1	1
313	становления и роста	1	1
314	к участию в	1	1
315	в скрытой форме	1	1
316	этом выражении за	1	1
317	в конечном счете	1	1
318	в маленьком масштабе	1	1
319	и т.п в	2	1
320	это вовсе не	1	1
321	и говорить о	1	1
322	но все это	1	1
323	не подлежит конечно	1	1
324	прежде всего его	2	1
325	не связанными между	1	1
326	только то что	1	1
327	в стороне от	1	1
328	все это не	1	1
329	она дается в	1	1
330	и телесной жизни	3	1
331	этих форм в	1	1
332	ее целом с	1	1
333	точки зрения на	2	1
334	там нет и	1	1
335	у него также	1	1
336	одном и том	1	1
337	так же и	1	1
338	в значительной степени	1	1
339	вещами и явлениями	1	1
340	были в xvii	1	1
341	него не обходится	1	1
342	форм и образов	3	1
343	и не может	1	1
344	и до наших	1	1
345	неразрывно связана с	1	1
346	в этом образе	3	1
347	такой же характер	1	1
348	века и в	1	1
349	эпизоде с великаном	1	1
350	что во время	1	1
351	самой природе его	1	1
352	раздваивается повернул налево	1	1
353	то время когда	1	1
354	i гл vi	1	1
355	тела и телесной	3	1
356	и своего единства	1	1
357	дошедшие до нас	1	1
358	сих пор не	1	1
359	и никак не	1	1
360	все те же	1	1
361	даже там где	1	1
362	объединения в одном	1	1
363	роль в нем	1	1
364	в них много	1	1
365	высоких материях и	1	1
366	тех же моментов	1	1
367	в неразрывном единстве	1	1
368	целом с ее	1	1
369	это самое подходящее	1	1
370	но и средневековой	1	1
371	индивидуального аспекта жизни	1	1
372	и том же	1	1
373	там где эта	1	1
374	как у всех	1	1
375	играют в нем	1	1
376	но кроме того	1	1
377	но в качестве	1	1
378	что в основе	1	1
379	процесс в его	1	1
380	еще и в	1	1
381	значительной мере и	1	1
382	в дальнейшем в	1	1
383	роль в романе	1	1
384	чем они были	1	1
385	и для других	1	1
386	но дело в	1	1
387	здесь вовсе не	1	1
388	то есть все	1	1
389	ii гл xv	1	1
390	не чувствует себя	1	1
391	эпизоде воспитания гаргантюа	1	1
392	всех филологов и	1	1
393	тех местах где	1	1
394	в аду и	1	1
395	в это время	1	1
396	в эпизоде воспитания	1	1
397	и ни грана	1	1
398	гаргантюа вместе с	1	1
399	непосредственным источником рабле	1	1
400	же время он	1	1
401	ручей протекающий у	1	1
402	вена раздваивается повернул	1	1
403	здесь в отличие	1	1
404	как бы в	2	1
405	то что в	1	1
406	между ними и	1	1
407	но и не	1	1
408	здесь и влияние	1	1
409	комедии дель арте	2	1
410	и это отношение	1	1
411	дается как бы	1	1
412	образ панурга но	1	1
413	всех этих форм	1	1
414	неразрывно связанные с	1	1
415	например в романе	1	1
416	и нигде не	1	1
417	в так называемой	1	1
418	и той же	1	1
419	в последующие века	2	1
420	xxvii и xxviii	1	1
421	и целый ряд	2	1
422	да и в	1	1
423	в индивидуальном и	1	1
424	во франции и	1	1
425	тем чем они	1	1
426	что он должен	1	1
427	это очень важно	2	1
428	сплошь во всех	1	1
429	и т.д здесь	1	1
430	и сплошь во	1	1
431	одна из самых	1	1
432	к самой природе	1	1
433	человеческое тело становится	1	1
434	большинстве случаев нет	1	1
435	мы не будем	1	1
436	вино и хлеб	2	1
437	жизни и исторического	1	1
438	эти образы глубоко	1	1
439	но вокруг этого	1	1
440	хотя и не	1	1
441	выходит здесь за	1	1
442	и в самой	1	1
443	выпадение прямой кишки	1	1
444	в одной из	2	1
445	на самом деле	4	1
446	тесно переплетается с	1	1
447	имеет в романе	1	1
448	между собою все	1	1
449	иной характер носит	1	1
450	но в несколько	1	1
451	другой стороны в	1	1
452	по всему роману	2	1
453	когда во время	1	1
454	и с точки	2	1
455	они есть и	1	1
456	они были в	1	1
457	вернемся к рабле	1	1
458	обжора и пьяница	1	1
459	оно ничего не	1	1
460	перестали быть тем	1	1
461	в отрыве от	2	1
462	в лучшем случае	1	1
463	в конце концов	1	1
464	подобно тому как	2	1
465	рабле в этом	2	1
466	мы находим у	1	1
467	связанный с ним	1	1
468	и труд и	1	1
469	в четвертой книге	3	1
470	средневековых представлений о	1	1
471	и исторического процесса	1	1
472	мир в котором	1	1
473	мы говорим здесь	1	1
474	рабле в его	1	1
475	целомудренной эфесской матроне	1	1
476	во все последующие	1	1
477	как мы видели	4	1
478	и так сказать	1	1
479	он не мог	1	1
480	хотя бы в	2	1
481	едят и пьют	1	1
482	между тем как	2	1
483	повернул налево и	1	1
484	брата жана и	2	1
485	мира а также	1	1
486	более глубокий и	1	1
487	на первый взгляд	1	1
488	переплетаются друг с	1	1
489	или иной форме	1	1
490	выражений связанных с	1	1
491	и речи о	1	1
492	не могло не	2	1
493	в этом выражении	1	1
494	что от его	1	1
495	видит в нем	1	1
496	уже говорили что	1	1
497	так как все	1	1
498	др все эти	1	1
499	в разных местах	2	1
500	одной и той	1	1
