N	3gram	Potebnia_M	KulturaY
1	и т п	4	93
2	и т д	6	42
3	для того чтобы	4	38
4	с точки зрения	3	36
5	в том что	18	33
6	можно было бы	1	25
7	тем не менее	10	19
8	во всяком случае	7	19
9	с другой стороны	7	17
10	до сих пор	5	14
11	по отношению к	13	13
12	по крайней мере	6	13
13	только потому что	3	13
14	в связи с	2	12
15	не может быть	11	11
16	в этом отношении	1	11
17	в этом смысле	4	10
18	о том что	1	10
19	вместе с тем	1	9
20	не в том	6	8
21	само по себе	6	8
22	на самом деле	2	8
23	не только в	3	8
24	мере в какой	1	7
25	в той мере	1	7
26	той мере в	1	7
27	т п и	1	7
28	в том случае	1	7
29	до тех пор	1	7
30	в свою очередь	8	7
31	и тем не	1	7
32	только в том	7	7
33	с одной стороны	6	7
34	после того как	3	7
35	в отличие от	1	6
36	то же время	3	6
37	только тогда когда	5	6
38	этой точки зрения	1	6
39	было бы сказать	1	6
40	в то же	3	6
41	не говоря уже	1	6
42	что же до	1	6
43	говоря уже о	1	5
44	с этой точки	2	5
45	так и в	5	5
46	более или менее	6	5
47	на мой взгляд	1	5
48	сплошь да рядом	1	5
49	и в этом	7	5
50	но все же	2	5
51	что же касается	1	5
52	не потому что	1	5
53	на этот вопрос	2	5
54	как мы видели	1	5
55	лишь в том	1	4
56	то же в	2	4
57	д и т	1	4
58	мы говорим о	1	4
59	потому что как	3	4
60	сам по себе	5	4
61	том что он	1	4
62	в первом случае	1	4
63	смысле этого слова	3	4
64	и того же	6	4
65	а в том	4	4
66	к тому что	2	4
67	одного и того	6	4
68	в том и	2	4
69	т д и	1	4
70	и потому что	2	4
71	на то что	3	4
72	заключается в том	1	4
73	т п а	1	4
74	только то что	1	4
75	точно так же	1	4
76	так же как	1	4
77	именно в том	1	4
78	о том как	1	3
79	и тогда когда	1	3
80	в таком случае	4	3
81	нужно было бы	1	3
82	потому что не	5	3
83	того что в	1	3
84	в наше время	1	3
85	с тем что	4	3
86	не то что	1	3
87	уже о том	1	3
88	сама по себе	4	3
89	не только для	2	3
90	то тем самым	2	3
91	мере того как	6	3
92	от того что	5	3
93	в том смысле	7	3
94	мы увидим что	3	3
95	по мере того	6	3
96	и не в	1	3
97	не только потому	1	3
98	в то время	3	3
99	что язык есть	5	3
100	в противном случае	3	3
101	прежде всего следует	1	3
102	состоит не в	1	3
103	при этом что	1	3
104	что и в	4	3
105	только для того	1	3
106	со стороны говорящего	1	3
107	не могут быть	5	3
108	том случае если	1	3
109	вряд ли нужно	1	3
110	обратить внимание на	2	3
111	но с другой	3	3
112	потому что я	1	2
113	в применении к	3	2
114	том смысле что	2	2
115	а следовательно и	1	2
116	но если это	1	2
117	можно себе представить	2	2
118	в большинстве случаев	1	2
119	в каждом из	1	2
120	того что они	2	2
121	и в таком	2	2
122	у нас в	1	2
123	в собственном смысле	2	2
124	по себе не	3	2
125	говорить и о	1	2
126	язык как на	2	2
127	и в других	1	2
128	и тот же	1	2
129	потому что она	1	2
130	потому что в	5	2
131	друг от друга	3	2
132	этого слова и	1	2
133	что в них	1	2
134	но даже и	1	2
135	от слова в	1	2
136	может быть только	2	2
137	сами по себе	8	2
138	мы знаем что	1	2
139	выйти за пределы	1	2
140	ничего общего с	1	2
141	лишь в той	1	2
142	чтобы показать что	1	2
143	между тем как	1	2
144	по себе они	1	2
145	потому что оно	1	2
146	т д не	1	2
147	ли в этом	1	2
148	оставляя в стороне	1	2
149	а не с	1	2
150	и там где	1	2
151	том что оно	1	2
152	показать в чем	2	2
153	бы то ни	2	2
154	из того что	2	2
155	и в том	3	2
156	что не все	1	2
157	быть не может	2	2
158	в одном из	2	2
159	того как мы	2	2
160	и то не	1	2
161	а так как	3	2
162	что в языке	2	2
163	только после того	1	2
164	такие случаи когда	1	2
165	потому что так	1	2
166	один и тот	1	2
167	внутренняя форма слова	1	2
168	то что мы	2	2
169	и той же	3	2
170	по сравнению с	1	2
171	на язык как	3	2
172	таким образом в	3	2
173	внимание на те	1	2
174	мы видели выше	1	2
175	мы тем не	1	2
176	не что иное	2	2
177	что мы имеем	1	2
178	может быть не	4	2
179	что если бы	1	2
180	того как они	1	2
181	одной и той	3	2
182	мы не знаем	1	2
183	тогда когда в	1	2
184	не языка а	1	2
185	от того как	1	2
186	на первых порах	1	2
187	так потому что	1	2
188	что иное как	2	2
189	и с этой	2	2
190	это потому что	1	2
191	как и всякая	1	2
192	если бы не	3	2
193	объяснение было бы	1	1
194	как одно из	1	1
195	бы отказаться от	1	1
196	оно не имеет	2	1
197	в ближайшей связи	1	1
198	не могла бы	2	1
199	несмотря на их	1	1
200	все то что	2	1
201	во многих других	1	1
202	о которой мы	2	1
203	не иначе как	2	1
204	себе еще не	1	1
205	не могло бы	2	1
206	и на все	1	1
207	потому что есть	1	1
208	с логикой и	1	1
209	между словом и	1	1
210	то что он	1	1
211	будет видно из	1	1
212	на том что	1	1
213	что ничего не	1	1
214	следует рассматривать как	1	1
215	так язык есть	1	1
216	и в нашем	1	1
217	того или другого	1	1
218	в языке можно	1	1
219	то вопрос о	1	1
220	она могла бы	1	1
221	того что она	1	1
222	если они не	1	1
223	и независимо от	2	1
224	на него внимание	1	1
225	история языка должна	1	1
226	невозможно влияние произвола	1	1
227	таким же образом	1	1
228	можно и должно	1	1
229	и все это	1	1
230	во что бы	1	1
231	вслед за тем	1	1
232	на вопрос о	1	1
233	тогда когда мы	1	1
234	в полной силе	1	1
235	звуки и что	1	1
236	том же языке	1	1
237	и грамматических форм	1	1
238	что само по	1	1
239	то это не	2	1
240	смысле в каком	5	1
241	свою очередь есть	1	1
242	что они значат	1	1
243	во втором случае	1	1
244	том что язык	1	1
245	но самое это	1	1
246	языка не есть	1	1
247	но не только	1	1
248	т д в	1	1
249	может быть передан	1	1
250	может быть совершенно	1	1
251	все более и	2	1
252	не следует что	1	1
253	несправедливо будто на	1	1
254	не для того	1	1
255	уже с самого	2	1
256	как мы видим	1	1
257	отдельных звуков и	1	1
258	же что в	2	1
259	по себе еще	1	1
260	в языке в	1	1
261	что само слово	2	1
262	так как на	1	1
263	о значении слова	1	1
264	если бы в	1	1
265	в этих примерах	1	1
266	не понимает слова	1	1
267	потому что новые	1	1
268	не о том	1	1
269	к языку и	1	1
270	в языке и	1	1
271	и тем самым	2	1
272	во многих случаях	2	1
273	видно уже что	1	1
274	если б не	2	1
275	каждом из этих	1	1
276	так как во	2	1
277	имеют для нас	1	1
278	языком а язык	1	1
279	не только не	2	1
280	и во многих	1	1
281	не имеет ничего	1	1
282	связанные с этим	2	1
283	то ни было	1	1
284	несмотря на все	1	1
285	по себе и	2	1
286	и понимания язык	2	1
287	языка или же	1	1
288	и вопрос о	1	1
289	есть одна из	1	1
290	в этих последних	1	1
291	до того что	1	1
292	вслед за этим	1	1
293	с тех пор	1	1
294	с незапамятных времен	1	1
295	не нуждается в	2	1
296	лицом к лицу	1	1
297	что смысл слова	1	1
298	языка и т	1	1
299	в одном случае	1	1
300	языка а не	1	1
301	отношении его к	1	1
302	одном и том	3	1
303	для нас в	1	1
304	было бы ошибочно	1	1
305	что на деле	1	1
306	все без исключения	1	1
307	но это не	2	1
308	что для нас	1	1
309	что в последнем	1	1
310	говорят же люди	1	1
311	было бы так	1	1
312	для нас те	2	1
313	ни для кого	2	1
314	языка таким образом	1	1
315	все же есть	1	1
316	и в этой	1	1
317	и не может	1	1
318	то ни стало	1	1
319	языка должна быть	1	1
320	в них не	2	1
321	себя и для	1	1
322	может и не	1	1
323	в истории языка	1	1
324	и в разговоре	1	1
325	как невозможно соловью	1	1
326	а один из	1	1
327	предмет лингвистики так	1	1
328	с тем же	1	1
329	наука о языке	1	1
