N	3gram	Vygotskiy_	RusskieA
1	в том что	41	49
2	состоит в том	4	29
3	тем не менее	6	14
4	в этом случае	4	12
5	вместе с тем	11	11
6	о том что	3	10
7	том что в	3	9
8	в том чтобы	2	9
9	для того чтобы	14	8
10	в данном случае	1	8
11	подобно тому как	1	8
12	как мы увидим	2	7
13	мы не можем	2	7
14	не может быть	5	6
15	во многих случаях	1	6
16	по этому поводу	4	6
17	как мы видели	4	6
18	так же как	9	6
19	после того как	1	6
20	это показывает что	1	5
21	в связи с	8	5
22	к тому что	1	5
23	мы видели что	4	5
24	не что иное	2	4
25	том что это	1	4
26	как мы уже	3	4
27	в отличие от	8	4
28	не только на	1	4
29	что в этом	1	4
30	что иное как	2	4
31	в то время	5	4
32	можно было бы	8	4
33	во всяком случае	10	4
34	один из них	1	4
35	это имеет место	1	3
36	по отношению к	3	3
37	может рассматриваться как	1	3
38	по своему происхождению	1	3
39	в какой степени	2	3
40	более или менее	3	3
41	до сих пор	3	3
42	с тем и	4	3
43	же как и	6	3
44	и в том	1	3
45	в свою очередь	3	3
46	на то что	5	3
47	с точки зрения	11	3
48	к выводу что	2	3
49	приводит нас к	1	3
50	здесь мы имеем	2	3
51	все же не	2	3
52	далеко не все	1	3
53	как это имеет	1	3
54	и что в	2	3
55	с тем что	4	3
56	друг к другу	1	3
57	до того как	1	2
58	они представляют собой	1	2
59	о том как	1	2
60	выше мы видели	1	2
61	приводят нас к	1	2
62	мы увидим ниже	1	2
63	в течение всего	1	2
64	нет никаких данных	1	2
65	друг с другом	10	2
66	ничего общего с	2	2
67	с и сл	1	2
68	том что на	1	2
69	мы должны будем	1	2
70	так как это	2	2
71	так как они	2	2
72	но все же	1	2
73	что в первый	1	2
74	не только у	2	2
75	с другой стороны	5	2
76	но так как	2	2
77	мы увидим не	1	2
78	и у нас	1	2
79	не связаны с	1	2
80	между собой в	1	2
81	мы увидим что	1	2
82	ту или иную	1	2
83	могут рассматриваться как	1	2
84	как и в	3	2
85	можно сказать что	1	2
86	в этом и	2	2
87	и остаются на	1	2
88	во всем этом	1	2
89	ни одна из	1	2
90	не только в	1	2
91	во всех этих	1	2
92	и в этом	2	2
93	но тем не	1	2
94	всяком случае не	1	2
95	так как в	2	2
96	в таком виде	1	2
97	и в некоторых	1	2
98	с одной стороны	8	2
99	в этом отношении	9	2
100	и связанные с	1	2
101	с этого момента	1	2
102	в человеческом обществе	1	1
103	угол в избе	2	1
104	имеет совершенно другой	1	1
105	как это вытекает	1	1
106	выступают в роли	1	1
107	в том же	1	1
108	и как бы	2	1
109	а не на	1	1
110	во многих других	1	1
111	этого слова в	1	1
112	мы наблюдаем в	1	1
113	на том основании	1	1
