N	3gram	Bakhtin_Pr	Psycholo
1	в том что	3	78
2	для того чтобы	2	70
3	на то что	1	55
4	в самом деле	3	51
5	и т п	13	37
6	то же самое	2	31
7	с точки зрения	6	29
8	с одной стороны	3	28
9	все то что	3	23
10	не может быть	11	23
11	до сих пор	1	23
12	и т д	1	22
13	и в самом	1	22
14	к тому что	1	20
15	с другой стороны	4	20
16	на самом деле	3	17
17	в то время	1	14
18	в этом отношении	2	14
19	можно было бы	3	13
20	и в этом	1	13
21	то время как	1	13
22	в конечном счете	4	11
23	то что в	1	11
24	по сравнению с	1	11
25	в художественном произведении	4	11
26	подобно тому как	1	11
27	не в том	1	10
28	сами по себе	1	10
29	в отличие от	5	9
30	в данном случае	4	9
31	в том и	1	9
32	и как бы	1	8
33	смысле этого слова	1	8
34	с тем что	1	8
35	о которых мы	1	7
36	на этот вопрос	1	7
37	в этом смысле	3	7
38	если бы мы	1	7
39	в свою очередь	1	7
40	в какой мере	2	7
41	можно сказать что	2	7
42	именно то что	1	7
43	как и в	1	7
44	и может быть	1	6
45	не что иное	1	6
46	никогда не может	2	6
47	тем не менее	3	6
48	по себе не	1	6
49	и в том	1	6
50	того или иного	2	6
51	не только в	2	6
52	что иное как	1	6
53	о том как	1	5
54	приходится иметь дело	2	5
55	ни в какой	1	5
56	не было бы	1	5
57	и в частности	2	5
58	и во всех	2	5
59	в том смысле	1	5
60	в лучшем случае	2	5
61	в применении к	3	4
62	а между тем	1	4
63	в настоящее время	1	4
64	а в том	1	4
65	имеет дело с	4	4
66	таким образом и	1	4
67	ясно что в	1	4
68	таким образом в	1	4
69	то есть к	1	4
70	вопрос о том	1	4
71	это имеет место	1	4
72	то или иное	2	4
73	формы и содержания	2	4
74	не для того	1	4
75	и не может	2	4
76	то есть в	1	4
77	именно в том	1	4
78	это и есть	1	4
79	в основе своей	3	4
80	в том как	1	3
81	и в другом	1	3
82	дело идет о	1	3
83	по аналогии с	1	3
84	и мы можем	1	3
85	по отношению к	19	3
86	дело в том	1	3
