N	3gram	Bakhtin_Fr	Marksizm
1	с точки зрения	4	46
2	в самом деле	3	19
3	по отношению к	3	15
4	то же время	12	15
5	в то же	12	15
6	в том что	4	14
7	в связи с	2	14
8	до сих пор	3	11
9	с самого начала	1	10
10	в большинстве случаев	9	9
11	одного и того	1	9
12	и того же	1	9
13	но в то	3	9
14	в настоящее время	1	8
15	то же самое	1	8
16	до настоящего времени	1	7
17	смысле этого слова	1	7
18	с другой стороны	2	7
19	в свою очередь	3	7
20	как мы уже	4	6
21	на самом деле	1	6
22	во всяком случае	1	6
23	с одной стороны	3	6
24	самом же деле	1	5
25	на самом же	1	5
26	той или иной	1	5
27	как мы видели	4	5
28	в этом отношении	3	5
29	вполне понятно что	2	4
30	мы уже знаем	1	4
31	в первом случае	1	4
32	как мы сказали	1	4
33	и прежде всего	2	4
34	в неразрывной связи	1	4
35	но все же	1	4
36	оно ни было	2	4
37	о том что	4	4
38	лишь там где	1	4
39	том что он	1	4
40	в той или	1	3
41	неразрывной связи с	1	3
42	не только в	1	3
43	в применении к	1	3
44	и тем же	1	3
45	одной стороны и	1	3
46	в том числе	4	3
47	более или менее	3	3
48	а не наоборот	1	3
49	в конце концов	5	3
50	том числе и	2	3
51	и до настоящего	1	3
52	и т.п в	2	3
53	в значительной степени	3	3
54	и в этом	1	3
55	нет места для	1	3
56	но и в	2	3
57	на первый план	2	3
58	и не в	1	3
59	и что это	1	3
60	на этот вопрос	1	3
61	одним и тем	1	3
62	можно было бы	2	3
63	в следующей главе	6	3
64	в этой главе	1	2
65	до известной степени	1	2
66	в этом смысле	1	2
67	именно здесь в	1	2
68	мы говорили о	1	2
69	друг от друга	1	2
70	так и в	3	2
71	мы видели что	1	2
72	ничего общего с	1	2
73	здесь же в	1	2
74	в данном случае	1	2
75	в том или	2	2
76	к тому же	1	2
77	мы полагаем что	1	2
78	в его целом	2	2
79	и в том	1	2
80	со всех сторон	2	2
81	в эпоху возрождения	1	2
82	чувствует себя в	1	2
83	к нему и	1	2
84	и в особенности	1	2
85	том или ином	2	2
86	одного поколения к	1	2
87	как и в	2	2
88	обратное влияние на	1	2
89	а следовательно и	2	2
90	со всеми ее	1	2
91	в чем же	2	2
92	таким образом в	2	2
93	поколения к другому	1	2
94	находит свое выражение	1	2
95	в достаточной степени	1	2
96	как и все	1	2
97	есть прежде всего	1	2
98	с тем что	1	2
99	как мы увидим	2	2
100	в широком смысле	1	2
101	от одного поколения	1	2
102	и в самом	1	2
103	в нем и	1	2
104	является одним из	1	2
105	это и есть	1	2
106	прежде всего в	4	2
107	является таким образом	1	1
108	как и во	1	1
109	того как он	2	1
110	имеет в виду	1	1
111	все то что	3	1
112	в более или	2	1
113	уже указывали что	2	1
114	и это не	1	1
115	нужно прибавить что	1	1
116	хлеб и вино	1	1
117	формы и виды	1	1
118	в приведенном нами	2	1
119	увидим в следующей	1	1
120	что в каждом	1	1
121	то что он	1	1
122	одна из разновидностей	1	1
123	в этом процессе	1	1
124	уже знакомый нам	1	1
125	о чем мы	1	1
126	и в другом	1	1
127	как и его	1	1
128	как бы оно	1	1
129	можно прямо сказать	1	1
130	гуманитарных наук и	1	1
131	до наших дней	2	1
132	в предыдущей главе	2	1
133	в процессе борьбы	1	1
134	в том же	1	1
135	это не есть	1	1
136	еще тем что	1	1
137	и в языке	1	1
138	как бы изнутри	1	1
139	в языке как	1	1
140	свидетельствует о том	2	1
141	в строгом смысле	1	1
142	может стать и	2	1
143	но есть и	1	1
144	и не имеет	1	1
145	но в одном	1	1
146	сам по себе	2	1
147	рядом с этим	2	1
148	не имеет значения	1	1
149	мы остановимся на	1	1
150	начало и конец	1	1
151	в одной плоскости	3	1
152	и в более	1	1
153	в себе самом	1	1
154	хотя и в	2	1
155	мы уже указывали	2	1
