N	2gram	Bakhtin_Pr	Narrotol
1	не только	9	62
2	и не	42	50
3	при этом	5	47
4	но и	9	45
5	а не	5	38
6	в частности	2	31
7	может быть	26	30
8	и в	38	30
9	в том	8	29
10	в этом	15	28
11	том что	3	28
12	а в	6	27
13	только в	13	25
14	в данном	4	24
15	как и	7	24
16	не в	7	23
17	то что	8	23
18	то есть	46	22
19	не может	27	20
20	в себе	4	17
21	данном случае	4	17
22	так и	5	17
23	а также	1	17
24	в его	43	16
25	к тому	1	15
26	можно сказать	2	15
27	но в	4	15
28	и его	16	14
29	то же	5	13
30	в своей	7	13
31	уже не	1	13
32	о том	4	13
33	в своем	5	13
34	все же	6	12
35	на протяжении	1	12
36	как в	4	12
37	как бы	22	12
38	прежде всего	13	12
39	по отношению	21	11
40	к себе	2	11
41	хотя и	3	11
42	в мире	3	11
43	если бы	3	11
44	и тем	3	11
45	в этой	1	11
46	в нем	15	11
47	жизни в	1	11
48	в отличие	5	11
49	отличие от	5	11
50	тем самым	4	11
51	отношению к	19	11
52	никогда не	5	10
53	точки зрения	8	10
54	между тем	7	10
55	как это	2	10
56	в то	4	10
57	и все	3	10
58	не является	3	10
59	жизни и	1	10
60	с его	2	10
61	ничего не	6	10
62	того что	2	10
63	но не	12	10
64	тем не	3	9
65	той или	2	9
66	я в	1	9
67	столь же	2	9
68	отнюдь не	19	9
69	что в	7	9
70	с ним	5	9
71	что он	2	9
72	еще не	7	9
73	для него	1	9
74	далеко не	5	9
75	в той	1	8
76	и к	3	8
77	в самом	7	8
78	в таком	3	8
79	о чем	1	8
80	не менее	4	8
81	одна из	2	8
82	он не	3	8
83	и он	2	8
84	самом деле	6	8
85	того чтобы	2	8
86	мы имеем	2	8
87	же время	3	8
88	и для	11	8
89	этом отношении	2	8
90	у нас	2	8
91	или иной	2	8
92	в принципе	1	7
93	имеет место	5	7
94	в котором	2	7
95	с другой	7	7
96	едва ли	3	7
97	в ее	4	7
98	на себя	1	7
99	в чем	2	7
100	и на	3	7
101	в форме	4	7
102	в свою	2	7
103	это не	5	7
104	в глазах	1	7
105	или в	2	7
106	также и	3	7
107	в ней	4	7
108	в целом	3	7
109	все что	3	6
110	в результате	1	6
111	например в	3	6
112	сказать что	4	6
113	в нашем	4	6
114	на него	3	6
115	имеем дело	3	6
116	о ней	1	6
117	то в	1	6
118	что у	1	6
119	с одной	3	6
120	что и	2	6
121	в конечном	4	6
122	не могла	1	6
123	в современной	2	6
124	однако в	1	6
125	во втором	1	6
126	таким образом	10	6
127	к его	2	6
128	в слове	3	6
129	в сознании	1	6
130	здесь не	4	6
131	они не	3	6
132	слова в	7	6
133	одной стороны	3	6
134	событие и	3	6
135	на то	2	6
136	вплоть до	1	6
137	человеческой жизни	1	5
138	только что	1	5
139	дело с	6	5
140	в своих	2	5
141	и даже	3	5
142	именно в	1	5
143	мира и	1	5
144	свою очередь	1	5
145	в другом	2	5
146	для того	2	5
147	не всегда	6	5
148	может служить	1	5
149	в одном	1	5
150	точка зрения	3	5
151	себя в	2	5
152	из них	1	5
153	к нему	10	5
154	бы и	1	5
155	не было	2	5
156	но для	1	5
157	я не	2	5
158	человек в	2	5
159	по поводу	2	5
160	и от	3	5
161	с ее	1	5
162	и здесь	2	5
163	что это	2	5
164	подобно тому	1	5
165	и у	2	5
166	с ними	4	5
167	да и	3	5
168	о котором	2	5
169	том как	2	5
170	вследствие этого	3	5
171	было бы	8	5
172	и уже	1	5
173	для нее	8	5
