N	3gram	Propp_Isto	Formalny
1	не может быть	8	29
2	на самом деле	2	21
3	и т д	35	19
4	и т п	1	18
5	в связи с	5	16
6	по отношению к	6	12
7	в этом отношении	1	11
8	бы то ни	2	10
9	в зависимости от	3	10
10	в большинстве случаев	4	9
11	с другой стороны	7	9
12	для того чтобы	1	8
13	до сих пор	11	8
14	вместе с тем	7	8
15	с одной стороны	7	8
16	более или менее	5	7
17	того или иного	1	7
18	сами по себе	1	7
19	то ни было	2	7
20	в высшей степени	1	7
21	и в этом	1	7
22	в том что	6	6
23	с тем что	3	6
24	сам по себе	1	6
25	не только не	1	6
26	смысле этого слова	1	6
27	одной стороны и	1	5
28	к тому чтобы	1	5
29	в этом смысле	1	5
30	в отличие от	3	5
31	к тому что	1	5
32	в значительной степени	1	5
33	до известной степени	1	5
34	прежде всего в	1	5
35	мы не можем	3	5
36	тем не менее	7	4
37	не в том	1	4
38	не могут быть	1	4
39	но все же	7	4
40	но и в	4	4
41	подобно тому как	3	4
42	с самого начала	4	4
43	хотя бы в	1	4
44	и не могут	1	4
45	в нем и	1	4
46	сводится к тому	1	4
47	и тот же	2	3
48	мы уже знаем	3	3
49	обстоит дело с	2	3
50	так или иначе	1	3
51	друг с другом	3	3
52	не только на	2	3
53	то же что	1	3
54	вместо того чтобы	2	3
55	можно говорить о	1	3
56	уже знаем что	2	3
57	то же самое	3	3
58	самом же деле	1	3
59	только то что	1	3
60	на самом же	1	3
61	равно как и	1	3
62	при таком положении	1	3
63	в ней и	1	3
64	в том чтобы	1	3
65	а не как	1	3
66	потому что он	2	3
67	один и тот	2	3
68	мы увидим что	8	3
69	в противном случае	1	3
70	но в то	1	3
71	как мы увидим	2	3
72	т е в	1	3
73	и социальной жизни	1	2
74	т е его	1	2
75	по себе а	2	2
76	но оно не	1	2
77	о том как	2	2
78	это приводит к	1	2
79	но все эти	1	2
80	они должны были	3	2
81	т е она	1	2
82	должно было бы	1	2
83	мы не найдем	1	2
84	говоря уже о	1	2
85	вовсе не в	1	2
86	друг от друга	1	2
87	но и с	1	2
88	только тем что	1	2
89	так и с	1	2
90	в том случае	1	2
91	именно потому что	1	2
92	иметь в виду	2	2
93	тех или иных	1	2
94	и прежде всего	1	2
95	не было и	1	2
96	в отдельности и	1	2
97	и пр в	1	2
98	в своей книге	1	2
99	только в связи	1	2
100	так же и	2	2
101	и здесь не	1	2
102	может быть только	1	2
103	мы видели что	3	2
104	лишь тогда когда	1	2
105	связаны между собой	1	2
106	это не так	1	2
107	в связи со	1	2
108	один из возможных	1	2
109	в это время	2	2
110	и нисколько не	1	2
111	какой бы то	1	2
112	как один из	2	2
113	на этот вопрос	2	2
114	т е с	2	2
115	не говоря уже	1	2
116	со всех сторон	4	2
117	в одной из	1	2
118	но уже в	1	2
119	в какой это	1	2
120	да и не	1	2
121	дело в том	3	2
122	и в какой	1	2
123	не только в	5	2
124	так же как	6	2
125	они никогда не	2	2
126	мы имеем в	4	2
127	и между ними	1	2
128	в этом случае	3	2
129	в виду что	1	2
130	дело не в	2	2
131	и глубже чем	1	2
132	что и в	1	2
133	со стороны его	1	2
134	ее т е	1	2
135	что он не	4	1
136	не связан с	1	1
137	всего этого не	1	1
138	она никогда не	1	1
139	а для нас	1	1
140	что не мешает	1	1
141	и пр каждый	1	1
142	не входят в	1	1
143	но вместе с	1	1
144	ложные представления о	1	1
145	это значило бы	1	1
146	по себе но	1	1
147	какой это диктуется	1	1
148	сюжет или мотив	1	1
149	можем сказать что	1	1
150	то что он	1	1
151	в том как	1	1
152	и многие другие	1	1
153	том отношении что	1	1
154	ее и этим	1	1
155	мы здесь не	1	1
156	и пр необходимо	1	1
157	и связанные с	1	1
158	в частности например	1	1
159	влечет за собой	2	1
160	и др но	1	1
161	часто встречается в	1	1
162	что они не	1	1
163	не значит что	1	1
164	ни к каким	1	1
165	в своем развитии	1	1
166	мы еще не	1	1
167	в какой степени	1	1
168	так например в	5	1
169	и должен быть	2	1
170	они не могут	1	1
171	органической связи с	1	1
172	но они не	3	1
173	и то же	1	1
174	именно из этого	1	1
175	друг на друга	1	1
176	это не значит	1	1
177	что он был	1	1
178	уже потому что	1	1
179	мы знаем что	7	1
180	и в конце	1	1
181	еще указать на	1	1
182	мы можем сказать	1	1
183	что он в	1	1
184	так и по	1	1
185	прежде всего мы	1	1
186	это конечно не	2	1
187	сказка как таковая	1	1
188	могут быть выделены	1	1
189	в то что	1	1
190	если бы в	1	1
191	в этой книге	1	1
192	и вместе с	2	1
193	жизнь в доме	1	1
194	что в этом	1	1
195	все же сами	1	1
196	в одном месте	2	1
197	по себе не	1	1
198	таким образом в	1	1
199	до тех пор	1	1
200	ситуация при которой	1	1
201	и в нем	2	1
202	есть не что	2	1
203	чем иным как	1	1
204	с обратным знаком	1	1
205	и в пределах	1	1
206	же и в	1	1
207	для нас важны	1	1
208	то же происходит	2	1
209	может быть понят	1	1
210	к какому выводу	1	1
211	бы быть и	1	1
212	работа никогда не	1	1
213	возникает вопрос о	1	1
214	не только с	1	1
215	по этому поводу	2	1
216	ни к какому	1	1
217	то мы можем	1	1
218	все это не	1	1
219	это значит что	1	1
220	связанные с ними	1	1
221	но и непосредственно	1	1
222	а не только	1	1
223	мы видим что	12	1
224	в чистом виде	2	1
225	в этих случаях	10	1
226	должен был быть	1	1
227	таким образом мы	3	1
228	и тем не	2	1
229	нам важно установить	1	1
230	за то что	2	1
231	но он не	1	1
232	отца к сыну	1	1
233	является не только	1	1
234	это может быть	2	1
235	большей или меньшей	2	1
236	глубока и широка	1	1
237	происходит и в	1	1
238	на своем пути	1	1
239	тем что в	1	1
240	и зависит от	1	1
241	мы видим не	1	1
242	но и здесь	1	1
243	на то что	5	1
244	и может быть	1	1
245	не непосредственно а	1	1
246	мере того как	4	1
247	некоторые изменения и	1	1
248	и пр то	1	1
249	сказать что и	1	1
250	в сторону от	1	1
251	каждый из этих	1	1
252	и в особенности	1	1
253	может быть даже	1	1
254	о том что	5	1
255	что формы эти	1	1
256	так же обстоит	2	1
257	ясно что это	1	1
258	мы обратимся к	2	1
259	а иногда и	1	1
260	по мере того	4	1
261	все дело в	1	1
262	в высшую степень	1	1
263	в действиях в	1	1
264	же обстоит дело	2	1
265	и состоит в	1	1
266	но столь же	1	1
267	и даже в	1	1
268	то что уже	1	1
269	что при этом	1	1
270	только в этом	1	1
271	в то время	3	1
272	что в это	1	1
273	нужно было бы	1	1
274	т е то	1	1
275	в этих работах	1	1
276	не столько с	1	1
277	в эту сторону	1	1
278	который должен был	1	1
279	все же не	2	1
280	может быть вполне	1	1
281	и в книге	1	1
282	еще один вопрос	1	1
283	не чем иным	1	1
284	и должно было	1	1
285	другой стороны в	1	1
286	не что иное	3	1
287	что иное как	3	1
288	никогда не скажет	1	1
289	они не стали	1	1
290	же именно в	1	1
291	очень близки к	1	1
292	вследствие этого и	1	1
293	между собой и	1	1
294	что там где	1	1
295	как одна из	1	1
296	во всех этих	1	1
297	глубже чем это	1	1
298	до конца и	1	1
299	говорит об этом	1	1
300	не сам по	1	1
301	не типична для	1	1
302	но тем не	1	1
303	в этой роли	2	1
304	но так как	2	1
305	в том отношении	1	1
306	же как и	1	1
307	мы наталкиваемся на	2	1
308	и здесь нет	2	1
309	мы знаем не	1	1
310	в других случаях	2	1
311	том что они	3	1
312	никогда не может	1	1
313	и потому в	1	1
314	в большей или	1	1
315	но есть еще	1	1
316	увидим что и	1	1
317	вне связи с	1	1
318	вопрос о том	2	1
319	именно так и	2	1
320	должен был бы	1	1
321	очень много но	2	1
322	и пр только	1	1
323	можно было бы	5	1
324	потому что они	1	1
325	чтобы вслед за	1	1
326	является не чем	1	1
327	материал должен быть	1	1
328	эти две формы	2	1
329	не мешает ему	1	1
