N	3gram	Vygotskiy_	Literetu
1	в том что	24	21
2	в то же	2	21
3	то же время	1	21
4	по отношению к	9	12
5	с одной стороны	7	12
6	не может быть	6	11
7	в данном случае	5	11
8	в отличие от	4	11
9	состоит в том	3	11
10	в конечном счете	2	10
11	о том что	4	10
12	в этом отношении	7	10
13	с точки зрения	31	8
14	с другой стороны	3	7
15	в том числе	2	6
16	к тому же	1	6
17	из того что	5	6
18	подобно тому как	2	6
19	не только в	2	6
20	едва ли не	3	6
21	с этой точки	4	5
22	тем не менее	4	5
23	в соответствии с	1	5
24	в том чтобы	1	5
25	этой точки зрения	4	5
26	прежде всего в	2	5
27	в силу своей	1	4
28	но при этом	1	4
29	по аналогии с	1	4
30	и тем самым	8	4
31	исходит из того	1	4
32	и то что	5	4
33	одной стороны и	4	3
34	в самом деле	4	3
35	в том же	3	3
36	ничего общего с	1	3
37	речь идет о	1	3
38	то же самое	11	3
39	той или иной	2	3
40	только в том	2	3
41	в свою очередь	3	3
42	на то что	5	3
43	на самом деле	2	3
44	но и не	3	3
45	во всяком случае	1	3
46	том числе и	2	3
47	но с другой	1	3
48	тех пор пока	1	2
49	в самом начале	5	2
50	отношению ко всему	1	2
51	для того чтобы	24	2
52	по отношению ко	1	2
53	и то же	3	2
54	все же в	1	2
55	в действительности же	1	2
56	и вместе с	2	2
57	не только не	11	2
58	потому что не	1	2
59	нет я не	1	2
60	в целом и	1	2
61	друг друга а	1	2
62	к тому что	10	2
63	в равной мере	2	2
64	в значительной степени	1	2
65	и одно из	1	2
66	по тем же	2	2
67	мы имеем дело	2	2
68	может и не	1	2
69	то что было	1	2
70	лишь тогда когда	1	2
71	вместе с тем	6	2
72	не удивительно что	1	2
73	но и в	1	2
74	до тех пор	1	2
75	а и в	1	2
76	одно и то	3	2
77	можно было бы	5	2
78	в этом случае	15	2
79	не менее важным	1	2
80	тем что он	1	2
81	в целом но	1	2
82	до самого конца	1	1
83	если б мы	1	1
84	в каком отношении	1	1
85	было сказано в	1	1
86	человека в то	1	1
87	они входят в	1	1
88	но то что	2	1
89	в чертог теней	1	1
90	что было сказано	1	1
91	что он не	1	1
92	речь а не	1	1
93	по себе но	1	1
94	тем самым к	2	1
95	в той мере	2	1
96	в большинстве случаев	2	1
97	одно из самых	1	1
98	но отнюдь не	1	1
99	то что в	1	1
100	в основе всех	1	1
101	мысль бесплотная в	1	1
102	в начале своего	1	1
103	чертог теней вернется	1	1
104	как на первом	1	1
