N	4gram	Vygotskiy_	Analitik
1	в то же время	1	14
2	состоит в том что	3	7
3	не что иное как	1	6
4	одного и того же	3	6
5	мы имеем дело с	1	5
6	есть не что иное	1	5
7	и не может быть	2	4
8	в том что он	2	4
9	одной и той же	5	3
10	той мере в какой	2	2
11	с этой точки зрения	4	2
12	в то же самое	1	2
13	в той мере в	2	2
14	который в свою очередь	1	2
15	то же самое время	1	2
16	нет и не может	2	2
17	в такой же мере	3	2
18	то же время в	1	2
19	представляет собой один из	1	2
20	заключается в том что	9	2
21	одно и то же	3	2
22	от элементов не утрачивают	1	1
23	простом первоначальном виде те	1	1
24	есть в сущности анализ	1	1
25	что те же самые	1	1
26	не утрачивают свойств присущих	1	1
27	разложения на элементы не	1	1
28	первоначальном виде те свойства	1	1
29	самом простом первоначальном виде	1	1
30	в этом случае в	2	1
31	элементов не утрачивают свойств	1	1
32	в свою очередь является	1	1
33	том и заключается что	1	1
34	последними такие продукты анализа	1	1
35	в себе в самом	1	1
36	у одного и того	1	1
37	до тех пор пока	1	1
38	в том смысле что	2	1
39	ради которых предпринимается анализ	1	1
40	в той же мере	2	1
41	и подлежащих объяснению но	1	1
42	в качестве одного из	1	1
43	целого ради которых предпринимается	1	1
44	в пределах одного и	1	1
45	себе в самом простом	1	1
46	состоит как раз в	1	1
47	в самом простом первоначальном	1	1
48	на самом же деле	1	1
49	такие продукты анализа которые	1	1
50	свойств присущих целому и	2	1
51	виде те свойства целого	1	1
52	внимание на то что	2	1
53	свойства целого ради которых	1	1
54	не есть в сущности	1	1
55	такой же мере как	2	1
56	подлежащих объяснению но содержат	1	1
57	в том и заключается	1	1
58	и вместе с тем	2	1
59	отличие от элементов не	1	1
60	только в том что	2	1
61	элементы не есть в	1	1
62	то же самое что	3	1
63	все это остается вне	1	1
64	те свойства целого ради	1	1
65	том что он не	1	1
66	и там и здесь	1	1
67	в том числе и	2	1
68	пределах одного и того	1	1
69	к разрешению конкретных проблем	1	1
70	в отличие от элементов	1	1
71	методом разложения на элементы	2	1
72	несмотря на то что	1	1
73	как это имеет место	1	1
74	утрачивают свойств присущих целому	1	1
75	на единицы понимая под	1	1
76	содержат в себе в	1	1
77	в сущности анализ в	1	1
78	в ответ на вопрос	1	1
79	но с другой стороны	1	1
80	целому и подлежащих объяснению	1	1
81	же самое что и	1	1
82	связи и отношения между	1	1
83	в собственном смысле слова	1	1
84	во всей своей полноте	1	1
85	присущих целому и подлежащих	1	1
86	исходит из того что	1	1
87	приводит к тому что	3	1
88	анализ в собственном смысле	1	1
89	но содержат в себе	1	1
90	одним и тем же	2	1
91	в том что мы	1	1
92	и не совпадает с	2	1
93	объяснению но содержат в	1	1
94	сущности анализ в собственном	1	1
95	на элементы не есть	1	1
