N	2gram	Losev_Prob	OGranits
1	и в	48	13
2	и его	11	12
3	прежде всего	15	9
4	может быть	11	8
5	и не	29	8
6	не может	6	8
7	в его	19	7
8	и их	7	7
9	точки зрения	17	7
10	таким образом	20	6
11	не только	28	6
12	мы должны	1	6
13	только в	21	6
14	то что	26	6
15	как бы	10	6
16	в музыке	1	5
17	в поэзии	1	5
18	хотя бы	11	5
19	с точки	13	5
20	художественного произведения	1	5
21	все же	12	5
22	и наконец	4	5
23	в каждом	2	4
24	мы можем	5	4
25	не является	2	4
26	только и	9	4
27	мы не	7	4
28	то же	6	4
29	еще и	6	4
30	было бы	12	4
31	все это	8	4
32	в сознании	3	4
33	в своей	29	4
34	на фоне	2	4
35	в двух	1	4
36	тех пор	1	4
37	но в	17	4
38	вопроса о	1	4
39	г в	1	3
40	с этим	3	3
41	что в	12	3
42	и то	6	3
43	только путем	1	3
44	со всей	2	3
45	в искусстве	2	3
46	и уже	2	3
47	так и	15	3
48	не как	3	3
49	в одном	6	3
50	не столько	1	3
51	за пределы	1	3
52	отношению к	2	3
53	по отношению	2	3
54	превращается в	1	3
55	в их	4	3
56	при анализе	2	3
57	в ее	6	3
58	здесь мы	2	3
59	самом деле	3	3
60	не в	16	3
61	в которой	7	3
62	для целей	2	3
63	и все	12	3
64	общего с	2	3
65	но для	2	3
66	в себе	7	3
67	так как	10	3
68	я хочу	1	3
69	да и	5	3
70	но и	21	3
71	и для	11	3
72	как и	10	3
73	ничего общего	6	3
74	никогда не	7	3
75	в области	3	2
76	своего рода	1	2
77	в самом	7	2
78	во всем	5	2
79	нет ничего	3	2
80	и к	9	2
81	представляет себе	1	2
82	что они	4	2
83	того или	3	2
84	представим себе	1	2
85	иное как	3	2
86	в данном	6	2
87	мы уже	2	2
88	и этот	1	2
89	и наиболее	3	2
90	а как	2	2
91	в своих	3	2
92	в этом	31	2
93	что иное	3	2
94	в общем	1	2
95	в целях	3	2
96	данном случае	5	2
97	героя и	1	2
98	он только	1	2
99	с одной	5	2
100	мог бы	2	2
101	входит в	1	2
102	для себя	6	2
103	не чем	3	2
104	и при	2	2
105	одной стороны	5	2
106	и должно	1	2
107	который мы	1	2
108	в другом	6	2
109	мы считаем	1	2
110	при этом	6	2
111	несмотря на	7	2
112	между тем	2	2
113	в полном	1	2
114	для него	2	2
115	для поэта	1	2
116	и стиль	1	2
117	в этот	4	2
118	и тем	4	2
119	с помощью	2	2
120	смысле слова	12	2
121	те же	1	2
122	ее в	2	2
123	в том	25	2
124	в которую	1	2
125	с этой	4	2
126	что эта	3	2
127	и является	6	2
128	в тех	2	2
129	в отношении	8	2
130	но такое	1	2
131	вслед за	2	2
132	другой стороны	8	2
133	сознания и	1	2
134	во времени	1	2
135	не что	3	2
136	но так	2	2
137	не на	1	2
138	отношений между	1	2
139	от этого	4	2
140	так же	7	2
141	в них	5	2
142	самого начала	3	2
143	а в	8	2
144	в г	1	2
145	возражать против	2	2
146	если бы	2	2
147	мы понимаем	1	2
148	себе что	1	2
149	в ряд	3	2
150	от своего	1	2
151	а также	8	2
152	еще в	6	2
153	в ней	4	2
154	с самого	3	2
155	тем что	2	2
156	и др	1	2
157	могут быть	2	2
158	вовсе не	18	2
159	в действительности	1	2
160	между собою	2	2
161	может в	1	2
162	его на	3	2
163	чем иным	3	2
164	учение о	4	2
165	в связи	11	2
166	во всей	1	2
167	с ними	1	2
168	говорить об	1	2
169	все эти	12	2
170	с другой	8	2
171	как в	3	2
172	иным как	3	2
173	художественных произведений	1	2
174	не менее	8	2
175	нуждается в	2	2
176	не имеет	3	2
177	там где	1	2
178	том что	29	2
179	в нем	8	2
180	уже в	4	2
181	и следовательно	1	2
182	или иного	2	2
183	не мог	5	2
184	является уже	1	2
185	а не	7	2
186	всей своей	2	2
187	в чем	3	2
188	и ее	2	2
189	тот же	6	2
190	собственно говоря	1	2
191	к тому	7	2
192	слова и	1	2
193	бы в	2	2
194	символики и	1	2
195	в дальнейшем	7	1
196	в оценке	1	1
197	в особенности	1	1
198	борьбы и	1	1
199	но у	1	1
200	его к	2	1
201	науки о	1	1
202	как символа	8	1
203	всего в	1	1
204	только одно	1	1
205	мало что	1	1
206	себе в	2	1
207	на философию	1	1
208	поскольку она	1	1
209	в каждой	2	1
210	но мало	1	1
211	который является	2	1
212	но такой	1	1
213	нам вполне	1	1
214	целей а	1	1
215	одного автора	2	1
216	то он	2	1
217	не нашел	2	1
218	не зная	1	1
219	и превращения	1	1
220	эпохи не	1	1
221	французского просвещения	1	1
222	для всех	2	1
223	это конечно	2	1
224	который пытается	1	1
225	только к	1	1
226	и других	1	1
227	и он	5	1
228	является для	3	1
229	один из	2	1
230	можно установить	1	1
231	со времен	1	1
232	можно говорить	1	1
233	и здесь	1	1
234	бы несколько	1	1
235	художественного образа	4	1
236	образом мы	1	1
237	то это	1	1
238	она и	2	1
239	то само	1	1
240	вопрос о	2	1
241	что мы	4	1
242	же мотив	1	1
243	неподвижной и	2	1
244	на этом	1	1
245	только некоторые	1	1
246	они не	3	1
247	распознавание и	1	1
248	которую мы	2	1
249	является наиболее	2	1
250	строя и	1	1
251	мысль что	1	1
252	только что	2	1
253	само собой	3	1
254	в последнее	1	1
255	даже и	11	1
256	гнев и	1	1
257	которые не	1	1
258	указать на	1	1
259	должно быть	1	1
260	того как	5	1
261	если он	4	1
262	моменты в	1	1
263	сознание что	1	1
264	и уж	1	1
265	отсюда и	1	1
266	и который	4	1
267	не могу	1	1
268	и вот	1	1
269	этого а	1	1
270	на очень	1	1
271	на том	1	1
272	другими словами	3	1
273	теории литературы	1	1
274	такого рода	4	1
275	это все	2	1
276	эти слова	1	1
277	более или	1	1
278	внимание на	4	1
279	потому что	21	1
280	в значительной	3	1
281	на первом	3	1
282	но даже	6	1
283	того чтобы	3	1
284	и если	2	1
285	или иных	2	1
286	iii из	1	1
287	бы мы	1	1
288	однако было	1	1
289	ту или	1	1
290	и более	3	1
291	музыкального произведения	1	1
292	мы имеем	3	1
293	и у	8	1
294	также и	21	1
295	и речи	2	1
296	это и	4	1
297	уже у	6	1
298	для того	4	1
299	совсем не	4	1
300	мира это	1	1
301	тому что	2	1
302	и дает	1	1
303	xvii века	1	1
304	его за	2	1
305	представляет собою	3	1
306	под ним	1	1
307	и должна	1	1
308	которых он	1	1
309	и голос	1	1
310	он и	5	1
311	кто-нибудь станет	1	1
312	уже к	1	1
313	работы но	1	1
314	своей самостоятельной	1	1
