N	4gram	Propp_Isto	RusskieA
1	состоит в том что	1	26
2	но вместе с тем	2	3
3	так же как и	1	3
4	состоял в том что	1	3
5	но тем не менее	2	2
6	во всяком случае не	1	2
7	вместе с тем и	1	2
8	выводы можно сделать из	1	2
9	в тех случаях когда	6	2
10	это не значит что	1	2
11	как мы уже знаем	1	2
12	и т д и	1	2
13	с раздвинутыми ногами и	1	1
14	более или менее ясно	1	1
15	ясно во всяком случае	1	1
16	но все же она	1	1
17	а не кто-нибудь другой	1	1
18	точно так же в	1	1
19	как мы увидим ниже	1	1
20	ниже мы увидим что	1	1
21	не только у греков	1	1
22	и т д в	3	1
23	ее к себе в	1	1
24	одна и та же	1	1
25	и у других народов	1	1
26	только в том чтобы	1	1
27	важные для нас детали	1	1
28	в то время как	4	1
29	говорит о том что	1	1
30	о чем говорилось выше	1	1
31	о том что в	2	1
32	не только в том	1	1
33	материалы приводят нас к	1	1
34	т д т е	1	1
35	есть вместе с тем	1	1
36	животных и т д	1	1
37	и т д т	1	1
38	с одной стороны умерший	1	1
39	как уже указывалось выше	1	1
40	после того как все	1	1
41	в самую глухую полночь	1	1
42	в том что на	1	1
43	еще не все ясно	2	1
44	там же к этому	1	1
45	тем не менее это	1	1
46	мы можем предположить что	1	1
47	той лишь разницей что	1	1
48	это не совсем так	1	1
49	интерес представляет для нас	1	1
50	во всех этих случаях	6	1
51	ниже когда мы рассмотрим	1	1
52	с той лишь разницей	1	1
53	но в данном случае	1	1
54	это приводит нас к	1	1
55	один из самых распространенных	1	1
56	все же она не	1	1
