N	4gram	Vygotskiy_	Vvedenie
1	той мере в какой	1	6
2	в той мере в	1	6
3	в то же время	2	6
4	не что иное как	2	5
5	в широком смысле слова	1	4
6	на вопрос о том	1	4
7	и в самом деле	3	3
8	вопрос о том что	1	3
9	с одной стороны и	1	3
10	дело в том что	1	3
11	и тем не менее	2	3
12	есть не что иное	1	3
13	состоит в том что	1	2
14	с этой точки зрения	5	2
15	то же самое что	2	2
16	заключается в том что	7	2
17	по самой своей природе	1	2
18	одно и то же	1	2
19	одной и той же	5	2
20	одного и того же	1	2
21	и т д все	1	2
22	в том или ином	1	2
23	приходит к выводу что	2	1
24	т д все это	1	1
25	и для того чтобы	1	1
26	если принять во внимание	1	1
27	одном и том же	1	1
28	есть не самоцель а	1	1
29	и т д и	1	1
30	виде в каком он	1	1
31	в том что он	1	1
32	могло бы составить предмет	1	1
33	представление о том что	2	1
34	до тех пор пока	2	1
35	было бы сказать что	1	1
36	в связи с этим	1	1
37	в том смысле что	1	1
38	в чем же заключаются	1	1
39	то же самое и	2	1
40	бы то ни было	1	1
41	и т д при	1	1
42	в центр своего внимания	2	1
43	в зависимости от того	1	1
44	но вместе с тем	1	1
45	в отличие от других	1	1
46	же самое что и	2	1
47	и до наших дней	1	1
48	и т д мы	1	1
49	заключается в том чтобы	4	1
50	в собственном смысле слова	2	1
51	что в этом отношении	2	1
52	и в конце концов	1	1
53	для того чтобы сделать	1	1
54	в том что в	1	1
55	нужно принять во внимание	1	1
56	в том виде как	1	1
57	точно так же как	3	1
