N	3gram	Propp_Isto	VerxiiNi
1	вместе с тем	6	8
2	с одной стороны	11	7
3	с точки зрения	1	6
4	во всяком случае	3	6
5	друг с другом	1	5
6	а с другой	1	5
7	до сих пор	4	5
8	для того чтобы	1	5
9	более или менее	3	5
10	и вместе с	3	4
11	но все же	3	4
12	о том что	9	4
13	к тому же	1	4
14	в том что	7	3
15	так же как	4	3
16	всяком случае не	1	3
17	в связи с	1	3
18	точно так же	2	3
19	а так как	1	3
20	тем не менее	4	3
21	так или иначе	2	3
22	и потому что	1	2
23	с тем и	1	2
24	между этими двумя	1	2
25	то что он	1	2
26	на то что	1	2
27	но вместе с	2	2
28	то ни было	1	2
29	этой точки зрения	3	2
30	мы должны признать	1	2
31	то же самое	1	2
32	с тех пор	1	2
33	можно сказать что	1	2
34	бы то ни	1	2
35	влечет за собой	1	2
36	с этой точки	3	2
37	друг на друга	2	2
38	но все это	1	2
39	таким образом если	1	2
40	как бы то	1	2
41	мы видели что	4	1
42	не совсем так	1	1
43	начинается с того	3	1
44	сами по себе	1	1
45	мире как о	1	1
46	так и в	3	1
47	и некоторые другие	1	1
48	ближайшем рассмотрении оказывается	1	1
49	нельзя сказать чтобы	1	1
50	у него в	1	1
51	что оно имеет	1	1
52	с представлением о	2	1
53	а после смерти	1	1
54	совершенно ясно что	1	1
55	сказать что в	1	1
56	и тот же	1	1
57	все эти черты	1	1
58	смысле этого слова	1	1
59	ни один из	1	1
60	о его существовании	1	1
61	но при ближайшем	1	1
62	в этом направлении	1	1
63	он как бы	1	1
64	тем что в	1	1
65	мы видим что	4	1
66	от них в	1	1
67	не может быть	5	1
68	магической силы и	1	1
69	по отношению к	3	1
70	в нем царит	1	1
71	так как по	1	1
72	в данном случае	7	1
73	мы имеем в	7	1
74	а в том	2	1
75	после того как	4	1
76	в себе не	1	1
77	с ней и	1	1
78	в прямом смысле	1	1
79	похожи друг на	2	1
80	один и тот	1	1
81	на задний план	1	1
82	характер состязания в	3	1
83	сам он не	1	1
84	что все эти	1	1
85	с тем что	2	1
86	его уже не	1	1
87	что связано с	1	1
88	в самом деле	1	1
89	она живет в	1	1
90	но далеко не	1	1
91	и даже там	1	1
92	в общих чертах	1	1
93	при ближайшем рассмотрении	1	1
94	но с другой	1	1
95	состоит в том	1	1
96	совершенно так же	1	1
97	и что он	2	1
98	только то что	1	1
99	что мы знаем	1	1
100	лицом к лицу	1	1
101	как бы в	1	1
102	с другой стороны	17	1
103	тесную связь между	1	1
104	мы уже говорили	1	1
105	но тем не	2	1
106	даже там где	2	1
107	о том как	3	1
108	всяком случае в	1	1
109	все что связано	1	1
110	рассмотрении оказывается что	1	1
111	в то время	4	1
112	обстоит дело с	1	1
113	очень много но	1	1
114	что и в	3	1
115	физическая сила и	1	1
116	все же есть	1	1
117	в которых он	1	1
