N	4gram	Vygotskiy_	Problema
1	не что иное как	2	14
2	ни в каком случае	1	12
3	в то время как	5	12
4	есть не что иное	1	11
5	мы должны сказать что	2	8
6	не чем иным как	1	7
7	заключается в том что	16	6
8	бы то ни было	1	6
9	в том виде как	3	5
10	не имеют ничего общего	1	5
11	в том смысле что	2	5
12	одним и тем же	4	4
13	в собственном смысле слова	3	4
14	одно и то же	6	4
15	указывает на то что	1	4
16	и с точки зрения	1	4
17	в буквальном смысле слова	1	4
18	во всяком случае не	1	4
19	если мы скажем что	1	4
20	в том числе и	3	4
21	в связи с этим	2	4
22	так же как и	6	4
23	одного и того же	5	3
24	как мы видели выше	1	3
25	и вместе с тем	2	3
26	как мы увидим ниже	1	3
27	с этой точки зрения	4	3
28	с одной стороны и	1	3
29	в том что он	1	3
30	но тем не менее	1	2
31	не только то что	1	2
32	не выходит за пределы	1	2
33	все более и более	1	2
34	с точки зрения логики	1	2
35	в том что в	3	2
36	одной и той же	5	2
37	один и тот же	6	2
38	а вместе с тем	1	2
39	и в связи с	1	2
40	заключается в том чтобы	2	2
41	ничем не отличается от	1	2
42	один из них не	1	2
43	уже содержит в себе	1	2
44	в связи с этой	1	2
45	к тому или иному	3	2
46	только в том что	4	2
47	в связи с той	1	2
48	если принять во внимание	2	2
49	ни один из них	1	2
50	имеют ничего общего с	1	2
51	все больше и больше	1	2
52	само по себе не	1	1
53	то что мы в	1	1
54	с нашей точки зрения	2	1
55	между внешним и внутренним	1	1
56	можно было бы с	1	1
57	с той или иной	1	1
58	том смысле как мы	1	1
59	связи с той или	1	1
60	в том смысле как	1	1
61	мы не могли бы	1	1
62	точки зрения диалектической логики	2	1
63	между тем и другим	1	1
64	оно во всяком случае	1	1
65	с ним ни в	1	1
66	ни в какой степени	2	1
67	не потому что оно	1	1
68	в том что они	2	1
69	в такой же мере	1	1
70	точки зрения логики и	1	1
71	в виду не столько	1	1
72	и то же в	1	1
73	развития человеческого общества но	1	1
74	то время как в	1	1
75	содержания и формы в	1	1
76	самом деле для нас	1	1
77	в силу которого он	1	1
78	и тем же словом	3	1
79	виде как мы его	1	1
80	выступает на первый план	1	1
81	в этом случае наше	1	1
82	которой можно было бы	1	1
83	это понятие еще не	1	1
84	в этом отношении не	1	1
85	с другой стороны он	1	1
86	и частного к общему	1	1
87	которое вместе с тем	1	1
88	том виде как его	1	1
89	в том что мы	1	1
90	о которой мы говорили	1	1
91	и на этот раз	1	1
92	состоит в том что	4	1
93	и того же типа	1	1
94	как мы говорили выше	1	1
95	исторического развития человеческого общества	1	1
96	в силу того что	2	1
97	в том случае если	2	1
98	его к тому или	2	1
99	для того чтобы они	1	1
100	не только потому что	1	1
101	том виде как мы	1	1
102	на то что в	1	1
103	но на этот раз	1	1
104	ни при каких условиях	2	1
105	является то обстоятельство что	3	1
106	между внешней и внутренней	1	1
107	в зависимости от тех	1	1
108	общего к частному и	3	1
109	таким же образом как	1	1
110	и тот же предмет	5	1
111	когда мы говорим о	1	1
112	то время как другие	1	1
113	связаны между собой и	1	1
114	в связи с тем	1	1
115	даже если бы мы	1	1
116	одном и том же	2	1
117	и во многих других	1	1
118	лежащих в его основе	1	1
119	вместе с тем и	4	1
120	и в результате этого	1	1
121	мы никогда не можем	1	1
122	не сами по себе	1	1
123	то и другое имеет	1	1
124	представление о том что	1	1
125	на первый план в	1	1
126	с одной стороны он	1	1
127	возможным только потому что	1	1
128	не подлежит никакому сомнению	2	1
129	не содержит в себе	1	1
130	что они указывают на	2	1
131	во всех этих случаях	1	1
132	нас в том что	2	1
133	оно заключается в том	1	1
134	и то что мы	1	1
135	и в этом смысле	1	1
136	с точки зрения диалектической	2	1
137	тому или иному предмету	2	1
138	на том основании что	1	1
139	в самом деле если	1	1
