N	2gram	Tiupa_Narr	KFilosof
1	может быть	24	45
2	в его	12	42
3	в нем	9	32
4	не может	16	29
5	и не	34	28
6	и в	22	28
7	в бытии	1	26
8	по отношению	5	26
9	в котором	3	24
10	отношению к	5	22
11	в себе	14	21
12	только в	23	18
13	и его	12	18
14	в своем	7	17
15	в ее	4	17
16	а не	27	17
17	в этом	23	15
18	для него	8	13
19	не в	12	13
20	точки зрения	8	13
21	к нему	5	12
22	ни в	1	12
23	но не	7	12
24	в своей	8	11
25	все эти	3	11
26	во всех	2	11
27	соотнесении с	1	11
28	все это	1	10
29	это не	6	10
30	в едином	2	10
31	с точки	2	10
32	и есть	1	10
33	бытия и	1	10
34	от себя	1	10
35	и для	4	10
36	в целом	5	10
37	в их	1	9
38	и все	7	9
39	но и	39	9
40	как бы	11	9
41	для нее	2	9
42	не было	3	8
43	если бы	9	8
44	быть только	1	8
45	в мире	8	8
46	со стороны	14	8
47	было бы	2	8
48	лишь в	3	8
49	в себя	3	8
50	жизни и	7	8
51	себя в	4	8
52	во всем	1	7
53	и здесь	3	7
54	этот момент	1	7
55	что и	3	7
56	должен быть	1	7
57	вовсе не	2	7
58	уже не	11	7
59	совершенно не	1	7
60	то что	14	7
61	для себя	3	7
62	момент в	1	7
63	и только	2	7
64	отнюдь не	6	7
65	ее и	1	6
66	должно быть	1	6
67	только изнутри	1	6
68	отвлечении от	1	6
69	но все	1	6
70	я не	5	6
71	не имеет	3	6
72	и я	1	6
73	единственной жизни	1	6
74	в том	20	6
75	отношение к	2	6
76	место в	3	6
77	действительного мира	1	6
78	он не	8	6
79	но это	2	6
80	мира в	4	6
81	от его	2	5
82	в событии	3	5
83	то же	12	5
84	мы имеем	6	5
85	не только	50	5
86	мира но	1	5
87	с ним	6	5
88	но как	3	5
89	его в	1	5
90	не знает	2	5
91	в основе	1	5
92	но в	10	5
93	именно в	5	5
94	но ведь	1	5
95	как и	15	5
96	все же	10	5
97	жизни в	7	5
98	бытия но	1	5
99	еще не	6	5
100	мир где	1	5
101	что я	4	5
102	хотя бы	4	5
103	в одном	5	5
104	а в	19	5
105	его как	2	5
106	жизни как	2	5
107	в контексте	1	5
108	в отвлечении	1	5
109	событие в	5	5
110	там где	1	5
111	бытия в	2	5
112	никогда не	8	5
113	что в	6	4
114	нему в	1	4
115	должна быть	2	4
116	при этом	31	4
117	ни было	1	4
118	что это	4	4
119	о нем	5	4
120	не как	1	4
121	для нас	2	4
122	прежде всего	7	4
123	но изнутри	1	4
124	с другим	2	4
125	в своих	2	4
126	с ними	5	4
127	мира и	2	4
128	том что	15	4
129	в чем	3	4
130	в каком	1	4
131	могло бы	3	4
132	моей жизни	3	4
133	входит в	2	4
134	нисколько не	1	4
135	могла бы	1	4
136	не по	5	4
137	между тем	5	4
138	здесь мы	1	4
139	времени и	9	4
140	тем самым	9	4
141	чем не	1	4
142	и т.д	7	4
143	к ним	2	4
144	единственном и	1	4
145	быть в	2	4
