N	2gram	Losev_Prob	StatiiOP
1	в и	2	145
2	и в	64	103
3	в том	19	89
4	том что	26	77
5	в этом	30	76
6	что в	21	74
7	не только	37	60
8	и т	13	51
9	о том	25	47
10	у пушкина	2	46
11	но и	23	46
12	то что	72	44
13	что он	11	42
14	в его	12	42
15	и не	63	41
16	может быть	29	38
17	т е	2	33
18	пушкина и	1	33
19	было бы	16	32
20	т д	12	32
21	в этой	14	31
22	вовсе не	60	31
23	тем что	10	29
24	все это	11	29
25	таким образом	9	28
26	а в	7	27
27	а не	21	27
28	но в	19	26
29	что это	4	25
30	так и	17	25
31	этом отношении	2	24
32	и его	3	24
33	все же	7	23
34	точки зрения	5	23
35	не в	6	23
36	так что	12	23
37	потому что	24	23
38	для того	10	22
39	в которой	2	22
40	как в	5	22
41	того что	18	22
42	прежде всего	17	22
43	у нас	31	22
44	в области	8	22
45	и пр	4	21
46	того чтобы	10	21
47	до сих	6	20
48	это не	7	20
49	в своей	8	19
50	г в	2	19
51	сих пор	6	19
52	т п	1	19
53	в то	7	19
54	только в	19	19
55	в котором	5	18
56	с другой	8	18
57	он не	5	18
58	об этом	10	18
59	не может	18	18
60	в самом	10	17
61	в году	1	17
62	как на	3	17
63	между прочим	3	17
64	самом деле	10	17
65	в россии	1	17
66	как бы	18	17
67	в данном	16	17
68	в этих	7	16
69	с этим	7	16
70	сказать что	33	16
71	можно было	8	16
72	если бы	8	16
73	в ней	1	16
74	другой стороны	7	15
75	с тем	6	15
76	как и	7	15
77	по поводу	6	15
78	из этих	5	15
79	я не	1	15
80	и на	11	15
81	например в	2	15
82	в отношении	7	15
83	как раз	20	15
84	для него	2	15
85	также и	22	15
86	то же	10	14
87	но все	5	14
88	так например	2	14
89	к тому	5	14
90	с точки	3	14
91	между тем	3	14
92	и что	21	14
93	была бы	2	14
94	в течение	1	14
95	в той	2	13
96	именно в	5	13
97	во всяком	18	13
98	в своем	7	13
99	из них	3	13
100	в качестве	3	13
101	а с	1	13
102	в конце	13	13
103	в нем	14	13
104	в языке	13	13
105	вместе с	4	13
106	со стороны	2	13
107	всяком случае	11	13
108	но это	11	13
109	дело в	3	13
110	жизни и	1	13
111	тому что	6	13
112	в своих	3	12
113	не менее	26	12
114	хотя бы	15	12
115	что у	1	12
116	обстоятельство что	1	12
117	ни в	13	12
118	так как	16	12
119	что они	5	12
120	в них	8	11
121	в другом	2	11
122	никогда не	8	11
123	не было	7	11
124	ясно что	7	11
125	и с	12	11
126	и по	3	11
127	того как	3	11
128	вопрос о	4	11
129	все эти	15	11
130	это было	3	11
131	то обстоятельство	1	11
132	на то	12	11
133	кроме того	7	10
134	в виду	10	10
135	речь идет	2	10
136	так же	12	10
137	в целом	1	10
138	что такое	23	10
139	что и	2	10
140	xix века	1	10
141	это слово	1	10
142	но он	3	10
143	во всех	9	10
144	в каком	7	10
145	в истории	6	10
146	ничего не	20	10
147	на самом	9	10
148	но не	13	10
149	в частности	5	10
150	в начале	1	10
151	и к	2	9
152	с этой	1	9
153	говорит о	4	9
154	можно сказать	9	9
155	он был	2	9
156	говорит что	1	9
157	внимание на	4	9
158	несмотря на	6	9
159	его жизни	1	9
160	и это	13	9
161	в чем	3	9
162	в каждом	1	9
163	и тем	16	9
164	что эта	2	9
165	во время	1	9
166	не является	12	9
167	такого рода	20	9
168	времени и	1	9
169	что же	18	9
170	и для	10	9
171	для нас	11	9
172	что мы	23	9
173	по этому	6	9
174	место в	2	9
175	но ведь	6	8
176	и об	1	8
177	в результате	6	8
178	и даже	19	8
179	по его	3	8
180	что она	8	8
181	к этому	1	8
182	связи с	8	8
183	одним из	2	8
184	действующих лиц	2	8
185	и др	2	8
186	могут быть	2	8
187	в общем	5	8
188	к сожалению	6	8
189	нужно сказать	3	8
190	должен был	1	8
191	заключается в	2	8
192	в которых	4	8
193	не имеет	8	8
194	тем не	25	8
195	совершенно не	7	8
196	и более	4	8
197	мы имеем	3	8
198	при помощи	21	8
199	статьи в	1	8
200	той же	2	8
201	до конца	1	8
202	в их	7	8
203	а также	6	8
204	в какой	1	8
205	дело не	1	8
206	отношение к	1	8
207	и о	11	8
208	такой же	1	8
209	это в	3	8
210	с которыми	4	7
211	и очень	3	7
212	о чем	11	7
213	по себе	20	7
214	года в	2	7
215	представление о	6	7
216	отличается от	2	7
217	в это	2	7
218	а а	6	7
219	уже о	5	7
220	пушкина что	2	7
221	не мог	1	7
222	не просто	30	7
223	того же	3	7
224	гораздо более	6	7
225	на почве	2	7
226	в ее	3	7
227	что все	9	7
228	это очень	1	7
229	в эту	2	7
230	кажется что	2	7
231	как это	7	7
232	что для	4	7
233	из этого	2	7
234	во втором	1	7
235	то в	6	7
236	и то	15	7
237	нет никакого	1	7
238	то время	2	7
239	можно назвать	1	7
240	том как	2	7
241	еще не	18	7
242	еще и	9	7
243	что здесь	4	7
244	одной из	1	7
245	на этот	3	7
246	связан с	1	7
247	этой области	5	7
248	данном случае	10	7
249	уже в	6	7
250	мы находим	2	7
251	в виде	20	7
252	но с	2	7
253	что этот	2	7
254	тем более	13	7
255	не все	4	7
256	с самого	3	7
257	конце концов	11	7
258	факт что	1	7
259	этому поводу	5	7
260	лишь в	4	7
261	вплоть до	1	7
262	что за	1	6
263	случае в	1	6
264	же и	4	6
265	на его	2	6
266	в некоторых	1	6
267	одно из	2	6
268	вот что	1	6
269	и сам	3	6
270	в жизни	3	6
271	говорить о	14	6
272	несколько примеров	1	6
273	даже в	2	6
274	ни одного	1	6
275	в отдельных	1	6
276	крайней мере	8	6
277	к нему	5	6
278	только не	4	6
279	отношения между	2	6
280	время как	2	6
281	же как	2	6
282	о которых	6	6
283	этом смысле	8	6
284	этот вопрос	2	6
285	его как	2	6
286	в себе	16	6
287	и языка	1	6
288	и здесь	8	6
289	из которых	2	6
290	и все	9	6
291	в в	2	6
292	в известном	1	6
293	по крайней	8	6
294	языка и	5	6
295	в значении	2	6
296	обратить внимание	3	6
297	тем же	2	6
298	и во	4	6
299	что я	1	6
300	говорил что	1	6
301	с его	3	6
302	что с	2	6
303	мы не	6	6
304	ни на	5	6
305	независимо от	2	6
306	по существу	2	6
307	и я	1	6
308	должен быть	1	6
309	в одной	1	6
310	и вообще	13	6
311	этих двух	2	6
312	еще до	1	6
313	в литературном	1	6
314	что на	4	6
315	нас не	5	5
316	которая была	1	5
317	своей статье	1	5
318	при этом	8	5
319	не как	2	5
320	давно уже	1	5
321	на эту	2	5
322	уже не	9	5
