N	3gram	Vygotskiy_	Mirosoze
1	не может быть	4	28
2	в том что	33	9
3	но он не	5	9
4	для того чтобы	20	7
5	в высшей степени	3	7
6	вместе с тем	4	6
7	о том что	7	6
8	есть прежде всего	1	6
9	друг к другу	3	6
10	до сих пор	3	5
11	и вместе с	1	5
12	что и в	1	5
13	но и в	1	5
14	мы увидим что	1	5
15	должно привести к	1	5
16	не было бы	1	5
17	прежде всего в	1	5
18	после того как	1	5
19	что он не	3	4
20	не способен к	1	4
21	по отношению к	19	4
22	его отношение к	3	4
23	потому что в	4	4
24	в конце концов	2	4
25	от того что	6	4
26	на то что	5	4
27	в то время	4	4
28	не что иное	2	4
29	потому что он	7	4
30	можно было бы	8	4
31	то время как	4	4
32	что иное как	2	4
33	он никогда не	1	3
34	она никогда не	1	3
35	для этого необходимо	1	3
36	потому что она	1	3
37	как бы не	1	3
38	том что он	3	3
39	и никогда не	1	3
40	есть не что	2	3
41	не может не	3	3
42	к тому что	5	3
43	а не только	1	3
44	по своему значению	2	3
45	по сравнению с	9	3
46	это значит что	4	3
47	и той же	3	3
48	одной и той	3	3
49	и ничего не	1	3
50	так же как	9	3
51	не до конца	2	3
52	же как и	2	3
53	с тем что	3	3
54	во всяком случае	2	3
55	это не значит	1	2
56	смысле этого слова	2	2
57	в этом направлении	1	2
58	не только в	1	2
59	но это и	1	2
60	как и во	1	2
61	лежит в основе	2	2
62	дальше и глубже	1	2
63	он сам не	1	2
64	две стороны одной	1	2
65	и в конце	1	2
66	все более и	3	2
67	именно потому что	3	2
68	в ней нет	1	2
69	том что в	2	2
70	это означает что	1	2
71	что это не	1	2
72	к которому он	1	2
73	имел в виду	1	2
74	и не может	3	2
75	и во всяком	1	2
76	тем что в	1	2
77	стороны одной и	1	2
78	и те же	1	2
79	и только в	1	2
80	и ту же	1	2
81	в том смысле	1	2
82	в себе и	1	2
83	может не быть	1	2
84	к тому чтобы	4	2
85	более и более	3	2
86	тот и другой	1	2
87	он не знает	1	2
88	у нас на	1	2
89	подобно тому как	6	2
90	не могут быть	3	2
91	оно не может	1	2
92	все равно что	1	2
93	по своей природе	2	2
94	как бы в	1	2
95	в этом отношении	7	2
96	и толстой и	1	1
97	в вопросе о	3	1
98	в самом начале	2	1
99	мере в какой	3	1
100	должна быть в	1	1
101	иное отношение к	3	1
102	как и на	1	1
103	в тот момент	4	1
104	том смысле что	1	1
105	в той мере	3	1
106	отвечает не на	1	1
107	как же это	1	1
108	на том что	1	1
109	он доходит до	1	1
110	и тогда когда	1	1
111	не менее чем	1	1
112	на одной и	1	1
113	он мог бы	1	1
114	не знает что	3	1
115	одни и те	1	1
116	смысле слова для	1	1
117	в этот период	3	1
118	что они не	1	1
119	в самом деле	6	1
120	для этого нужно	1	1
121	нет у него	1	1
122	он говорит что	1	1
123	я не знаю	1	1
124	не значит что	1	1
125	когда мы говорим	2	1
126	они не могут	1	1
127	привести к тому	1	1
128	не знает и	1	1
129	то в чем	5	1
130	но и с	1	1
131	друг на друга	2	1
132	должно быть поставлено	2	1
133	что он был	1	1
134	сам по себе	1	1
135	друг с другом	10	1
136	то же что	1	1
137	со всеми своими	1	1
138	отношению к этим	1	1
139	что он в	1	1
140	к которому прибегает	1	1
141	речь идет о	1	1
142	в зависимости от	2	1
143	он не способен	1	1
144	вместо того чтобы	5	1
145	в момент когда	1	1
146	между этими двумя	2	1
147	занимает центральное место	1	1
148	и тем самым	3	1
149	об отношении между	1	1
150	в противоречии с	1	1
151	в отличие от	3	1
152	не только те	1	1
153	тех случаях когда	1	1
154	той мере в	3	1
155	и по отношению	1	1
156	в котором она	1	1
157	его не только	1	1
158	себя и не	1	1
159	мы хотели бы	1	1
160	он принадлежит к	1	1
161	по прямой линии	1	1
162	было бы назвать	1	1
163	с другой стороны	8	1
164	с психологической точки	1	1
165	и всю свою	1	1
166	только тогда когда	2	1
167	в той же	3	1
168	в тех случаях	1	1
169	раз и навсегда	1	1
170	он так же	1	1
171	психологической точки зрения	2	1
172	привести и к	1	1
173	в них есть	1	1
174	которые не могут	1	1
175	как будет видно	1	1
176	той или иной	1	1
177	и как бы	1	1
178	не только для	1	1
179	вообще не существует	1	1
180	и отношение к	1	1
181	но не может	1	1
182	в этом деле	1	1
183	но и это	1	1
184	одним из самых	1	1
185	мы видим в	2	1
186	это не так	1	1
187	мы говорим что	2	1
188	с точки зрения	12	1
189	с того что	2	1
190	а не как	2	1
191	имеем в виду	1	1
192	имеют своей собственной	1	1
193	же о чем	1	1
194	идет дальше и	1	1
195	что совершается в	1	1
196	приводит нас к	3	1
197	в то же	1	1
198	ни на что	1	1
199	никогда не мог	1	1
200	бы установить что	1	1
201	на высшую ступень	7	1
202	на самом деле	3	1
203	я не могу	1	1
204	того как он	2	1
205	тому как в	3	1
206	до которых она	1	1
207	что если бы	1	1
208	мы имеем в	1	1
209	к другу как	1	1
210	сомневаться в том	1	1
211	хотя бы в	2	1
212	точки зрения так	1	1
213	того чтобы сделать	2	1
214	она лежит в	1	1
215	это приводит нас	1	1
216	и все же	1	1
217	еще в высшей	1	1
218	того же самого	4	1
219	совершается переход от	1	1
220	которые не имеют	1	1
221	с одной стороны	10	1
222	он может в	1	1
223	у нас нет	1	1
224	или потому что	1	1
225	не имеют своей	1	1
226	на эту тему	1	1
227	сама по себе	4	1
228	это было бы	1	1
