N	2gram	Voloshinov	DiskursI
1	а не	1	60
2	может быть	1	56
3	не только	1	49
4	и в	3	49
5	и не	1	44
6	но и	1	35
7	не может	4	27
8	то же	1	17
9	точки зрения	1	16
10	в его	1	15
11	не менее	1	14
12	для него	1	13
13	и на	1	12
14	и все	1	12
15	же время	1	10
16	в то	1	9
17	художественного целого	1	9
18	к тому	1	8
19	если в	2	8
20	с точки	1	6
21	в особенности	1	6
22	исходя из	1	5
23	по своим	1	5
24	несмотря на	1	5
25	во второй	1	5
26	один из	2	5
27	в ней	1	5
28	из этих	1	5
29	общения и	2	4
30	связи с	1	4
31	можно назвать	1	4
32	на примере	1	4
33	может и	1	4
34	в лингвистике	1	3
35	литературного произведения	1	3
36	событий и	1	3
37	без учета	1	2
38	о литературе	1	2
39	деятельности в	1	2
40	ситуации и	1	2
41	с другими	1	2
42	в каждом	1	2
43	в языке	1	2
44	и должно	1	2
45	если бы	1	2
46	влияния на	1	2
47	тех же	1	2
48	может не	1	2
49	ни один	1	2
50	персонажей и	1	2
51	тому что	1	1
52	язык как	1	1
53	его от	1	1
54	к историческому	1	1
55	как искусство	1	1
56	русской литературы	1	1
57	в системе	1	1
58	своих теоретических	1	1
59	книги о	1	1
60	вопрос что	1	1
61	бы в	1	1
62	риторические жанры	1	1
63	в противоположную	1	1
64	и поэтика	1	1
65	нет и	1	1
66	он в	1	1
67	бы на	1	1
68	понимания этого	1	1
69	и тому	1	1
70	с теми	1	1
71	первая часть	1	1
72	теоретических высказываний	1	1
73	с самых	1	1
74	художественного произведения	1	1
