N	3gram	Propp_Isto	NovoeSre
1	не может быть	4	4
2	подобно тому как	3	3
3	в средние века	2	3
4	он не имеет	1	2
5	вместе с тем	1	2
6	равно как и	1	2
7	так же как	7	2
8	большую роль в	1	2
9	что в нем	1	2
10	с одной стороны	2	2
11	с другой стороны	10	2
12	она не может	1	2
13	сами по себе	1	1
14	в том что	8	1
15	до сих пор	7	1
16	хотя и в	1	1
17	будет сказать что	1	1
18	тому как в	1	1
19	в такой же	1	1
20	и к ней	1	1
21	в зависимости от	1	1
22	можно было бы	2	1
23	и вместе с	1	1
24	то что он	1	1
25	в свою противоположность	1	1
26	не только в	3	1
27	но и в	2	1
28	в большинстве случаев	2	1
29	эти слова в	1	1
30	в том смысле	1	1
31	как это делали	1	1
32	так и должно	1	1
33	и трудно будет	1	1
34	о том что	3	1
35	же как и	3	1
36	что в этом	1	1
37	поставлен вопрос о	1	1
38	наряду с этим	2	1
39	как и в	2	1
40	а не с	1	1
41	во всяком случае	2	1
42	в том числе	1	1
43	совершенно так же	4	1
44	на них нельзя	1	1
45	одна из сторон	1	1
46	в то время	2	1
47	это и есть	2	1
48	но наряду с	1	1
49	то время как	2	1
50	у него как	1	1
51	и в большинстве	1	1
52	о том чтобы	1	1
53	вполне возможно что	1	1
54	и не может	1	1
