N	2gram	Vygotskiy_	VeschiIm
1	имя вещи	1	85
2	не есть	4	79
3	и не	27	57
4	не только	36	48
5	то что	40	48
6	не может	23	46
7	и в	47	45
8	вещи и	2	40
9	и есть	4	40
10	и т	1	39
11	может быть	20	39
12	а не	7	37
13	значит что	1	32
14	это значит	1	30
15	что я	1	26
16	потому что	26	25
17	не просто	1	24
18	было бы	12	24
19	только в	24	23
20	по себе	5	23
21	что она	8	23
22	в себе	14	23
23	сказать что	18	22
24	в смысле	9	22
25	и что	14	22
26	как бы	13	20
27	что такое	2	20
28	и следовательно	8	20
29	что это	7	19
30	что же	3	19
31	но и	19	19
32	и ее	3	19
33	в этом	47	18
34	вещь и	1	18
35	все же	7	18
36	есть только	3	18
37	так как	25	17
38	что мы	14	17
39	прежде всего	9	17
40	и это	2	17
41	есть не	3	17
42	таким образом	38	16
43	оно есть	5	16
44	того что	27	16
45	как раз	6	16
46	как и	19	15
47	уже не	1	15
48	в том	38	15
49	в ней	5	15
50	но это	4	14
51	и то	10	14
52	сущности и	1	14
53	не в	7	14
54	в самом	15	13
55	том что	28	13
56	и больше	2	13
57	есть и	1	13
58	и для	5	13
59	а и	2	13
60	это и	7	13
61	в себя	4	13
62	что в	23	12
63	и с	5	12
64	то же	16	12
65	и даже	3	12
66	есть нечто	1	12
67	есть то	4	12
68	о том	5	12
69	еще не	5	12
70	не что	1	12
71	если мы	6	12
72	точки зрения	39	12
73	но если	5	12
74	она есть	2	12
75	ничего не	2	12
76	что они	11	12
77	что иное	1	12
78	совершенно не	2	12
79	что и	4	12
80	и как	7	12
81	вещей и	1	12
82	если она	1	12
83	иное как	1	12
84	и их	7	11
85	содержит в	4	11
86	не менее	6	11
87	и пр	1	11
88	общение с	1	11
89	еще и	1	11
90	тем не	4	11
91	ни в	3	11
92	что не	2	11
93	вовсе не	3	11
94	также и	2	11
95	в то	10	11
96	и только	7	11
97	вещи не	1	11
98	учение об	1	10
99	в чем	5	10
100	что оно	9	10
101	ясно что	4	10
102	вещь не	1	10
103	с ее	2	10
104	есть ли	1	10
105	с ним	5	9
106	в результате	3	9
107	то и	5	9
108	говорить о	1	9
109	явление и	1	9
110	в своем	3	9
111	должно быть	3	9
112	это не	6	9
113	у нас	3	9
114	но что	2	9
115	бы в	7	9
116	если оно	2	9
117	ли это	1	9
118	она не	7	9
119	другими словами	1	9
120	так что	8	9
121	но не	13	9
122	на то	5	9
123	и его	14	9
124	это есть	6	8
125	если бы	8	8
126	с тем	8	8
127	что он	13	8
128	себя и	2	8
129	другими вещами	1	8
130	отличается от	6	8
131	в свете	9	8
132	по сравнению	23	8
133	но в	9	8
134	мы не	10	8
135	мы имеем	3	8
136	для него	6	8
137	в ее	7	8
138	все это	5	8
139	с другими	5	8
140	в отношении	9	8
141	его в	7	8
142	только и	5	8
143	и потому	3	8
144	не с	3	8
145	с другой	7	8
146	можно сказать	9	8
147	что есть	2	8
148	отнюдь не	2	8
149	есть вещь	1	7
150	с этой	5	7
151	в сущности	16	7
152	то не	1	7
153	оно не	3	7
154	самом деле	6	7
155	вещь в	1	7
156	все эти	7	7
157	тем что	14	7
158	сравнению с	21	7
159	в действительности	3	7
160	относится к	5	7
161	и тогда	3	7
162	слова и	10	7
163	не потому	1	7
164	можно ли	2	7
165	без всякого	2	7
166	мог бы	6	7
167	никак не	5	7
168	вообще не	6	7
169	сама по	1	7
170	я не	3	7
171	есть именно	1	7
172	и тем	10	7
173	от того	6	7
174	а в	3	7
175	из них	2	7
176	необходимо чтобы	2	7
177	в той	7	6
178	с полной	1	6
179	для себя	24	6
180	в разных	6	6
181	мы говорим	2	6
182	их в	2	6
183	в своей	4	6
184	в каком	2	6
185	в данном	7	6
186	в одном	4	6
187	и до	3	6
188	как только	1	6
189	момент в	3	6
190	одна из	2	6
191	ее не	1	6
192	вопрос о	9	6
193	в сфере	8	6
194	и значит	1	6
195	от ее	3	6
196	от вещи	2	6
197	несмотря на	2	6
198	с точки	31	6
199	все равно	2	6
200	как же	1	6
201	дело в	1	6
202	и другое	4	6
203	между ними	8	6
204	в нем	6	6
205	и вообще	3	6
206	что является	2	6
207	должны быть	5	6
208	одно и	3	6
209	можно было	7	6
210	этот вопрос	2	6
211	когда мы	2	6
212	вещи или	1	6
213	как мы	24	6
214	бытия и	1	6
215	независимо от	1	6
216	и все	5	6
217	никогда не	7	6
218	больше того	1	6
219	все что	7	5
220	как это	7	5
221	один из	3	5
222	на себе	1	5
223	и здесь	5	5
224	вещей но	1	5
225	как к	4	5
226	тогда когда	12	5
227	мысли и	13	5
228	подобно тому	2	5
229	себя с	1	5
230	ничем не	1	5
231	вместе с	19	5
232	себе в	5	5
233	чем же	1	5
234	в свою	3	5
235	быть не	1	5
236	и след	1	5
237	ее с	1	5
238	свою очередь	3	5
239	вообще и	1	5
240	нет и	4	5
241	необходимо и	1	5
242	точка зрения	2	5
243	того же	7	5
244	только не	14	5
245	во всех	9	5
246	мы видим	10	5
247	есть тоже	1	5
248	что у	4	5
249	и мы	1	5
250	в его	7	5
251	хотя и	4	5
252	а это	2	5
253	не содержит	2	5
254	как можно	1	5
255	мы находим	3	5
256	в которой	16	5
257	но совершенно	2	5
258	в понятии	5	5
259	мы ее	1	5
260	к вещи	1	5
261	и без	2	5
262	как она	6	5
263	об этом	4	5
264	должен быть	1	5
265	кроме того	1	5
266	действительности и	1	5
267	в мысли	7	5
268	я понимаю	1	5
269	тому как	2	5
270	мы должны	7	5
271	если же	2	5
272	или как	1	5
273	на это	1	5
274	что для	3	5
275	для этого	4	5
276	в каком-то	1	5
277	в чисто	2	5
278	от всякого	1	4
279	и от	6	4
280	не мешает	1	4
281	собственном смысле	4	4
282	как понятие	1	4
283	еще более	1	4
284	сам по	2	4
285	о которой	2	4
286	равным образом	1	4
287	есть звук	1	4
288	этой точки	4	4
289	есть в	5	4
290	если это	1	4
291	она является	2	4
292	то время	8	4
293	его на	1	4
294	то как	3	4
295	том как	2	4
296	с этим	5	4
297	во всяком	2	4
298	его и	2	4
299	не существует	1	4
300	в основе	5	4
301	и более	2	4
302	в котором	6	4
303	нельзя было	2	4
304	того чтобы	26	4
305	но то	2	4
306	есть прежде	1	4
307	только тогда	1	4
308	отношении к	4	4
309	как оно	2	4
310	же время	1	4
311	так же	26	4
312	при помощи	1	4
313	это значило	2	4
314	и еще	1	4
315	она может	2	4
316	отличны от	1	4
317	ее как	2	4
318	на него	1	4
319	находится в	3	4
320	что все	6	4
321	слово и	10	4
322	а следовательно	1	4
323	в отдельности	1	4
324	то в	4	4
325	может не	1	4
326	и вот	1	4
327	в качестве	9	4
328	в природу	1	4
329	так и	8	4
330	и сама	1	4
331	себя это	1	4
332	в их	4	4
333	однако не	2	4
334	и притом	4	4
335	в конце	5	4
336	судить о	1	4
337	время как	7	4
338	и оно	1	4
339	что только	1	4
340	и у	1	4
341	это так	1	4
342	мы можем	7	4
343	на этом	4	4
344	не было	1	4
345	она должна	2	4
346	который мы	6	4
347	в и	1	4
348	дело не	1	4
349	он не	5	4
350	оно и	1	4
351	в силу	21	4
352	но только	5	4
353	по своей	12	4
354	в этой	7	4
355	отношение к	8	4
356	к ней	2	4
357	этого метода	2	4
358	и о	4	4
359	главным образом	1	4
360	это совершенно	2	4
361	само по	1	4
362	ничего иного	1	3
363	и самое	2	3
364	из вещей	1	3
365	только что	7	3
366	мы получили	1	3
367	на ее	2	3
368	с вещами	2	3
369	была бы	3	3
370	случае не	2	3
371	она уже	1	3
372	что то	4	3
373	из которых	3	3
374	я могу	2	3
375	из того	7	3
376	нас в	4	3
377	остановиться на	4	3
378	вещь может	1	3
379	другой стороны	3	3
380	быть может	1	3
381	и само	1	3
382	других вещей	1	3
383	в своих	2	3
384	если не	1	3
385	вещами и	1	3
386	но все	2	3
387	ни о	1	3
388	заключается в	14	3
389	из самых	1	3
390	себя как	1	3
391	отношения к	5	3
392	в собственном	4	3
393	вещей в	1	3
394	состоит из	1	3
395	как в	7	3
396	не имеет	6	3
397	от его	2	3
398	по самому	2	3
399	явлений и	1	3
400	к тому	13	3
401	перед нами	3	3
402	от этого	3	3
403	но оно	1	3
404	действительности в	3	3
405	перестает быть	1	3
406	ни к	1	3
407	не является	4	3
408	чем мы	3	3
409	к другой	6	3
410	внутреннее содержание	1	3
411	оба эти	10	3
412	но даже	2	3
413	одной стороны	7	3
414	это все	1	3
415	вот почему	3	3
416	у меня	1	3
417	для меня	1	3
418	только на	5	3
419	чтобы она	1	3
420	вещей как	2	3
421	говорит что	3	3
422	из основных	3	3
423	а только	2	3
424	что ее	2	3
425	в истории	1	3
426	то чтобы	1	3
427	и во	5	3
428	но именно	3	3
429	что понимание	1	3
430	только с	2	3
431	казалось бы	4	3
432	нельзя сказать	2	3
433	не мог	2	3
434	какое это	1	3
435	вопроса о	2	3
436	в самой	3	3
437	в другом	3	3
438	к нему	5	3
439	вещи оно	1	3
440	об их	1	3
441	чтобы это	1	3
442	и всякий	1	3
443	что ему	3	3
444	содержится в	5	3
445	не можем	4	3
446	с одной	7	3
447	этот метод	1	3
448	при переходе	9	3
449	имеем дело	2	3
450	как нечто	1	3
451	у него	2	3
452	в виде	2	3
453	оно только	1	3
454	но он	3	3
455	себе что	3	3
456	или в	2	3
457	не говорит	1	3
458	раз навсегда	1	3
459	по существу	2	3
