N	3gram	Vygotskiy_	Myslijsy
1	в том что	30	47
2	по отношению к	2	26
3	не может быть	4	19
4	заключает в себе	6	19
5	по крайней мере	1	17
6	и т д	6	15
7	сам по себе	4	14
8	само по себе	3	14
9	в свою очередь	1	14
10	не в том	1	13
11	а между тем	1	13
12	то же время	1	13
13	от того что	1	13
14	в том смысле	1	13
15	в то же	1	13
16	более или менее	1	12
17	смысле этого слова	1	12
18	с другой стороны	8	12
19	и в этом	2	12
20	до сих пор	9	12
21	во всяком случае	1	12
22	для того чтобы	41	11
23	сами по себе	2	11
24	а в том	1	11
25	и т п	5	11
26	подобно тому как	1	11
27	в то время	4	10
28	с одной стороны	15	10
29	потому что в	4	9
30	одного и того	2	9
31	и того же	2	9
32	потому что не	1	9
33	на то что	25	9
34	о том что	15	9
35	до тех пор	2	9
36	мы не можем	2	9
37	не могут быть	1	9
38	что и в	1	9
39	то есть не	1	8
40	вместе с тем	4	8
41	было бы невозможно	1	8
42	на самом деле	8	8
43	только потому что	1	8
44	в этом случае	2	8
45	с тем что	3	8
46	в этом смысле	3	7
47	и то же	4	7
48	не только не	4	7
49	сама по себе	3	7
50	и в том	2	7
51	с точки зрения	5	7
52	можно сказать что	3	7
53	не в состоянии	3	7
54	и той же	4	7
55	потому что мы	1	7
56	одно и то	3	7
57	одной и той	4	7
58	не только в	5	7
59	и как бы	4	6
60	друг от друга	2	6
61	может быть только	1	6
62	то же самое	8	6
63	то что мы	2	6
64	и может быть	2	6
65	с самого начала	5	6
66	том смысле в	1	6
67	после того как	1	6
68	в этом слове	1	5
69	потому что как	1	5
70	в том случае	1	5
71	таким образом что	6	5
72	между тем как	1	5
73	с тем и	1	5
74	и таким образом	3	5
75	по себе не	2	5
76	к тому что	8	5
77	не то что	3	5
78	и проч и	1	5
79	то что в	4	5
80	смотреть как на	1	5
81	таким образом в	2	5
82	и то что	4	5
83	мы видели что	1	4
84	и тот же	2	4
85	все то что	6	4
86	в собственном смысле	2	4
87	с этой точки	3	4
88	по его мнению	4	4
89	в данном случае	3	4
90	но не в	1	4
91	в произведении искусства	1	4
92	быть не может	1	4
93	что в то	1	4
94	в том и	3	4
95	тем что мы	1	4
96	и тем же	3	4
97	в том чтобы	6	4
98	то есть что	1	4
99	один и тот	1	4
100	и в самом	3	4
101	на этот вопрос	5	4
102	не что иное	2	4
103	одним и тем	3	4
104	дело в том	2	4
105	именно в том	3	4
106	с таким образом	2	4
107	и в свою	1	4
108	и что в	5	4
109	что иное как	2	4
110	то есть к	1	4
111	в этом отношении	3	4
112	вопрос о том	3	4
113	в том виде	1	4
114	обратить внимание на	2	4
115	то время как	4	4
116	это было бы	1	4
117	что он не	3	3
118	тех пор пока	2	3
119	одной стороны и	1	3
120	в применении к	1	3
121	до известной степени	1	3
122	потому что оно	1	3
123	та и другая	1	3
124	потому что для	1	3
125	мы тем самым	1	3
126	том что он	4	3
127	ничего общего с	1	3
128	не есть еще	1	3
129	если бы в	1	3
130	если бы мы	5	3
131	удовольствие и неудовольствие	1	3
132	во многих случаях	1	3
133	потому что на	1	3
134	по себе и	1	3
135	а не в	1	3
136	только до тех	1	3
137	том что оно	1	3
138	бы то ни	1	3
139	потому что и	1	3
140	но так как	1	3
141	таким образом мы	2	3
142	между собою и	1	3
143	равно как и	2	3
144	заключается в том	9	3
145	того что мы	1	3
146	это не так	3	3
147	именно то что	5	3
148	когда мы говорим	1	3
149	не может стать	1	3
150	из того что	3	3
151	потому что он	3	3
152	можно было бы	4	3
153	но во всяком	1	3
154	этой точки зрения	3	3
155	мы увидим что	7	3
156	нам кажется что	2	3
157	а может быть	1	2
158	что у нас	1	2
159	но вместе с	1	2
160	по его словам	1	2
161	не могло бы	1	2
162	о том как	1	2
163	чтобы понять что	1	2
164	чувственных восприятий и	1	2
165	заботясь о том	1	2
166	если же мы	1	2
167	главным образом в	1	2
168	что мы видим	1	2
169	в первый раз	1	2
170	и во всех	1	2
171	рядом с ними	1	2
172	не говоря о	1	2
173	и во многих	1	2
174	то что она	2	2
175	но не только	1	2
176	к этой цели	1	2
177	что при таком	1	2
178	не только о	1	2
179	того что в	1	2
180	и при этом	1	2
181	применить это к	1	2
182	что в нем	3	2
183	если скажем что	1	2
184	том что по	1	2
185	в каждом отдельном	1	2
186	мы должны будем	3	2
187	можем представить себе	1	2
188	могут быть выражены	1	2
189	что это не	2	2
190	имеет дело с	2	2
191	состоит в том	2	2
192	только то что	1	2
193	то ни было	1	2
194	с ними в	1	2
195	не прямо а	1	2
196	уже о том	1	2
197	мы имеем дело	1	2
198	мы не имеем	1	2
199	силу того что	1	2
200	т п и	1	2
201	друг к другу	5	2
202	вбирает в себя	1	2
203	в силу того	1	2
204	никогда не достигает	1	2
205	каждый из этих	1	2
206	но дело в	1	2
207	а не как	1	2
208	не имели бы	1	2
209	жизни и потому	1	2
210	и не в	1	2
211	к тому чтобы	1	2
212	но столь же	1	2
213	и тем более	1	2
214	в своем развитии	1	2
215	во внимание что	1	2
216	но никак не	2	2
217	нечто такое что	3	2
218	и та же	3	2
219	так же как	3	2
220	связанное с ним	1	2
221	потому что нельзя	1	2
222	но несомненно что	1	2
223	одна и та	2	2
224	мы при этом	1	2
225	в большей части	1	2
226	мы должны признать	2	2
227	мы могли бы	4	2
228	и не только	1	2
229	на котором она	1	2
230	а с и	1	2
231	не то ли	1	1
232	есть то же	1	1
233	новый и глубокий	1	1
234	в каком отношении	5	1
235	только для того	1	1
236	указывает нам на	1	1
237	не может понять	1	1
238	как она есть	2	1
239	в самом деле	8	1
240	как во сне	1	1
241	или наоборот как	1	1
242	усомниться и в	1	1
243	с тем мы	1	1
244	потому что чувственный	1	1
245	так же невозможно	1	1
246	на деле же	1	1
247	это приводит к	1	1
248	бы при этом	1	1
249	о котором мы	3	1
250	на которую указывает	1	1
251	или даже с	1	1
252	это значило бы	1	1
253	вслед за этим	1	1
254	и на все	1	1
255	нам кажется вполне	1	1
256	указывает на то	3	1
257	но если это	1	1
258	том что его	1	1
259	то что он	5	1
260	в то самое	1	1
261	мы легко можем	1	1
262	на задний план	1	1
263	одной из этих	1	1
264	такое что в	1	1
265	во всех этих	2	1
266	по поводу этого	1	1
267	на том что	1	1
268	тесной связи с	1	1
269	в нашей мысли	1	1
270	по сравнению с	4	1
271	не так потому	1	1
272	следует рассматривать как	1	1
273	один из них	1	1
274	если мы только	1	1
275	что чувство и	1	1
276	что все это	1	1
277	но все они	1	1
278	о которых мы	2	1
279	с психологической стороны	1	1
280	есть не только	1	1
281	психологической точки зрения	2	1
282	д и т	1	1
283	мы таким образом	1	1
284	что в нашей	1	1
285	нельзя не согласиться	1	1
286	бы в том	1	1
287	вовсе не в	2	1
288	то есть вне	1	1
289	ответить на этот	1	1
290	ни в одном	1	1
291	не могут иметь	1	1
292	то что оно	2	1
293	или другими словами	1	1
294	никогда еще не	1	1
295	по отношению ко	1	1
296	в ту минуту	1	1
297	у него в	1	1
298	потому что она	1	1
299	в состоянии объяснить	2	1
300	в одном акте	1	1
301	решить вопрос о	2	1
302	что в них	1	1
303	и есть то	1	1
304	сказано только что	1	1
305	по поводу этой	1	1
306	прямо а в	1	1
307	в словах а	1	1
308	всегда заключает в	1	1
309	и если бы	1	1
310	формы и содержания	1	1
311	так потому что	1	1
312	мы знаем что	3	1
313	что и там	1	1
314	для чего не	1	1
315	сказать что в	2	1
316	нужно было бы	1	1
317	не для того	4	1
318	хотим сказать что	1	1
319	иметь в виду	3	1
320	том что вообще	1	1
321	том что именно	1	1
322	это как бы	1	1
323	очень редких случаях	1	1
324	именно в силу	1	1
325	самом деле есть	1	1
326	что нельзя же	1	1
327	поэтического произведения с	1	1
328	для нас это	1	1
329	и проч с	1	1
330	к действительности но	1	1
331	нашем сознании и	1	1
332	состоит именно в	1	1
333	в чем не	1	1
334	как бы он	1	1
335	в отличие от	3	1
336	не только те	1	1
337	кажется что мы	1	1
338	картины или статуи	1	1
339	образом мы видим	2	1
340	к тому же	1	1
341	относится к содержанию	1	1
342	не было ничего	1	1
343	у них идет	1	1
344	так как это	6	1
345	что должно было	1	1
346	никакого определенного чувства	2	1
347	как если бы	1	1
348	гораздо сложнее и	1	1
349	ли в этом	1	1
350	если это так	2	1
351	том что она	1	1
352	оно заключает в	1	1
353	человеческой природы и	1	1
354	идеи с одной	1	1
355	есть одна из	2	1
356	мы видим как	1	1
357	был у него	1	1
358	полагает что при	1	1
359	по этому поводу	4	1
360	показать что и	2	1
361	страха и т	1	1
362	все же не	1	1
363	таким образом три	1	1
364	произведение в котором	1	1
365	внешние причины не	1	1
366	ничего не может	2	1
367	и не дает	1	1
368	с психологической точки	2	1
369	так как все	1	1
370	да и не	1	1
371	что даже и	1	1
372	в последних словах	1	1
373	что у него	1	1
374	мало того что	1	1
375	о том чтобы	1	1
376	может быть что	1	1
377	только в одном	1	1
378	в остальных частях	1	1
379	заключают в себе	1	1
380	в этой теории	1	1
381	не мог бы	1	1
382	и заставляет нас	1	1
383	и в этой	4	1
384	по себе то	1	1
385	что это и	1	1
386	того что у	1	1
387	она еще не	1	1
388	к этому что	1	1
389	чем то что	1	1
390	и в речи	1	1
391	в художественном произведении	2	1
392	в ответ на	1	1
393	нам что и	1	1
394	сих пор не	1	1
395	невозможно потому что	2	1
396	т д и	1	1
397	том в каком	2	1
398	и в понимании	1	1
399	и ни для	1	1
400	за то что	3	1
401	так как каждое	1	1
402	то окажется что	1	1
403	и др в	1	1
404	верно потому что	1	1
405	вместе с ним	1	1
406	покажет нам что	1	1
407	мысль о том	1	1
408	жизнь если мы	1	1
409	только в очень	1	1
410	его значение и	1	1
411	в каждой из	1	1
412	прежде всего на	1	1
413	и искусство есть	1	1
414	все это совершенно	2	1
415	в этом заключается	1	1
416	друг с другом	6	1
417	к другому и	1	1
418	человек и все	1	1
419	таким образом все	2	1
420	с той же	1	1
421	точки зрения можно	1	1
422	нам на то	1	1
423	как это в	1	1
424	не пробуждаются в	1	1
425	при помощи этого	1	1
426	пор пока оно	1	1
427	утверждает что у	2	1
428	в это время	1	1
429	обратим внимание на	1	1
430	оно есть не	1	1
431	не кажется нам	1	1
432	на наших глазах	1	1
433	нет ничего общего	1	1
434	и в тех	1	1
435	то с чем	1	1
436	бы если бы	2	1
437	как один из	1	1
438	мы не имели	1	1
439	именно потому что	3	1
440	ее понимание однако	1	1
441	если бы они	1	1
442	еще не было	1	1
443	ли мы вместе	2	1
444	жизни но и	2	1
445	там где он	1	1
446	прибавим к этому	1	1
447	в самое произведение	1	1
448	те же самые	2	1
449	или вернее сказать	3	1
450	но если бы	1	1
451	чтобы ответить на	1	1
452	прямой зависимости от	1	1
453	и как он	1	1
454	от нас и	1	1
455	в нашем сознании	1	1
456	ни малейшего сомнения	1	1
457	время разговора с	1	1
458	и если это	1	1
459	скажем ли мы	1	1
460	что рядом с	1	1
461	и от этой	1	1
462	разуметь под ним	1	1
463	видели что в	1	1
464	во время разговора	1	1
465	он может быть	2	1
466	но совершенно ясно	1	1
467	а нечто совсем	1	1
468	если бы было	1	1
469	на одном из	2	1
470	художественного произведения и	1	1
471	потому что все	3	1
472	но еще не	1	1
473	и здесь мы	1	1
474	что так же	1	1
475	эту мысль как	1	1
476	с другом и	1	1
477	это могло бы	1	1
478	потому что ни	2	1
479	что оно есть	2	1
480	не может в	1	1
481	мы будем иметь	1	1
482	или наоборот в	1	1
483	это и не	1	1
484	чтобы показать что	1	1
485	потому что если	1	1
486	его действия и	1	1
487	другой стороны он	2	1
488	речь идет о	1	1
489	самом деле в	1	1
490	то что называется	1	1
491	и из этого	1	1
492	есть что все	1	1
493	том что под	1	1
494	и в остальных	1	1
495	могут быть сведены	1	1
496	потому что чувство	1	1
497	и мы получим	1	1
498	в очень редких	1	1
499	в прямой зависимости	1	1
500	без всякого внимания	1	1
501	же как и	1	1
502	того чтобы сделать	2	1
503	мы вместе с	3	1
504	говоря о том	1	1
505	не в одном	1	1
506	нет никакой возможности	2	1
507	том что мы	2	1
508	так же мало	1	1
509	значило бы что	1	1
510	и все же	1	1
511	но только не	1	1
512	искусство может быть	1	1
513	да и нет	1	1
514	том что при	1	1
515	они указывают на	1	1
516	по себе может	1	1
517	что может быть	2	1
518	распространить и на	1	1
519	сказать что и	1	1
520	должны отказаться от	1	1
521	привело к тому	1	1
522	а для того	1	1
523	как все это	1	1
524	видели в ней	1	1
525	увидим что оно	2	1
526	искусства может быть	1	1
527	и уже потому	1	1
528	точки зрения и	1	1
529	потому что они	3	1
530	по тому же	1	1
531	да и мы	1	1
532	и в поэзии	1	1
533	в своем воображении	1	1
534	то что все	2	1
535	влечет за собою	1	1
536	было бы очень	1	1
537	том что ее	1	1
538	к содержанию как	1	1
539	в истории литературы	1	1
540	указывает на другую	1	1
541	имеем дело с	1	1
542	и так как	2	1
543	он был бы	1	1
544	сводится к тому	3	1
545	нельзя как нельзя	1	1
546	основании что и	1	1
547	может быть и	2	1
