N	2gram	Bakhtin_Pr	Morfolog
1	и т	14	62
2	может быть	26	61
3	т д	1	60
4	и пр	2	45
5	таким образом	10	26
6	могут быть	5	21
7	мы имеем	2	19
8	не может	27	19
9	в этом	15	18
10	в этих	2	17
11	и в	38	17
12	и не	42	16
13	прежде всего	13	14
14	по существу	2	13
15	связи с	2	12
16	и др	8	12
17	а не	5	11
18	что в	7	10
19	то же	5	10
20	вопрос о	1	10
21	мы увидим	3	10
22	не всегда	6	10
23	но если	1	10
24	в том	8	10
25	так и	5	10
26	что и	2	10
27	в связи	2	10
28	то что	8	10
29	все же	6	9
30	с другой	7	9
31	но и	9	9
32	не только	9	8
33	в результате	1	8
34	иногда в	1	8
35	но не	12	8
36	в тех	3	8
37	а в	6	8
38	как мы	7	8
39	во втором	1	7
40	и здесь	2	7
41	если в	1	7
42	не могут	2	7
43	не менее	4	7
44	том что	3	7
45	по отношению	21	7
46	точки зрения	8	7
47	как это	2	7
48	тем не	3	7
49	и этим	6	7
50	или же	1	7
51	а также	1	7
52	отношению к	19	7
53	и другие	2	6
54	подобно тому	1	6
55	о том	4	6
56	как бы	22	6
57	не все	2	6
58	но это	3	6
59	это не	5	6
60	с точки	6	6
61	в нашем	4	6
62	или в	2	6
63	и как	8	6
64	вовсе не	2	6
65	во всех	11	6
66	очень часто	1	6
67	также и	3	6
68	в форме	4	6
69	этот момент	2	5
70	из которых	2	5
71	другой стороны	4	5
72	в первом	1	5
73	что он	2	5
74	как в	4	5
75	хотя бы	4	5
76	было бы	8	5
77	к тому	1	5
78	ничего не	6	5
79	не будем	3	5
80	хотя и	3	5
81	тому что	1	5
82	ясно что	3	5
83	все эти	5	5
84	одна из	2	5
85	в других	4	5
86	там где	6	5
87	мы можем	6	5
88	тому как	1	5
89	между тем	7	5
90	он не	3	5
91	далеко не	5	5
92	в целом	3	5
93	и ее	2	5
94	и к	3	4
95	смысле слова	2	4
96	в некоторых	2	4
97	есть и	1	4
98	на этом	2	4
99	нами в	2	4
100	как и	7	4
101	самом деле	6	4
102	ни одна	2	4
103	показать что	2	4
104	тем что	2	4
105	уже не	1	4
106	еще не	7	4
107	не является	3	4
108	тех же	1	4
109	входит в	8	4
110	того чтобы	2	4
111	говорить о	3	4
112	так же	1	4
113	сказать что	4	4
114	на него	3	4
115	и для	11	4
116	из них	1	4
117	но в	4	4
118	несмотря на	3	4
119	на самом	4	4
120	его в	9	4
121	случае не	2	4
122	подобных случаях	1	4
123	к этому	2	4
124	в то	4	4
125	мы уже	1	4
126	как таковые	1	4
127	можно было	4	4
128	этот вопрос	1	4
129	в иных	3	4
130	могла бы	1	4
131	оно может	2	4
132	независимо от	13	4
133	то время	1	3
134	только что	1	3
135	и при	2	3
136	что это	2	3
137	это уже	1	3
138	ни в	11	3
139	связывается с	1	3
140	только в	13	3
141	здесь мы	2	3
142	время как	1	3
143	всего следует	1	3
144	имеется в	1	3
145	на первый	2	3
146	первом случае	1	3
147	не существует	1	3
148	и что	2	3
149	очень многих	1	3
150	для того	2	3
151	но эти	1	3
152	целый ряд	1	3
153	здесь прежде	1	3
154	настоящее время	1	3
155	и вне	1	3
156	так например	1	3
157	здесь не	4	3
158	с его	2	3
159	кроме того	3	3
160	в настоящее	1	3
161	он должен	2	3
162	к нему	10	3
163	бы то	3	3
164	то в	1	3
165	не происходит	1	3
