N	4gram	Voloshinov	Problemy
1	в то же время	6	26
2	но в то же	3	11
3	и в то же	1	7
4	бы то ни было	2	6
5	в том что он	2	5
6	одно и то же	1	3
7	в целом ряде других	1	2
8	с точки зрения его	1	2
9	во всяком случае не	1	2
10	мы можем сказать что	5	2
11	но тем не менее	1	2
12	дело в том что	1	2
13	в такой же степени	1	2
14	ни в чем не	4	2
15	и по отношению к	1	2
16	начала и до конца	1	2
17	сводится к тому чтобы	1	2
18	согласиться с ним что	1	1
19	переносит центр тяжести в	1	1
20	на самом же деле	2	1
21	и в нем мы	1	1
22	как раз и не	2	1
23	с точки зрения сознания	2	1
24	и что он сам	1	1
25	части нашей книги мы	1	1
26	во что бы то	1	1
27	что с точки зрения	1	1
28	в пределах того что	1	1
29	только то что может	1	1
30	каких бы то ни	1	1
31	мы должны коснуться еще	1	1
32	в таком случае это	1	1
33	в зависимости от того	2	1
34	и быть не может	1	1
35	но и по отношению	1	1
36	но даже и не	1	1
37	сказать о себе сам	1	1
38	и не может быть	3	1
39	так и в отношении	1	1
40	но в отличие от	1	1
41	том что это не	1	1
42	не может быть и	4	1
43	другая точка зрения на	1	1
44	что бы то ни	1	1
45	бы то ни стало	1	1
46	они и не могут	1	1
47	с первого же шага	1	1
48	в собственном смысле слова	1	1
49	и не могут быть	1	1
50	один и тот же	3	1
51	а может быть и	1	1
52	же явления происходят и	1	1
53	заключается в том что	2	1
54	все больше и больше	1	1
55	не чем иным как	2	1
56	или во всяком случае	1	1
57	пробным камнем для испытания	1	1
58	мы имеем в виду	1	1
59	в сознание и в	1	1
60	с точки зрения этого	1	1
61	в его целом то	1	1
62	на этом мы закончим	2	1
63	не может быть даже	1	1
64	это и есть та	1	1
65	мы остановимся только на	1	1
66	теперь мы должны перейти	1	1
67	не может быть понято	1	1
68	во всяком случае в	1	1
69	и ни в чем	1	1
70	ничего общего не имеет	1	1
71	мы должны перейти к	1	1
72	может быть и речи	3	1
73	до сих пор не	1	1
74	зависимости от того в	1	1
75	что же это за	1	1
76	нельзя не согласиться с	1	1
