N	2gram	Bakhtin_Pr	Istorich
1	и в	64	181
2	и т	14	160
3	т д	4	142
4	т е	44	133
5	может быть	43	115
6	не только	26	114
7	что он	15	111
8	мы имеем	1	102
9	что в	11	90
10	но и	26	85
11	в этом	33	81
12	так как	9	75
13	то что	21	73
14	таким образом	15	72
15	вместе с	1	71
16	и не	55	67
17	мы видим	3	65
18	все же	11	65
19	в этих	5	64
20	еще не	10	63
21	не может	26	61
22	этих случаях	2	60
23	так же	8	57
24	то же	18	56
25	никогда не	11	56
26	в том	12	53
27	том что	8	53
28	а в	10	52
29	с другой	7	52
30	потому что	8	52
31	и что	5	51
32	и здесь	6	51
33	что и	7	51
34	мы видели	1	49
35	а не	29	48
36	о том	5	48
37	его в	8	47
38	не в	15	47
39	другой стороны	6	46
40	превращается в	5	45
41	и пр	5	44
42	мы должны	3	44
43	но в	14	44
44	это не	12	43
45	и его	21	43
46	мы знаем	1	42
47	в нем	28	42
48	только в	13	42
49	как в	7	42
50	или в	7	39
51	что герой	2	38
52	тем что	6	38
53	и на	16	38
54	в его	30	38
55	для нас	2	38
56	как и	25	37
57	уже не	15	37
58	мы уже	4	37
59	он не	14	37
60	так и	8	37
61	мы увидим	6	36
62	мы можем	1	36
63	что они	1	35
64	мы не	4	35
65	здесь мы	4	35
66	все эти	13	35
67	не всегда	2	34
68	связи с	3	34
69	но не	12	34
70	а именно	2	34
71	у него	11	34
72	во время	1	34
73	что это	2	34
74	же как	2	33
75	там где	12	33
76	об этом	3	33
77	сих пор	9	32
78	в качестве	1	32
79	один из	3	31
80	прежде всего	16	31
81	то это	3	31
82	так в	1	31
83	ничего не	8	31
84	с этим	3	30
85	с одной	1	30
86	в русской	1	30
87	до сих	9	30
88	к нему	11	30
89	этом случае	1	29
90	но все	6	29
91	одной стороны	1	29
92	как мы	13	29
93	но это	6	29
94	и другие	1	28
95	что она	7	28
96	и с	9	28
97	например в	5	28
98	героя в	7	27
99	так что	6	27
100	могут быть	9	27
101	в образе	2	27
102	того что	3	27
103	как он	3	27
104	как это	1	26
105	на него	6	26
106	мы здесь	2	26
107	и др	7	26
108	в ней	2	26
109	вопрос о	3	25
110	и он	5	25
111	не менее	3	24
112	к этому	1	24
113	было бы	8	24
114	того как	3	24
115	если бы	12	24
116	что мы	1	24
117	их в	8	23
118	как бы	33	23
119	точно так	1	23
120	и это	8	23
121	тем не	2	23
122	в этой	5	23
123	имеем в	1	23
124	все это	9	23
125	когда он	2	23
126	в частности	1	23
127	и по	1	22
128	с ним	8	22
129	при этом	8	22
130	связано с	1	21
131	в другом	3	21
132	в одном	20	21
133	сказать что	4	21
134	в связи	1	21
135	связан с	1	21
136	должны были	1	21
137	здесь не	7	21
138	к тому	4	21
139	они не	5	21
140	ее в	3	21
141	из них	3	20
142	из этих	3	20
143	она не	10	20
144	одна из	5	20
145	в свете	4	20
146	в других	2	20
147	очень часто	1	20
148	другими словами	1	20
149	а затем	1	19
150	с собой	3	19
151	мы рассмотрим	1	19
152	что у	2	19
153	на том	2	19
154	но он	4	19
155	в тех	1	19
156	в другой	4	19
157	есть и	5	19
158	все еще	2	19
159	на то	5	19
160	и как	9	19
161	после того	1	19
162	живет в	1	19
163	и говорит	1	18
164	в то	15	18
165	что этот	2	18
166	не все	1	18
167	в данном	2	18
168	вовсе не	12	18
169	в них	5	17
170	можно найти	1	17
171	и этим	5	17
172	то и	3	17
173	по существу	6	17
174	и только	3	17
175	и она	1	16
176	во всех	4	16
177	этот вопрос	4	16
178	всех этих	2	16
179	и они	2	16
180	то мы	1	16
181	в котором	7	16
182	между двумя	1	16
183	и действительно	1	16
184	и все	6	16
185	со стороны	1	16
186	перед нами	12	16
187	даже в	6	15
188	в пределах	24	15
189	увидим что	1	15
190	но есть	2	15
191	в особенности	1	15
192	в своей	11	15
193	в которых	4	15
194	данном случае	2	15
195	его и	3	15
196	и там	1	15
197	в одной	8	15
198	и эти	1	15
