N	3gram	Tiupa_Lite	Vladivir
1	в том что	15	29
2	о том что	3	22
3	тем не менее	4	18
4	и то что	2	14
5	дело в том	2	13
6	во всяком случае	2	12
7	в связи с	4	12
8	в конце концов	1	11
9	к тому же	1	11
10	не может быть	5	10
11	в то же	12	10
12	с точки зрения	4	10
13	как раз и	1	9
14	то же время	12	9
15	а также и	1	8
16	на то что	1	8
17	в свое время	1	7
18	в это время	1	7
19	так или иначе	8	6
20	в данном случае	6	6
21	том что в	1	6
22	в отличие от	6	6
23	с другой стороны	5	6
24	и в этом	1	6
25	как мы знаем	1	6
26	как мы видели	1	6
27	том что он	1	6
28	но даже и	1	5
29	и в то	1	5
30	бы то ни	1	5
31	а иной раз	1	5
32	не говоря уже	3	5
33	в сравнении с	2	5
34	не только в	4	5
35	говоря уже о	2	4
36	в том же	3	4
37	для того чтобы	1	4
38	в этом отношении	5	4
39	еще в году	4	4
40	в том чтобы	1	4
41	по крайней мере	2	4
42	можно было бы	2	4
43	с одной стороны	8	4
44	на эту тему	1	4
45	что он не	1	3
46	в самом деле	1	3
47	в том числе	2	3
48	то в чем	1	3
49	ничего общего с	2	3
50	иметь в виду	1	3
51	а с другой	2	3
52	не только на	1	3
53	в последнее время	1	3
54	по этому поводу	1	3
55	к тому что	1	3
56	только то что	2	3
57	для тех кто	1	3
58	во второй половине	1	3
59	в свою очередь	2	3
60	в этом же	1	3
61	так и не	1	3
62	только в том	2	3
63	тем более что	1	3
64	хотя бы на	1	3
65	и в частности	1	3
66	нам представляется что	1	3
67	с самого начала	1	3
68	и в году	1	3
69	между прочим и	1	3
70	нельзя сказать что	1	2
71	но только в	1	2
72	как было сказано	1	2
73	одной стороны и	1	2
74	имеет ничего общего	1	2
75	никак не мог	1	2
76	в себе не	1	2
77	до сих пор	1	2
78	и прежде всего	4	2
79	для своего времени	2	2
80	не так просто	1	2
81	не имеет ничего	1	2
82	то ни было	1	2
83	имел в виду	2	2
84	я не помню	1	2
85	а не только	1	2
86	даже и не	1	2
87	речь шла о	1	2
88	при этом в	3	2
89	в ответ на	1	2
90	в году к	1	2
91	за то что	2	2
92	а так как	1	2
93	еще и в	1	2
94	но дело в	1	2
95	тех пор пока	2	2
96	и даже в	1	2
97	как это было	1	2
98	но и его	1	2
99	до тех пор	2	2
100	несмотря на свою	1	2
101	тех кто не	1	2
102	но в то	1	2
103	одно и то	1	2
104	что же именно	1	2
105	и то же	1	2
106	в ноябре года	1	2
107	в этом случае	2	2
108	в году но	1	2
109	иной раз и	1	2
110	я в этом	1	2
111	после того как	1	2
112	а в конце	1	2
113	все того же	1	2
114	в каком отношении	1	1
115	было сказано в	1	1
116	а по существу	1	1
117	да и сам	2	1
118	никогда и нигде	1	1
119	в самом начале	1	1
120	но и не	1	1
121	в стихотворении с	1	1
122	и когда он	1	1
123	все то что	1	1
124	может быть назван	1	1
125	в последней своей	1	1
126	а не с	1	1
127	что уже в	1	1
128	и наконец в	1	1
129	одно что со	1	1
130	на наш взгляд	7	1
131	нет ничего кроме	1	1
132	мы с ним	1	1
133	в себя и	2	1
134	говоря уже об	1	1
135	все той же	2	1
136	не для понимания	1	1
137	в первый раз	2	1
138	не выходит за	1	1
139	он не может	1	1
140	в году когда	1	1
141	за собой и	1	1
142	жизни а к	1	1
143	том же году	3	1
144	и говорил что	1	1
145	быть каким угодно	1	1
146	далеко не всегда	1	1
147	на всю жизнь	1	1
148	собственно говоря и	1	1
149	только при условии	1	1
150	избегал не только	1	1
151	с тем чтобы	1	1
152	что он сам	1	1
153	не свидетельствует о	1	1
154	духовного общения людей	2	1
155	той или иной	1	1
156	резко отличается от	1	1
157	никогда не любил	1	1
158	к этой книге	2	1
159	а потому и	1	1
160	и тем самым	2	1
161	во многих случаях	1	1
162	нет не только	1	1
163	не могло быть	2	1
164	не столько о	1	1
165	а за ними	1	1
166	может быть названа	2	1
167	здесь как и	1	1
168	ни к какой	1	1
169	и самого себя	1	1
170	но все же	1	1
171	перед нами не	1	1
172	пока еще не	1	1
173	не мог бы	1	1
174	и только этим	1	1
175	для него как	1	1
176	не было на	1	1
177	мы имеем дело	2	1
178	в этом последнем	1	1
179	во многих отношениях	1	1
180	я люблю но	1	1
181	может и не	1	1
182	на вопрос что	1	1
183	именно так что	1	1
184	чуть ли не	2	1
185	на первом слоге	1	1
186	вместе с ним	1	1
187	кто из них	1	1
188	как нам представляется	2	1
189	при всем своем	1	1
190	тем что в	2	1
191	не могли быть	1	1
192	в частности для	1	1
193	в себе никакой	1	1
194	при всей своей	2	1
195	запада и востока	1	1
196	как и для	1	1
197	только то в	1	1
198	не только от	1	1
199	с этой точки	3	1
200	то было у	1	1
201	не может и	1	1
202	и вовсе не	1	1
203	теперь сказали бы	1	1
204	какой бы то	1	1
205	однако и здесь	1	1
206	и не было	1	1
207	в основе своей	1	1
208	но тем что	3	1
209	пор пока не	1	1
210	состоит в том	8	1
211	же в том	1	1
212	однако в данном	1	1
213	и противоположный ему	1	1
214	в итоге все	1	1
215	как и следовало	1	1
216	что перед нами	1	1
217	все та же	2	1
218	в целом но	2	1
219	однако нельзя сказать	1	1
220	есть бог и	1	1
221	однако и в	1	1
222	только потому что	1	1
223	уже не просто	1	1
224	из всех своих	1	1
225	он не мог	1	1
226	у него нет	1	1
227	такой же как	1	1
228	не в одном	1	1
229	случае мы не	1	1
230	уже в году	2	1
231	раз и является	1	1
232	и в литературе	1	1
233	то что я	1	1
234	и не может	1	1
235	этой точки зрения	3	1
236	и не только	1	1
237	него как и	1	1
238	только и не	1	1
239	нет и не	1	1
240	что в сравнении	1	1
241	в своем внутреннем	1	1
242	имеем дело с	1	1
243	мы не можем	1	1
244	что он один	2	1
