N	2gram	Vygotskiy_	Problema
1	и в	33	182
2	и не	18	152
3	вовсе не	2	145
4	то что	48	144
5	не есть	4	113
6	не только	28	104
7	потому что	40	89
8	в этом	43	88
9	может быть	15	82
10	в том	44	81
11	том что	41	81
12	только в	21	73
13	сказать что	18	72
14	но и	14	70
15	в виде	3	69
16	у нас	4	68
17	также и	2	68
18	и даже	3	66
19	по себе	8	64
20	не менее	4	58
21	о том	13	57
22	тем не	1	56
23	а не	14	56
24	так и	8	56
25	но в	9	55
26	так что	8	52
27	ни в	1	51
28	для нас	1	50
29	в себе	4	48
30	отнюдь не	2	48
31	смысле слова	1	47
32	при помощи	1	47
33	было бы	18	46
34	прежде всего	5	45
35	в своей	5	45
36	что в	33	44
37	в его	15	44
38	не в	10	43
39	все эти	9	43
40	то же	12	42
41	как раз	5	42
42	таким образом	30	42
43	если мы	9	42
44	и что	18	40
45	и то	9	40
46	что он	40	40
47	так как	20	40
48	что мы	11	40
49	во всяком	4	39
50	не может	31	39
51	такого рода	1	39
52	и тем	5	39
53	в этой	8	39
54	как бы	11	39
55	той или	1	38
56	в данном	4	38
57	хотя бы	5	37
58	никак не	6	37
59	в нем	10	37
60	того что	34	37
61	точки зрения	27	36
62	есть нечто	1	36
63	еще не	11	36
64	и все	2	36
65	когда мы	4	35
66	в виду	4	34
67	и с	7	34
68	как и	13	34
69	указывает на	3	34
70	же самое	7	33
71	не является	7	33
72	или иной	1	33
73	в то	5	32
74	но не	13	32
75	едва ли	2	32
76	так же	22	31
77	в своем	11	31
78	связи с	9	31
79	что такое	6	31
80	в конце	3	31
81	но это	4	31
82	все это	2	31
83	ясно что	2	30
84	и для	3	30
85	с другой	11	30
86	настоящее время	2	30
87	в настоящее	2	30
88	в связи	6	29
89	все же	5	29
90	можно сказать	7	29
91	перед нами	1	29
92	как мы	20	29
93	об этом	1	29
94	что же	2	28
95	данном случае	3	28
96	мы не	6	28
97	а в	5	28
98	есть только	1	28
99	и о	1	28
100	и это	3	27
101	и как	7	27
102	хотя и	1	27
103	ничего общего	6	27
104	ничего не	6	27
105	в результате	9	26
106	другой стороны	9	26
107	да и	1	26
108	как будто	2	26
109	вместе с	9	26
110	еще и	3	26
111	это не	8	26
112	и его	6	26
113	мы можем	15	25
114	и на	11	25
115	тем самым	13	25
116	с точки	12	25
117	всяком случае	2	25
118	с тем	9	24
119	на самом	3	24
120	тем более	5	24
121	в нашем	5	24
122	не имеет	7	24
123	по своему	4	23
124	на то	6	23
125	при этом	9	23
126	в качестве	13	23
127	и притом	2	23
128	конце концов	2	23
129	а только	8	23
130	то и	2	23
131	мы находим	1	23
132	есть не	3	23
133	и к	7	22
134	раз и	3	22
135	только на	3	22
136	никогда не	10	22
137	и является	6	22
138	всех этих	1	22
139	нет ничего	1	22
140	есть в	2	22
141	значит что	6	22
142	сам по	1	22
143	его в	6	22
144	и от	2	22
145	и есть	8	22
146	что и	11	22
147	в самом	10	21
148	сама по	4	21
149	что всякий	2	21
150	мы должны	13	21
151	и ее	2	21
152	говорить о	3	21
153	для себя	1	21
154	и только	4	21
155	именно в	8	20
156	для того	20	20
157	но как	6	20
158	можно было	11	20
159	и потому	3	20
160	о чем	3	20
161	тем что	12	20
162	несмотря на	3	20
163	как о	1	20
164	или в	1	20
165	это значит	5	19
166	кроме того	2	19
167	в них	3	19
168	с ним	6	19
169	самом деле	9	19
170	в каком	2	19
171	но если	7	19
172	того или	1	19
173	то это	2	19
174	уже в	4	19
175	то в	7	19
176	в отношении	18	19
177	но только	4	19
178	этом смысле	5	19
179	он не	13	19
180	это есть	5	19
181	если не	3	19
182	если бы	13	19
183	как в	7	19
184	жизни и	2	19
185	в этих	7	18
186	того же	13	18
187	не было	1	18
188	мы и	6	18
189	не существует	1	18
190	в ее	1	18
191	того чтобы	26	18
192	в ней	2	18
193	без всякого	2	17
194	что они	8	17
195	во всех	3	17
196	значение и	1	17
197	но уже	2	17
198	и здесь	2	17
199	гораздо более	1	17
200	мы уже	4	17
201	совсем не	1	17
202	это и	3	17
203	совершенно не	5	17
204	тех или	2	17
205	что она	3	16
206	как это	11	16
207	он и	1	16
208	самое время	1	16
209	же в	2	16
210	для этого	3	16
211	но все	2	16
212	к тому	14	16
213	случае не	2	16
214	и сам	1	15
215	казалось бы	5	15
216	с этим	9	15
217	в чем	10	15
218	в той	8	15
219	у него	8	15
220	что не	2	15
221	общего с	3	15
222	и более	8	15
223	здесь в	1	15
224	в частности	9	15
225	уже и	1	14
226	что все	9	14
227	сих пор	3	14
228	не так	1	14
229	этом случае	5	14
230	нас не	1	14
231	определенного рода	2	14
232	а это	3	14
233	все равно	2	14
234	в котором	2	14
235	говорит о	4	14
236	до сих	3	14
237	не что	2	14
238	то ни	1	14
239	за пределы	4	14
240	что иное	2	14
241	иное как	2	14
242	из них	6	13
243	тому что	14	13
244	действительности и	1	13
245	из этого	3	13
246	сами по	1	13
247	ни на	3	13
248	только при	1	13
249	мы имеем	4	13
250	в их	4	13
251	или даже	2	13
252	в области	19	13
253	который в	2	13
254	в других	2	13
255	в целях	2	13
256	или иного	1	13
257	учение о	3	13
258	мы в	2	13
259	те или	2	13
260	дело в	1	13
261	в другом	7	12
262	он сам	2	12
263	с одной	10	12
264	в которой	8	12
265	время как	4	12
266	в самой	1	12
267	то время	4	12
268	на первый	2	12
269	является только	1	12
270	в начале	2	12
271	или по	1	12
272	не являются	2	12
273	что этот	1	12
274	в смысле	3	12
275	что это	1	12
276	или иначе	1	12
277	нисколько не	2	12
278	не говоря	1	12
279	в целом	8	12
280	или иных	2	11
281	бы то	2	11
282	о которых	2	11
283	и следовательно	7	11
284	могли бы	15	11
285	тот же	7	11
286	мы выше	2	11
287	как именно	1	11
288	и другое	5	11
289	одной стороны	10	11
290	оказывается что	1	11
291	по поводу	3	11
292	к нему	4	11
293	только не	7	11
294	что его	2	11
295	без всякой	2	11
296	не могут	7	11
297	и у	1	11
298	мы говорим	4	11
299	заключается в	15	11
300	в истории	3	11
301	и во	2	11
302	вообще не	5	11
303	и их	4	11
304	по этому	1	11
305	и тогда	1	11
306	более или	1	10
307	что у	4	10
308	не всякое	1	10
309	на том	4	10
