N	3gram	Bakhtin_Fr	VerxiiNi
1	вместе с тем	2	8
2	с одной стороны	2	7
3	с точки зрения	5	6
4	друг с другом	2	5
5	а с другой	1	5
6	до сих пор	3	5
7	для того чтобы	8	5
8	в том числе	6	5
9	более или менее	2	5
10	том числе и	3	4
11	о том что	5	4
12	к тому же	3	4
13	в том что	8	3
14	в конце концов	1	3
15	и таким образом	1	3
16	так же как	4	3
17	в связи с	5	3
18	тем не менее	1	3
19	ничего общего с	1	2
20	той или иной	1	2
21	и связанные с	2	2
22	в значительной мере	1	2
23	с тем и	1	2
24	не только для	2	2
25	сих пор еще	2	2
26	говорили о том	1	2
27	таким образом в	3	2
28	с самого начала	3	2
29	но вместе с	1	2
30	то же самое	3	2
31	так и от	1	2
32	можно сказать что	4	2
33	в этом отношении	7	2
34	на этот путь	1	2
35	то же время	14	2
36	в то же	14	2
37	но все это	1	2
38	может быть и	1	2
39	мы видели что	2	1
40	все те же	1	1
41	так и в	1	1
42	и некоторые другие	1	1
43	связанные с ним	1	1
44	сих пор не	1	1
45	в первом случае	3	1
46	но в общем	2	1
47	с представлением о	2	1
48	совершенно ясно что	1	1
49	потому что в	1	1
50	особенно важное значение	1	1
51	именно потому что	1	1
52	сказать что в	1	1
53	в свою очередь	1	1
54	в одном и	1	1
55	и тот же	2	1
56	по своему характеру	1	1
57	и том же	1	1
58	но в то	6	1
59	между человеком и	2	1
60	в этой области	1	1
61	мы видим что	2	1
62	до известной степени	4	1
63	в соответствии с	1	1
64	отправной точкой для	1	1
65	и только в	1	1
66	не может быть	4	1
67	то есть о	2	1
68	по отношению к	1	1
69	и в то	3	1
70	в данном случае	4	1
71	и в общем	1	1
72	в разные стороны	1	1
73	а потому что	1	1
74	в отличие от	3	1
75	же время он	1	1
76	что в этой	1	1
77	дело не исчерпывается	1	1
78	и не могут	2	1
79	а не как	1	1
80	в общем все	1	1
81	после того как	1	1
82	не имеет никакого	1	1
83	совершенно иной характер	1	1
84	и того же	1	1
85	один и тот	1	1
86	в xvii веке	3	1
87	его с другими	1	1
88	в этом целом	1	1
89	что связано с	1	1
90	в самом деле	2	1
91	в так называемой	1	1
92	а следовательно и	1	1
93	совершенно так же	2	1
94	только то что	1	1
95	он участвовал в	1	1
96	не представляется возможным	1	1
97	как бы в	2	1
98	и в этой	2	1
99	в нашем смысле	1	1
100	с другой стороны	2	1
101	мы уже говорили	7	1
102	даже там где	1	1
103	о том как	2	1
104	по тому же	2	1
105	одном и том	1	1
106	в то время	3	1
107	только тогда когда	1	1
108	это и есть	2	1
109	что и в	2	1
110	это связано с	1	1
111	из этих трех	1	1
112	все священное писание	1	1
113	одного и того	1	1
114	границы между отдельными	1	1
