N	2gram	Losev_Prob	NovoeSre
1	а не	21	17
2	не может	18	16
3	и в	64	16
4	во имя	1	15
5	совсем не	9	12
6	нового времени	1	12
7	и не	63	11
8	и есть	7	10
9	что в	21	9
10	в том	19	8
11	как не	1	8
12	жизни и	1	8
13	он не	5	8
14	в этом	30	7
15	может быть	29	7
16	не будет	11	7
17	это есть	10	7
18	как и	7	7
19	ни в	13	6
20	не знает	4	6
21	не в	6	6
22	лишь в	4	6
23	с его	3	6
24	но это	11	6
25	никогда не	8	6
26	и к	2	5
27	не только	37	5
28	в ней	1	5
29	все это	11	5
30	xix века	1	5
31	в жизни	3	5
32	в нем	14	5
33	с ее	1	5
34	должен быть	1	5
35	перестает быть	3	4
36	и потому	3	4
37	и xx	1	4
38	и мы	1	4
39	по своему	14	4
40	не во	3	4
41	должно быть	3	4
42	потому что	24	4
43	большую роль	2	4
44	xix и	3	4
45	это не	7	4
46	прежде всего	17	4
47	в них	8	4
48	то что	72	4
49	не было	7	4
50	и все	9	4
51	не менее	26	4
52	не имеет	8	4
53	значит что	6	4
54	и для	10	4
55	о том	25	4
56	к лицу	1	3
57	во всех	9	3
58	до мировой	1	3
59	вопрос о	4	3
60	не означает	1	3
61	и пр	4	3
62	должна быть	2	3
63	она не	5	3
64	тому как	3	3
65	в ее	3	3
66	смысле слова	11	3
67	что такое	23	3
68	в прошлом	1	3
69	за пределы	6	3
70	конечно не	3	3
71	подобно тому	2	3
72	в истории	6	3
73	не существует	12	3
74	с другой	8	3
75	в основе	4	3
76	к ним	1	3
77	в россии	1	3
78	сказать что	33	3
79	наряду с	1	3
80	духа и	1	3
81	с тем	6	3
82	не значит	4	3
83	xx веков	1	3
84	не есть	49	3
85	в своей	8	3
86	как в	5	3
87	перейти к	4	3
88	но и	23	3
89	это было	3	3
90	я ищу	1	3
91	к тому	5	3
92	еще не	18	3
93	от всякого	2	2
94	с этим	7	2
95	все они	2	2
96	более не	1	2
97	и от	3	2
98	еще до	1	2
99	и весь	4	2
100	ни к	1	2
101	и что	21	2
102	на протяжении	1	2
103	свои права	1	2
104	на путях	1	2
105	что она	8	2
106	ли это	2	2
107	не имеют	6	2
108	и было	1	2
109	и заключается	2	2
110	познания и	1	2
111	с одной	4	2
112	хотя бы	15	2
113	такого рода	20	2
114	мы не	6	2
115	будет уже	1	2
116	того чтобы	10	2
117	вот почему	1	2
118	хотя и	8	2
119	переход к	1	2
120	так и	17	2
121	как это	7	2
122	этот мир	1	2
123	если нет	2	2
124	но она	3	2
125	думать что	2	2
126	одной стороны	4	2
127	для чего	2	2
128	не могла	1	2
129	можно было	8	2
130	и должно	2	2
131	не ставит	1	2
132	ни одна	2	2
133	другой стороны	7	2
134	времени и	1	2
135	с их	1	2
136	этом смысле	8	2
137	том и	1	2
138	место в	2	2
139	а в	7	2
140	будет и	2	2
141	все время	3	2
142	когда мы	10	2
143	и даже	19	2
144	в свои	1	2
145	и с	12	2
146	мы говорим	3	2
147	не хотят	1	2
148	вернуться к	1	2
149	по существу	2	2
150	для этого	5	2
151	нет и	5	2
152	и начала	2	2
153	могут быть	2	2
154	в себе	16	2
155	том чтобы	1	2
156	и на	11	2
157	быть в	1	2
158	уже не	9	2
159	мира а	1	2
160	я не	1	2
161	не знал	5	2
162	что все	9	2
163	время как	2	2
164	времени в	2	2
165	помнить что	3	2
166	все эти	15	2
167	есть в	9	2
168	же как	2	2
169	такой же	1	2
170	вместе с	4	2
171	который в	1	2
172	одна из	4	2
173	нового типа	1	2
174	мира и	1	2
175	роль в	2	2
176	в употреблении	1	2
177	как будто	6	2
178	но не	13	2
179	в то	7	2
180	споры о	1	2
181	том что	26	2
182	не будут	1	2
183	ведь и	2	2
184	мир и	1	2
185	так же	12	2
186	и это	13	2
187	можно назвать	1	2
188	в смысле	2	2
189	но для	3	2
190	в одну	1	2
191	себя в	1	2
192	но в	19	2
193	мысли и	2	2
194	не к	1	2
195	в той	2	1
196	зачем же	3	1
197	еще достаточно	1	1
198	женщины в	1	1
199	она сама	1	1
200	в советской	3	1
201	предметности в	1	1
202	мир не	1	1
203	необходимой для	1	1
204	в самом	10	1
205	ближе к	2	1
206	уже во	2	1
207	нет ничего	12	1
208	они являются	1	1
209	особенно для	1	1
210	и того	5	1
211	сами не	1	1
212	был и	1	1
213	философии и	4	1
214	и хочет	2	1
215	но можно	2	1
216	может иметь	3	1
217	том случае	2	1
218	можно сказать	9	1
219	то он	3	1
220	все что	2	1
221	человека в	1	1
222	возникают не	1	1
223	во все	1	1
224	совершенно неверна	1	1
225	но такого	2	1
226	но оно	2	1
227	для всех	3	1
228	в более	1	1
229	которая должна	1	1
230	до сих	6	1
231	не сознавать	1	1
232	и более	4	1
233	бы он	2	1
234	и этот	4	1
235	устарели и	1	1
236	в котором	5	1
237	по преимуществу	4	1
238	а белый	1	1
239	значение в	4	1
240	тоже не	12	1
241	то это	3	1
242	выходит за	1	1
243	ничем не	2	1
244	что этот	2	1
245	что будет	2	1
246	и всеми	1	1
247	мир в	1	1
248	нет ни	1	1
249	рушится и	1	1
250	же и	4	1
251	конечно есть	1	1
252	нельзя сказать	3	1
253	что никаких	1	1
254	они не	1	1
255	из них	3	1
256	к ней	1	1
257	она должна	3	1
258	все еще	5	1
259	случае если	2	1
260	который не	1	1
261	свидетельствует о	5	1
262	о человеке	1	1
263	мы уже	8	1
264	нас и	1	1
265	которая в	1	1
266	переходит в	2	1
267	уже давно	7	1
268	и философы	1	1
269	этого она	1	1
270	говорим что	3	1
271	уже в	6	1
272	всякой критики	1	1
273	на ее	1	1
274	может идти	1	1
275	в значительной	2	1
276	есть прежде	3	1
277	в состоянии	2	1
278	для себя	9	1
279	из этих	5	1
280	во всяком	18	1
281	том числе	2	1
282	смысле в	1	1
283	всего мира	1	1
284	смысле о	1	1
285	над этой	1	1
286	не должно	1	1
287	в человеческом	2	1
288	но во	1	1
289	то нужно	1	1
290	для того	10	1
291	в каких	1	1
292	он часто	2	1
293	к старой	1	1
294	не быть	2	1
295	не для	3	1
296	по многим	1	1
297	процесс возникновения	1	1
298	и небытия	1	1
299	это значит	4	1
300	а это	5	1
301	имея в	1	1
302	он и	8	1
303	есть гораздо	1	1
304	было бы	16	1
305	мы должны	5	1
306	будет сказать	3	1
307	в сущности	2	1
308	о самом	2	1
309	не должна	1	1
310	то нет	2	1
311	формальной логики	2	1
312	в его	12	1
313	это показывает	1	1
314	мы в	4	1
315	но ведь	6	1
316	и вся	1	1
317	должны быть	2	1
318	и их	4	1
319	иллюзией и	1	1
320	говорить о	14	1
321	не с	1	1
322	вступает в	1	1
323	всего как	2	1
324	есть и	4	1
325	как результат	1	1
326	совершенно невозможно	1	1
327	который составляет	1	1
328	вопрос для	1	1
329	у нас	31	1
330	для них	5	1
331	с другими	6	1
332	часто не	1	1
333	людей и	1	1
334	сказать мы	1	1
335	говорит что	1	1
336	не через	1	1
337	вопроса о	3	1
338	ни одно	1	1
339	в виду	10	1
340	не больше	3	1
341	еще в	2	1
342	превращается в	1	1
343	и до	3	1
344	нет никакого	1	1
345	нужно будет	1	1
346	с собой	3	1
347	есть результат	5	1
348	природу и	1	1
349	только в	19	1
350	не на	4	1
351	не могут	6	1
352	есть уже	1	1
353	под этим	4	1
354	по своей	1	1
355	от того	2	1
356	в нее	2	1
357	он есть	5	1
358	от других	3	1
359	чего он	3	1
360	есть еще	3	1
361	от своих	1	1
362	оно существует	1	1
363	также еще	1	1
364	в зависимости	2	1
365	было и	2	1
366	оно не	6	1
367	на смену	1	1
368	в средневековой	1	1
369	что нет	3	1
370	а на	1	1
371	основанная на	1	1
372	о природе	2	1
373	сами по	5	1
374	это всегда	2	1
375	особого рода	3	1
376	не их	1	1
377	это должно	1	1
378	говорим о	3	1
379	или не	5	1
380	но он	3	1
381	значение и	7	1
382	в которой	2	1
383	и а	1	1
384	да конечно	1	1
385	в этой	14	1
386	вот что	1	1
387	числе и	2	1
388	а по	1	1
389	а также	6	1
390	и еще	3	1
391	что его	4	1
392	и начал	1	1
393	как на	3	1
394	он в	2	1
395	явление в	1	1
396	будто бы	4	1
397	на нее	2	1
398	возможно что	1	1
399	на путь	1	1
400	оно есть	1	1
401	во многом	1	1
402	вопрос этот	1	1
403	всегда есть	7	1
404	переход от	1	1
405	нужно помнить	1	1
406	же так	1	1
407	сам собой	1	1
408	из всех	1	1
409	быть только	3	1
410	что не	8	1
411	но все	5	1
412	в глубине	1	1
413	оба они	1	1
414	очень долго	2	1
415	тем что	10	1
416	есть всегда	1	1
417	и во	4	1
418	не хочет	3	1
419	к этой	2	1
420	то время	2	1
421	огромное значение	2	1
422	с большим	2	1
423	это время	1	1
424	всякого содержания	1	1
425	в конце	13	1
426	вообще не	5	1
427	слишком далеко	1	1
428	или иная	1	1
429	чтобы быть	1	1
430	мы опять	1	1
431	в основу	1	1
432	свободными от	1	1
433	них не	1	1
434	логики и	3	1
435	так как	16	1
436	смысле и	2	1
437	имеют никакого	1	1
438	в своем	7	1
439	процессы в	1	1
440	мы конечно	3	1
441	давно уже	1	1
442	характер и	1	1
443	в последние	3	1
444	в познании	1	1
445	есть по	6	1
446	уже нет	1	1
447	нас к	1	1
448	сих пор	6	1
449	и вполне	6	1
450	что он	11	1
451	на себя	2	1
452	известном смысле	1	1
453	учит нас	1	1
454	и она	1	1
455	их в	6	1
456	в силу	2	1
457	это порождение	1	1
458	и очень	3	1
459	он может	1	1
460	привела бы	1	1
461	что мы	23	1
462	и жизни	1	1
463	и которые	6	1
464	и никакой	1	1
465	существование его	1	1
466	в этих	7	1
467	в период	1	1
468	есть такой	1	1
469	и отдельных	1	1
470	прогресс и	1	1
471	дурной бесконечности	1	1
472	но если	6	1
473	перед собой	1	1
474	которым оно	1	1
475	по себе	20	1
476	только для	3	1
477	не имел	2	1
478	в области	8	1
479	и другая	1	1
480	времени а	1	1
481	того и	1	1
482	жизни мы	1	1
483	системы этот	1	1
484	в такой	3	1
485	все другие	4	1
486	с ним	4	1
487	символы а	1	1
488	мыслей и	1	1
489	и только	7	1
490	что само	1	1
491	человек не	1	1
492	путей для	1	1
493	есть только	16	1
494	ли он	2	1
495	от всех	2	1
496	оставить в	1	1
497	к той	1	1
498	к единству	1	1
499	всяком случае	11	1
500	этих терминов	1	1
501	нужно считать	2	1
502	для настоящего	2	1
503	речи о	1	1
504	никакого содержания	1	1
505	зависимости от	2	1
506	во время	1	1
507	та или	2	1
508	друг друга	1	1
509	только потому	4	1
510	ставит никаких	1	1
511	будет в	1	1
512	до начала	1	1
513	в это	2	1
514	того же	3	1
515	в известном	1	1
516	в каком-то	3	1
517	очень любят	1	1
518	знает что	1	1
519	на их	1	1
520	не случайно	1	1
521	в чем	3	1
522	в каком	7	1
523	нет в	1	1
524	не был	4	1
525	если взять	2	1
526	отказаться от	2	1
527	есть своя	1	1
528	и его	3	1
529	в эту	2	1
530	и особенно	4	1
531	слова в	1	1
532	одного и	2	1
533	на это	1	1
534	себе и	2	1
535	одно государство	1	1
536	понять что	1	1
537	тогда не	2	1
538	которые они	1	1
539	гораздо больше	2	1
540	от этого	2	1
541	и нет	2	1
542	который и	1	1
543	тут нет	1	1
544	себя и	1	1
545	есть принцип	2	1
546	к нему	5	1
547	необходимо перейти	1	1
548	чтобы понять	3	1
549	ему не	1	1
