N	4gram	Bakhtin_Pr	Mirosoze
1	не что иное как	1	4
2	одной и той же	1	3
3	в записках из подполья	1	3
4	есть не что иное	1	3
5	никогда не может быть	1	2
6	легенда о великом инквизиторе	1	2
7	в сне смешного человека	6	2
8	все более и более	1	2
9	и тот и другой	1	2
10	одну и ту же	1	2
11	и в конце концов	1	2
12	мир к человеку и	1	1
13	мы имеем в виду	3	1
14	свидригайлова и федора павловича	1	1
15	общего не имеет с	1	1
16	достоевского в высшей степени	1	1
17	значит ли это что	1	1
18	в своем художественном творчестве	1	1
19	мы еще вернемся в	2	1
20	в то же время	8	1
21	перейти в свою противоположность	1	1
22	и не может быть	5	1
23	в них нет ничего	1	1
24	и связанной с ней	1	1
25	в преступлении и наказании	4	1
26	бы он ни был	1	1
27	а может быть и	1	1
28	даже в наше время	1	1
29	но в нем нет	1	1
30	очень важное место в	1	1
31	если нет бога и	1	1
32	о том что все	1	1
33	к униженным и оскорбленным	1	1
34	лицом к лицу и	1	1
35	в строгом смысле слова	1	1
36	по сравнению с достоевским	1	1
37	по отношению к нему	1	1
38	ничего общего не имеет	1	1
39	нет бога и бессмертия	2	1
40	с записок из подполья	1	1
41	в центре его творчества	1	1
42	в том что все	1	1
43	идея о том что	1	1
44	но и в нем	1	1
