N	3gram	Bakhtin_Fr	EvropaiE
1	с точки зрения	4	16
2	в то же	12	15
3	то же время	12	14
4	с одной стороны	3	8
5	в том что	4	6
6	одной стороны и	1	6
7	той или иной	1	4
8	не только в	1	4
9	и в этом	1	4
10	в той или	1	3
11	в применении к	1	3
12	можно было бы	2	3
13	в этом смысле	1	3
14	северной америки и	1	3
15	во всяком случае	1	3
16	и прежде всего	2	3
17	в этом отношении	3	3
18	так и в	3	2
19	в одном из	2	2
20	сказать что в	1	2
21	по своему характеру	1	2
22	как мы видели	4	2
23	но в то	3	2
24	в большинстве случаев	9	2
25	в данном случае	1	2
26	прежде всего в	4	2
27	заключается в том	1	2
28	есть не только	1	2
29	друг от друга	1	2
30	то что в	2	2
31	во второй половине	1	2
32	в свою очередь	3	2
33	с другой стороны	2	2
34	из того что	1	2
35	и не имеет	1	2
36	нужно заметить что	1	2
37	мы видели что	1	1
38	при помощи которого	1	1
39	плоти и кровь	1	1
40	или меньшей степени	1	1
41	и связанной с	1	1
42	не имеет значения	1	1
43	в одной из	1	1
44	она никогда не	1	1
45	и не только	1	1
46	именно потому что	1	1
47	другой стороны в	1	1
48	и кровь от	1	1
49	и не быть	1	1
50	то есть в	6	1
51	дело в том	2	1
52	а именно в	1	1
53	в эту эпоху	1	1
54	смысле этого слова	1	1
55	о котором мы	4	1
56	от плоти и	1	1
57	большей или меньшей	2	1
58	речь идет о	1	1
59	плоть от плоти	1	1
60	в значительной мере	1	1
61	вместо того чтобы	2	1
62	но и в	2	1
63	и сейчас в	1	1
64	том числе и	2	1
65	большей степени чем	1	1
66	в этом мире	1	1
67	это один из	1	1
68	и тем самым	1	1
69	во всех этих	1	1
70	в себе в	1	1
71	до настоящего времени	1	1
72	то мы увидим	1	1
73	как и его	1	1
74	степени чем в	1	1
75	и того же	1	1
76	и в отношении	2	1
77	которых мы здесь	1	1
78	имеет для нас	1	1
79	с тем что	1	1
80	имеют существенное значение	1	1
81	в гораздо большей	1	1
82	мы увидим что	1	1
83	большем или меньшем	1	1
84	что же касается	1	1
85	по своему положению	1	1
86	выходит за пределы	1	1
87	в связи с	2	1
88	мы видим как	1	1
89	и не в	1	1
90	в том же	1	1
91	же время в	1	1
92	а также в	1	1
93	та или иная	1	1
94	в этом процессе	1	1
95	в том числе	4	1
96	человеческого рода и	1	1
97	и в другие	1	1
98	превосходят все что	1	1
99	вовлекает в свой	1	1
100	в нем и	1	1
101	гораздо большей степени	1	1
102	существенное значение в	1	1
103	и для всех	1	1
104	в то время	1	1
105	чем в других	1	1
106	что в этом	1	1
107	более или менее	3	1
108	в значительной степени	3	1
109	и до настоящего	1	1
110	на этот вопрос	1	1
111	но от этого	1	1
112	кровь от крови	1	1
113	в большей или	2	1
114	но и для	2	1
115	также и те	1	1
116	к тому же	1	1
117	около этого времени	1	1
118	одного и того	1	1
119	а также и	3	1
120	друг к другу	1	1
