N	2gram	Vygotskiy_	VLabPisa
1	таким образом	38	32
2	в этом	47	29
3	не только	36	26
4	и в	47	26
5	и т	1	25
6	может быть	20	23
7	и не	27	20
8	не может	23	17
9	в процессе	12	17
10	в его	7	15
11	в том	38	15
12	этом отношении	7	14
13	в силу	21	14
14	все это	5	13
15	прежде всего	9	13
16	в качестве	9	12
17	в частности	4	12
18	как это	7	12
19	что в	23	11
20	с другой	7	11
21	из них	2	11
22	то же	16	10
23	не могут	9	10
24	о том	5	10
25	но и	19	10
26	по этому	4	10
27	и др	1	10
28	для него	6	9
29	об этом	4	9
30	к этому	2	9
31	могут быть	7	8
32	другой стороны	3	8
33	только в	24	8
34	на основании	2	8
35	все эти	7	8
36	вместе с	19	8
37	том что	28	8
38	было бы	12	8
39	в своем	3	8
40	в основном	4	7
41	это не	6	7
42	в конечном	2	7
43	не было	1	7
44	по отношению	10	7
45	очевидно что	6	7
46	тому что	14	7
47	как и	19	7
48	их в	2	7
49	действительности и	1	7
50	во всех	9	7
51	а не	7	7
52	этому поводу	3	7
53	то что	40	7
54	главным образом	1	7
55	отношению к	9	7
56	же в	1	7
57	в нем	6	7
58	из этих	6	7
59	один из	3	6
60	думается что	1	6
61	у него	2	6
62	в порядке	3	6
63	все же	7	6
64	приводит к	10	6
65	это и	7	6
66	не в	7	6
67	между тем	2	6
68	так и	8	6
69	в себе	14	6
70	в зависимости	6	6
71	том же	7	6
72	и его	14	6
73	в то	10	6
74	даже в	2	5
75	в результате	3	5
76	в их	4	5
77	в них	3	5
78	связи с	4	5
79	одним из	3	5
80	конечном счете	2	5
81	как говорит	6	5
82	зависимости от	6	5
83	к тому	13	5
84	перед нами	3	5
85	не является	4	5
86	он говорит	1	5
87	на основе	5	5
88	и образов	1	5
89	вот почему	3	5
90	и при	2	5
91	в одном	4	5
92	в пределах	3	5
93	же время	1	5
94	как бы	13	5
95	в целом	7	5
96	сказать что	18	5
97	в плане	3	5
98	и есть	4	5
99	показывают что	2	5
100	никогда не	7	5
101	в самом	15	4
102	основных чертах	1	4
103	ее в	11	4
104	только что	7	4
105	в ее	7	4
106	как раз	6	4
107	можно сказать	9	4
108	что для	3	4
109	в этой	7	4
110	он работал	1	4
111	что все	6	4
112	что он	13	4
113	в виду	5	4
114	по существу	2	4
115	с тем	8	4
116	в своей	4	4
117	является не	4	4
118	силу этого	2	4
119	должен быть	1	4
120	с его	1	4
121	чем же	1	4
122	для его	2	4
123	в связи	1	4
124	когда он	2	4
125	в нашей	4	4
126	в сознании	11	4
127	не удивительно	3	4
128	одна из	2	4
129	рассказывает о	1	4
130	по поводу	3	4
131	отнюдь не	2	4
132	во время	2	4
133	и ее	3	4
134	и к	11	3
135	что они	11	3
136	видели что	3	3
137	что оно	9	3
138	и он	4	3
139	что у	4	3
140	этой области	2	3
141	этот процесс	1	3
142	мы знаем	5	3
143	удивительно что	1	3
144	мы имеем	3	3
145	естественно что	3	3
146	того что	27	3
147	никак не	5	3
148	но как	3	3
149	видеть в	1	3
150	утверждает что	1	3
151	что и	4	3
152	у нас	3	3
153	подобно тому	2	3
154	его в	7	3
155	в форме	1	3
156	не заканчивается	1	3
157	если бы	8	3
158	или в	2	3
159	в другую	3	3
160	это мы	6	3
161	опыта и	2	3
162	именно в	9	3
163	в конце	5	3
164	например в	5	3
165	видно из	2	3
166	момент в	3	3
167	между ними	8	3
168	и как	7	3
169	в слове	11	3
170	в которых	3	3
171	например что	1	3
172	явлений и	1	3
173	том как	2	3
174	вовсе не	3	3
175	бы в	7	3
176	с этим	5	3
177	а в	3	3
178	процесса как	2	3
179	что не	2	3
180	в котором	6	3
181	она не	7	3
182	в противоположность	1	3
183	говорить не	1	3
184	в значительной	3	3
185	но даже	2	3
186	того чтобы	26	3
187	в работе	1	3
188	для того	24	3
189	тому как	2	3
190	идей и	1	3
191	и их	7	3
192	всех других	1	3
193	как он	1	3
194	мыслительного процесса	1	3
195	далеко не	1	3
196	этот вопрос	2	3
197	так же	26	3
198	при помощи	1	3
199	образом не	1	3
200	как на	8	3
201	нет и	4	3
202	это делает	1	3
203	образом в	5	3
204	значит и	1	3
205	и от	6	3
206	точки зрения	39	3
207	и по	6	3
208	значительной мере	2	3
209	как целого	1	3
210	всех этих	1	3
211	моментов в	2	3
212	мы видели	10	3
213	этом и	2	2
214	и впечатления	1	2
215	к сожалению	1	2
216	представить себе	5	2
217	и весь	3	2
218	отличия от	1	2
219	только не	14	2
220	все его	1	2
221	том чтобы	1	2
222	и этот	1	2
223	установить в	3	2
224	из которых	3	2
225	они и	2	2
226	от его	2	2
227	они не	2	2
228	на вопрос	6	2
229	если в	6	2
230	также что	1	2
231	самого себя	1	2
232	должно быть	3	2
233	того как	6	2
234	зависит от	3	2
235	ее как	2	2
236	с одной	7	2
237	том числе	2	2
238	внимание на	4	2
239	тогда когда	12	2
240	смысле слова	1	2
241	из основных	3	2
242	говорить о	1	2
243	хотя и	4	2
244	в пользу	6	2
245	связанное с	1	2
246	о чем	8	2
247	что при	4	2
248	в большей	2	2
249	не приходится	1	2
250	одном и	4	2
251	с более	2	2
252	что такое	2	2
253	а затем	2	2
254	как у	1	2
255	и через	1	2
256	для них	1	2
257	с другими	5	2
258	его от	2	2
259	от до	1	2
260	представлений и	1	2
261	по себе	5	2
262	всего сказанного	3	2
263	но с	4	2
264	в своих	2	2
265	и даже	3	2
266	и непосредственно	3	2
267	этой точки	4	2
268	мышления в	6	2
269	и наконец	4	2
270	и слова	6	2
271	в которой	16	2
272	короче говоря	2	2
273	а о	1	2
274	что его	2	2
275	в представлении	1	2
276	мысль о	1	2
277	что она	8	2
278	но не	13	2
279	в ней	5	2
280	но вот	1	2
281	который по	2	2
282	начинается с	2	2
283	к его	3	2
284	силу чего	4	2
285	по одному	1	2
286	же как	14	2
287	что мы	14	2
288	слова не	1	2
289	и просто	1	2
290	на этом	4	2
291	именно этого	1	2
292	не менее	6	2
293	можно ли	2	2
294	так сказать	1	2
295	ли не	3	2
296	только для	1	2
297	бы не	1	2
298	остановимся на	1	2
299	может не	1	2
300	образом по	1	2
301	отличается от	6	2
302	после того	1	2
303	на то	5	2
304	те из	1	2
305	себе и	2	2
306	которая не	1	2
307	в чем	5	2
308	числе и	2	2
309	например как	1	2
310	так например	1	2
311	но к	1	2
312	сих пор	6	2
313	огромную роль	1	2
314	года и	1	2
315	начнем с	1	2
316	от них	1	2
317	еще не	5	2
318	нам остается	2	2
319	сказанного выше	2	2
320	все они	1	2
321	в каждом	3	2
322	во всяком	2	2
323	без них	1	2
324	и потому	3	2
325	понятно что	3	2
326	еще и	1	2
327	до сих	6	2
328	человека в	1	2
329	восприятия и	3	2
330	этого положения	1	2
331	а к	1	2
332	в словесном	1	2
333	а как	1	2
334	явление наблюдается	1	2
335	значит что	1	2
336	в целях	1	2
337	ли это	1	2
338	эти примеры	1	2
339	и заключается	3	2
340	в самых	2	2
341	всяком случае	1	2
342	одной стороны	7	2
343	относится к	5	2
344	также и	2	2
345	ту же	4	2
346	в другом	3	2
347	но то	2	2
348	не по	7	2
349	оно является	1	2
350	могут не	4	2
351	формы и	1	2
352	в образах	1	2
353	и может	2	2
354	лишь в	3	2
355	связана с	4	2
356	каждой из	5	2
357	в системе	3	2
358	должны быть	5	2
359	не с	3	2
360	не об	1	2
361	плана в	3	2
362	о своем	2	2
363	можно было	7	2
364	словесного выражения	1	2
365	стороны и	6	2
366	после всего	2	2
367	от того	6	2
368	действительность в	2	2
369	знаем что	3	2
370	процесса словесного	1	2
371	образом даже	1	2
372	как например	1	2
373	или наконец	1	2
374	как известно	6	2
375	на это	1	2
376	всего не	1	2
377	ни одного	1	2
378	он и	1	2
379	и памяти	4	2
380	к ним	1	2
381	же самое	12	2
382	он в	1	2
383	вообще и	1	2
384	в сфере	8	2
385	заключается в	14	2
386	начиная с	1	2
387	которые в	5	2
388	и у	1	2
389	они должны	1	2
390	о его	3	2
391	необходимо и	1	2
392	в известной	1	2
393	одной из	4	2
394	на него	1	2
395	эти вопросы	1	2
396	он не	5	2
397	во всей	3	2
398	или иной	2	2
399	он может	1	2
400	и непосредственного	1	2
401	который в	1	2
402	и дальше	1	2
403	основываясь на	1	2
404	он сам	2	2
405	в области	5	2
406	и значит	1	2
407	показывает что	6	2
408	конкретную форму	1	2
409	только с	2	2
410	у них	2	2
411	к этим	1	2
412	конце концов	1	2
413	и обобщения	3	2
414	этом же	1	2
415	и для	5	2
416	и том	3	2
417	но для	2	2
418	обобщения в	1	2
419	только о	3	2
420	то о	5	2
421	целого ряда	1	2
422	но в	9	2
423	этому типу	1	1
424	в той	7	1
425	в сложном	1	1
426	ничего иного	1	1
427	жизнь его	2	1
428	говорит достоевский	1	1
429	личного опыта	1	1
430	в большом	1	1
431	ответа на	1	1
432	были бы	5	1
433	этом плане	1	1
434	ситуации и	3	1
435	это на	1	1
436	об их	1	1
437	то в	4	1
438	речь может	1	1
439	краеугольным камнем	1	1
440	что один	1	1
441	эту возможность	2	1
442	именно к	1	1
443	к действительности	2	1
444	и другие	1	1
445	к общему	4	1
446	осознается как	1	1
447	этом случае	15	1
448	является в	7	1
449	и составляет	2	1
450	прямо и	4	1
451	понятий и	11	1
452	и то	10	1
453	ответ на	3	1
454	а потому	1	1
455	не нашел	1	1
456	форм и	5	1
457	поэтому что	2	1
458	или наоборот	1	1
459	отдельных частей	1	1
460	ни в	3	1
461	движение этого	1	1
462	мы видим	10	1
463	но на	3	1
464	в более	1	1
465	сознательное и	1	1
466	что если	2	1
467	можно говорить	2	1
468	связано с	4	1
469	и мы	1	1
470	мы и	5	1
471	мышления и	16	1
472	смысле что	3	1
473	опирается на	2	1
474	всю сферу	1	1
475	другие в	1	1
476	ней не	1	1
477	что наконец	1	1
478	полноту и	1	1
479	является достаточным	1	1
480	светлое поле	1	1
481	данном случае	5	1
482	процесса с	1	1
483	что этим	1	1
484	процесса мышления	1	1
485	не меньшим	1	1
486	и свою	1	1
487	которые не	1	1
488	к этой	2	1
489	время и	1	1
490	почти не	1	1
491	своего собственного	1	1
492	поэтому в	2	1
493	он только	1	1
494	один с	1	1
495	мы не	10	1
496	другой мы	1	1
497	даже целые	2	1
498	совершенно очевидно	3	1
499	в состоянии	4	1
500	с этой	5	1
501	не чем	2	1
502	дело с	3	1
503	еще более	1	1
504	этих особенностей	2	1
505	несмотря на	2	1
506	из того	7	1
507	мысль в	1	1
508	не для	2	1
509	оказывается не	3	1
510	а и	2	1
511	моментом в	1	1
512	мы получаем	1	1
513	этом заключается	2	1
514	слов в	1	1
515	его значения	3	1
516	деятельности но	1	1
517	в определенном	2	1
518	это значит	1	1
519	или иными	1	1
520	исследования не	1	1
521	как особую	1	1
522	по принципу	3	1
523	скорее к	1	1
524	с ним	5	1
525	природе и	2	1
526	по выражению	2	1
527	кроме того	1	1
528	не являются	1	1
529	он это	1	1
530	особенностей в	1	1
531	неизбежно приводит	3	1
532	это обычно	2	1
533	разница между	1	1
534	сам по	2	1
535	указанных выше	1	1
536	двум основным	1	1
537	привести к	4	1
538	частного в	2	1
539	о нем	1	1
540	предполагает наличие	1	1
541	с достаточной	1	1
542	положение что	1	1
543	обратил внимание	1	1
544	не как	1	1
545	и записать	1	1
546	аналогии с	1	1
547	в меньшей	3	1
548	мы в	3	1
549	для нас	4	1
550	и огромное	1	1
551	и точно	1	1
552	и свой	2	1
553	от общего	2	1
554	целом но	1	1
555	толстым из	1	1
556	невозможно и	1	1
557	и главнейшей	1	1
558	содержание в	2	1
559	они в	1	1
560	является тем	1	1
561	развития не	2	1
562	в логике	1	1
563	но что	2	1
564	этапы в	1	1
565	основной и	2	1
566	как нечто	1	1
567	и создает	1	1
568	по мере	10	1
569	исторического развития	3	1
570	в живом	3	1
571	не знать	1	1
572	себя это	1	1
573	структуры в	3	1
574	в этих	2	1
575	встречается не	1	1
576	научного и	2	1
577	в ином	3	1
578	в рамки	1	1
579	от общей	2	1
580	в виде	2	1
581	определяется как	1	1
582	это определение	1	1
583	и сознания	1	1
584	только понятия	1	1
585	ведь это	2	1
586	одну и	1	1
587	и самые	2	1
588	как же	1	1
589	правильного понимания	1	1
590	что чем	1	1
591	этого процесса	3	1
592	о природе	9	1
593	могут привести	1	1
594	если не	1	1
595	не выражается	2	1
596	его развитие	1	1
597	случае он	1	1
598	все то	1	1
599	но он	3	1
600	самом деле	6	1
601	в несколько	1	1
602	является таким	1	1
603	но все	2	1
604	своих впечатлений	1	1
605	еще раз	1	1
606	как видно	1	1
607	что мысль	1	1
608	этого не	1	1
609	без остатка	1	1
610	как возникают	1	1
611	проявления этой	1	1
612	это положение	4	1
613	приходит в	1	1
614	его теории	1	1
615	мы говорим	2	1
616	и которая	1	1
617	и все	5	1
618	достаточным основанием	1	1
619	же по	1	1
620	по аналогии	1	1
621	уже как	1	1
622	наличия в	1	1
623	сам собой	1	1
624	учения о	4	1
625	раз навсегда	1	1
626	изолированно от	1	1
627	целый ряд	6	1
628	с теми	2	1
629	развития в	5	1
630	к пониманию	4	1
631	дальнейшего изложения	1	1
632	тем что	14	1
633	и препятствий	1	1
634	чем отличается	1	1
635	если это	1	1
636	которая служит	1	1
637	к более	3	1
638	различные виды	1	1
639	непосредственно как	1	1
640	то время	8	1
641	в таком	2	1
642	без всякой	1	1
643	общих и	2	1
644	только два	1	1
645	теснейшим образом	1	1
646	бы все	2	1
647	в сферу	3	1
648	том или	1	1
649	является выражением	1	1
650	сама по	1	1
651	между этими	3	1
652	к их	1	1
653	возникают у	1	1
654	эти данные	2	1
655	в стороне	1	1
656	для своей	1	1
657	теми или	1	1
658	не тождественны	1	1
659	относятся к	1	1
660	из тех	2	1
661	друг другу	5	1
662	что перед	1	1
663	чем иным	2	1
664	и без	2	1
665	в какой	6	1
666	кстати сказать	1	1
667	в памяти	2	1
668	мы встречаемся	2	1
669	понятия и	5	1
670	нас к	10	1
671	их он	1	1
672	чтобы ответить	1	1
673	как не	1	1
674	пошла в	1	1
675	него когда	1	1
676	в соответствии	1	1
677	время как	7	1
678	только через	1	1
679	процессе формирования	1	1
680	что по	2	1
681	значения и	3	1
682	меньшей мере	3	1
683	а именно	1	1
684	в научной	1	1
685	долго и	1	1
686	одновременно и	3	1
687	только начинается	1	1
688	как можно	1	1
689	состоит из	1	1
690	становится понятным	1	1
691	и вместе	2	1
692	при таком	2	1
693	как в	7	1
694	итак не	1	1
695	и характер	1	1
696	собой не	1	1
697	этим самым	2	1
698	говорят о	1	1
699	и понимания	2	1
