N	2gram	Vygotskiy_	Hudozhes
1	в качестве	3	31
2	то есть	44	26
3	в мире	1	24
4	и в	55	23
5	не только	25	20
6	состоит в	5	20
7	в том	55	20
8	при этом	28	19
9	может быть	35	19
10	в частности	6	18
11	художественной деятельности	1	17
12	и не	24	16
13	тогда как	1	15
14	но и	12	14
15	литературного произведения	1	13
16	а не	18	13
17	но не	5	13
18	а в	10	13
19	в себе	6	13
20	в этом	21	12
21	то же	17	12
22	такого рода	1	12
23	так и	6	12
24	произведение искусства	9	12
25	и его	14	12
26	сводится к	3	11
27	представляет собой	2	11
28	как бы	11	11
29	точки зрения	32	11
30	в его	8	11
31	но в	5	10
32	своего рода	1	9
33	том что	30	9
34	с другой	7	9
35	в искусстве	24	9
36	не в	19	9
37	не может	30	9
38	в принципе	1	8
39	в области	12	8
40	в то	8	8
41	что в	39	7
42	в самом	18	7
43	только в	18	7
44	в своей	6	7
45	в основе	13	7
46	же время	2	7
47	в отличие	4	7
48	отличие от	6	7
49	не столько	1	7
50	как это	8	7
51	отношение к	3	7
52	другой стороны	7	6
53	в состав	1	6
54	более или	3	6
55	приводит к	3	6
56	уже не	3	6
57	можно сказать	2	6
58	с ее	3	6
59	художественного творчества	6	6
60	с его	3	6
61	мы имеем	7	6
62	в ее	7	6
63	а также	1	6
64	или менее	3	6
65	в нем	5	6
66	искусства в	14	6
67	ни в	9	5
68	в виду	6	5
69	не на	2	5
70	конечном счете	6	5
71	что он	17	5
72	в художественном	9	5
73	не менее	9	5
74	не является	5	5
75	того чтобы	13	5
76	для того	12	5
77	со стороны	5	5
78	иначе говоря	6	5
79	как к	2	5
80	для него	1	5
81	того что	15	5
82	прежде всего	5	5
83	с другими	2	5
84	в их	4	5
85	а на	4	5
86	в конечном	6	5
87	между ними	2	5
88	тем самым	2	5
89	то что	47	5
90	могут быть	15	5
91	место в	1	5
92	во втором	1	4
93	для себя	2	4
94	эстетического объекта	2	4
95	по пути	1	4
96	не следует	1	4
97	например в	5	4
98	в слове	3	4
