N	3gram	Bakhtin_Pr	slovoVRo
1	и т п	13	72
2	не может быть	11	19
3	то же время	3	18
4	в то же	3	18
5	той или иной	2	15
6	с точки зрения	6	15
7	в отличие от	5	14
8	в узком смысле	1	14
9	в большинстве случаев	5	11
10	с одной стороны	3	11
11	во всех его	4	10
12	и т д	1	10
13	зрения на мир	1	7
14	в значительной степени	1	7
15	но в то	1	7
16	к своему предмету	1	6
17	так и в	2	6
18	и в то	2	6
19	с другой стороны	4	6
20	они могут быть	1	6
21	в том что	3	5
22	по отношению к	19	5
23	хотя бы и	1	5
24	как мы уже	1	5
25	всех его моментах	1	5
26	не только в	2	5
27	а вовсе не	1	5
28	языка то есть	1	5
29	в этом отношении	2	5
30	может быть и	1	5
31	одной стороны и	1	4
32	точка зрения на	1	4
33	для того чтобы	2	4
34	в известной степени	2	4
35	на первый план	2	4
36	до сих пор	1	4
37	и не может	2	4
38	а также и	1	4
39	в свою очередь	1	4
40	то есть как	1	4
41	можно сказать что	2	4
42	таким образом в	1	4
43	в лучшем случае	2	4
44	не могут быть	2	4
45	никогда не может	2	4
46	до известной степени	1	3
47	того или иного	2	3
48	может быть только	3	3
49	не выходит за	1	3
50	человека и его	1	3
51	в данном случае	4	3
52	в поэтическом произведении	1	3
53	в связи с	1	3
54	к тому что	1	3
55	как и в	1	3
56	и не в	1	3
57	со всех сторон	2	3
58	в каждом моменте	1	3
59	выходит за пределы	1	3
60	в другом случае	1	3
61	приходится иметь дело	2	2
62	на фоне которого	1	2
63	социальные и исторические	1	2
64	и в другом	1	2
65	то или иное	2	2
66	о которых мы	1	2
67	то есть к	1	2
68	и во всех	2	2
69	всех своих моментах	2	2
70	тем не менее	3	2
71	то есть не	1	2
72	далеко не всегда	3	2
73	за своими пределами	1	2
74	а между тем	1	2
75	не для того	1	2
76	может иметь место	1	2
77	в первом случае	1	2
78	в чем не	2	2
79	в нем не	1	2
80	имеет дело с	4	2
81	точки зрения самого	2	2
82	и др и	1	2
83	или в лучшем	1	2
84	и в том	1	2
85	как композиционная форма	2	2
86	и в этом	1	2
87	в том и	1	2
88	хотя и не	1	2
89	и в романе	1	2
90	т п и	1	2
91	в их целом	1	2
92	и уже затем	1	2
93	иметь в виду	1	2
94	том и в	1	2
95	но и в	2	2
96	языка как такового	1	2
97	а следовательно и	1	2
98	и в них	2	2
99	в то время	1	2
100	во всех своих	2	2
101	но конечно не	1	2
102	его отношение к	1	2
103	можно было бы	3	2
104	как одна из	1	2
105	языка может быть	1	2
106	бы они ни	1	2
107	в этом его	1	2
108	они ни были	1	2
109	между тем как	5	2
110	конечно и в	1	2
111	и в нем	3	2
112	и в частности	2	2
113	на протяжении всего	1	2
114	то время как	1	2
115	ни в чем	2	2
116	на фоне которых	1	1
117	вообще и не	1	1
118	в меньшей степени	1	1
119	все то что	3	1
120	и с которым	1	1
121	так же велико	1	1
122	не входят в	2	1
123	это как бы	1	1
124	в конечном счете	4	1
125	тем как в	2	1
126	в применении к	3	1
127	образ и в	1	1
128	в себе все	1	1
129	входит в эстетический	2	1
130	и организуются в	1	1
131	однако отметить что	1	1
132	слова это не	1	1
133	снова и снова	1	1
134	ни одной из	1	1
135	в иванов а	1	1
136	свою связь с	1	1
137	у нас в	1	1
138	нем и с	1	1
139	существенного отношения к	1	1
140	как бы они	1	1
141	за его пределы	2	1
142	быть отнесены к	1	1
143	во всех отношениях	1	1
144	то есть вне	1	1
145	но которые в	1	1
146	может войти в	1	1
147	может быть адекватно	1	1
148	мы еще не	1	1
149	как убираются леса	1	1
150	сказать и о	2	1
151	в новом свете	1	1
152	и определяет все	1	1
153	она не может	1	1
154	имеют в виду	1	1
155	этого движения и	1	1
156	говорить об особой	1	1
157	конечно не в	1	1
158	сами по себе	1	1
159	в иных случаях	3	1
160	тем как мы	1	1
161	мы уже указывали	1	1
162	как бы две	1	1
163	мы можем сказать	2	1
164	в особенности же	1	1
165	но она может	1	1
166	нем не только	1	1
167	с ее методами	1	1
168	самого слова и	1	1
169	если бы мы	1	1
170	с помощью одного	1	1
171	в нем нет	1	1
172	и прежде всего	5	1
173	а в том	1	1
174	и как мы	1	1
175	может быть конечно	1	1
176	в этом направлении	1	1
177	то ни было	2	1
178	значительной степени и	1	1
179	иметь место в	1	1
180	как предмету познания	1	1
181	там где оно	2	1
182	входить в рассмотрение	1	1
183	его вне себя	1	1
184	не входит в	4	1
185	а не с	1	1
186	самом же деле	1	1
