N	2gram	Tiupa_Narr	Dialekti
1	и не	34	120
2	и т	3	82
3	по себе	4	79
4	а не	27	78
5	и в	22	77
6	т д	1	75
7	точки зрения	8	72
8	может быть	24	71
9	не только	50	66
10	то что	14	59
11	и есть	1	55
12	ничего не	8	54
13	не может	16	53
14	и даже	4	47
15	с точки	2	46
16	что это	4	46
17	так как	1	46
18	потому что	7	45
19	не просто	2	44
20	стало быть	4	44
21	как бы	11	43
22	и что	1	42
23	ни в	1	42
24	не имеет	3	41
25	вовсе не	2	41
26	в том	20	40
27	в этом	23	39
28	то же	12	39
29	что она	3	38
30	в себе	14	38
31	что он	7	37
32	том что	15	37
33	прежде всего	7	37
34	так что	1	36
35	это не	6	36
36	она есть	1	35
37	что в	6	34
38	в нем	9	34
39	и все	7	33
40	того что	7	33
41	но и	39	32
42	ясно что	2	31
43	все это	1	31
44	сказать что	5	30
45	отнюдь не	6	30
46	и как	4	30
47	было бы	2	29
48	так и	12	29
49	как и	15	28
50	никогда не	8	27
51	в виду	2	26
52	крайней мере	1	26
53	не в	12	26
54	по крайней	1	26
55	и то	3	25
56	есть только	1	25
57	но это	2	24
58	если бы	9	24
59	таким образом	5	23
60	в то	9	23
61	это и	2	23
62	и вот	2	23
63	но что	1	22
64	я не	5	22
65	что не	2	21
66	в чем	3	21
67	должна быть	2	21
68	она не	2	21
69	и с	3	20
70	о том	5	20
71	что и	3	20
72	что все	1	20
73	в таком	4	20
74	только в	23	20
75	в каком	1	20
76	совершенно не	1	20
77	уже не	11	20
78	как раз	9	20
79	и вообще	1	20
80	в самом	8	19
81	не менее	6	19
82	не существует	3	19
83	в своем	7	19
84	как же	1	19
85	и притом	3	19
86	как это	7	19
87	что мы	2	19
88	и его	12	19
89	же время	7	18
90	хотя бы	4	18
91	с другой	6	18
92	что иное	1	18
93	жизни и	7	18
94	иное как	1	18
95	в особенности	2	17
96	можно сказать	11	17
97	в сущности	2	17
98	той или	7	17
99	должно быть	1	17
100	в основе	1	17
101	он есть	1	17
102	одно и	2	16
103	к нему	5	16
104	только не	2	16
105	тем не	7	16
106	или не	5	16
107	сам по	1	16
108	само по	1	16
109	в своей	8	16
110	да и	5	16
111	мы не	5	16
112	об этом	8	16
113	другими словами	1	16
114	только что	4	15
115	все же	10	15
116	так же	2	15
117	то в	4	15
118	и мы	1	15
119	несмотря на	1	15
120	мы уже	1	15
121	самом деле	4	15
122	хотя и	8	15
123	сознания и	2	15
124	в виде	2	15
125	личности в	2	15
126	также и	4	15
127	быть и	3	15
128	и о	4	15
129	на то	4	15
130	а именно	2	14
131	с ним	6	14
132	не было	3	14
133	и ее	3	14
134	я уже	2	14
135	таком случае	1	14
136	жизнь и	1	14
137	на свете	1	14
138	и потому	2	14
139	и только	2	14
140	и к	7	13
141	говорит о	3	13
142	другой стороны	2	13
143	отличается от	1	13
144	что именно	2	13
145	не то	1	13
146	что они	1	13
147	время как	1	13
148	он не	8	13
149	и та	1	13
150	в силу	5	13
151	с ее	3	13
152	ни о	3	13
153	но в	10	13
154	не могу	2	13
155	в ней	5	13
156	субъекта и	2	13
