N	2gram	Voloshinov	Narrotol
1	не только	4	62
2	и не	10	50
3	при этом	6	47
4	но и	3	45
5	а не	5	38
6	в качестве	1	35
7	в частности	1	31
8	может быть	14	30
9	и в	12	30
10	в том	6	29
11	в этом	4	28
12	том что	5	28
13	только в	6	25
14	в данном	2	24
15	как и	5	24
16	не в	4	23
17	то что	5	23
18	то есть	1	22
19	не может	16	20
20	в себе	3	17
21	данном случае	2	17
22	так и	4	17
23	в его	2	16
24	к тому	1	15
25	можно сказать	5	15
26	и т.п	1	15
27	но в	5	15
28	в жизни	5	14
29	и его	13	14
30	то же	5	13
31	в своей	3	13
32	уже не	4	13
33	о том	3	13
34	в своем	2	13
35	у него	1	13
36	все же	4	12
37	на протяжении	1	12
38	сводится к	1	12
39	как в	5	12
40	перед нами	1	12
41	как бы	13	12
42	прежде всего	8	12
43	по отношению	11	11
44	хотя и	1	11
45	если бы	9	11
46	и тем	1	11
47	в нем	6	11
48	героя в	1	11
49	жизни в	1	11
50	отношению к	11	11
51	никогда не	5	10
52	тому же	2	10
53	точки зрения	14	10
54	между тем	3	10
55	как это	2	10
56	в то	2	10
57	и все	2	10
58	не является	1	10
59	жизни и	4	10
60	с его	2	10
61	ничего не	2	10
62	того что	3	10
63	но не	2	10
64	тем не	3	9
65	столь же	1	9
66	отнюдь не	5	9
67	что в	2	9
68	с ним	3	9
69	еще не	3	9
70	во времени	1	9
71	для него	3	9
72	далеко не	1	9
73	и к	4	8
74	в самом	4	8
75	в таком	1	8
76	о чем	1	8
77	не менее	3	8
78	он не	2	8
79	и он	1	8
80	самом деле	3	8
81	того чтобы	1	8
82	мы имеем	2	8
83	же время	1	8
84	и для	3	8
85	этом отношении	1	8
86	в литературе	4	8
87	у нас	1	8
88	но при	1	8
89	у нее	1	8
90	имеет место	2	7
91	в котором	3	7
92	с другой	4	7
93	едва ли	2	7
94	в ее	1	7
95	на себя	1	7
96	в чем	2	7
97	и на	4	7
98	в форме	2	7
99	в свою	1	7
100	это не	2	7
101	в ней	6	7
102	в целом	1	7
103	в результате	1	6
104	например в	1	6
105	сказать что	7	6
106	в нашем	11	6
107	на него	2	6
108	имеем дело	1	6
109	то в	1	6
110	с одной	2	6
111	что и	2	6
112	в конечном	1	6
113	героя и	5	6
114	в современной	1	6
115	таким образом	12	6
116	к его	2	6
117	в слове	1	6
118	здесь не	3	6
119	они не	1	6
120	одной стороны	2	6
121	дело с	2	5
122	именно в	1	5
123	и того	1	5
124	свою очередь	1	5
125	в другом	1	5
126	не всегда	1	5
127	в одном	1	5
128	точка зрения	3	5
129	себя в	1	5
130	к нему	4	5
131	от его	1	5
132	не было	1	5
133	или не	3	5
134	но для	3	5
135	между собой	2	5
136	в русской	1	5
137	точку зрения	2	5
138	с ее	1	5
139	и здесь	2	5
140	что это	1	5
141	подобно тому	1	5
142	да и	3	5
143	было бы	1	5
144	и уже	3	5
145	для нее	1	5
146	за пределами	1	5
147	и то	2	5
148	мы не	3	5
149	на самом	4	5
150	в какой	2	5
151	тем более	1	5
152	тому как	1	5
153	высказывания в	1	5
154	в пределах	3	5
155	и о	1	5
156	место в	2	5
157	как будто	1	5
158	в душе	2	4
159	еще раз	2	4
160	в виду	5	4
161	по себе	3	4
162	в них	3	4
163	и с	3	4
164	конечном счете	1	4
165	не вполне	1	4
166	не существует	1	4
167	которой он	1	4
