N	3gram	Propp_Isto	Problema
1	тем не менее	6	56
2	о том что	3	39
3	в том что	8	37
4	и т д	30	33
5	то же самое	1	30
6	вовсе не есть	1	30
7	в связи с	5	29
8	в данном случае	6	28
9	во всяком случае	2	25
10	с другой стороны	10	25
11	с точки зрения	1	25
12	в таком случае	1	23
13	содержит в себе	2	23
14	и то что	4	20
15	на то что	4	19
16	точно так же	8	16
17	до сих пор	7	14
18	не что иное	6	14
19	что иное как	6	14
20	в этом случае	8	14
21	ничего общего с	1	13
22	сами по себе	1	13
23	на самом деле	1	13
24	можно было бы	2	13
25	не может быть	4	12
26	так или иначе	1	12
27	можно сказать что	2	12
28	в то время	2	12
29	то время как	2	12
30	здесь перед нами	1	11
31	есть не что	2	11
32	с одной стороны	2	11
33	не только не	2	10
34	вместе с тем	1	10
35	только то что	1	10
36	а не просто	1	10
37	не только в	3	10
38	по этому поводу	1	9
39	так как иначе	1	9
40	может быть и	1	9
41	самом же деле	1	8
42	на самом же	1	8
43	это вовсе не	1	8
44	заключается в том	1	8
45	мы не будем	2	8
46	но в таком	1	7
47	к тому же	4	7
48	но и в	2	7
49	имеется в виду	1	7
50	с самого начала	1	7
51	иметь в виду	1	7
52	так же и	1	7
53	хотя и не	1	7
54	это и есть	2	7
55	и в его	1	6
56	в буквальном смысле	1	6
57	и в других	3	6
58	в том смысле	1	6
59	указывает на то	1	5
60	не имеют ничего	1	5
61	так же как	7	5
62	с ним же	1	5
63	в том числе	1	5
64	только при помощи	1	5
65	в зависимости от	1	5
66	и прежде всего	1	5
67	имеют ничего общего	1	5
68	что в нем	1	5
69	же как и	3	5
70	на том что	1	4
71	у нас в	1	4
72	дело не в	1	4
73	друг от друга	1	4
74	связи с этим	1	4
75	как это мы	1	4
76	и вместе с	1	4
77	но все же	5	4
78	в одном случае	5	4
79	мы имеем дело	1	4
80	мы видели выше	2	4
81	этой точки зрения	1	4
82	все же не	1	4
83	также и в	1	4
84	мы находим и	1	4
85	в другом случае	3	4
86	здесь не только	1	4
87	будет сказать что	1	4
88	только в связи	2	4
89	в этих случаях	13	4
90	равно как и	1	4
91	как мы видели	7	4
92	подобно тому как	3	4
93	во всех этих	1	4
94	то обстоятельство что	1	4
95	в таких случаях	2	4
96	чем перейти к	2	3
97	то что он	1	3
98	мы здесь не	2	3
99	и тут же	1	3
100	все еще не	1	3
101	что в данном	2	3
102	нельзя сказать что	1	3
103	но если бы	1	3
104	не менее он	1	3
105	во всем мире	3	3
106	к тому что	1	3
107	не то что	1	3
108	в тех случаях	2	3
109	до того что	1	3
110	за то что	1	3
111	то что и	1	3
112	в чем же	1	3
113	как и в	2	3
114	отличаются друг от	1	3
115	здесь мы имеем	3	3
116	об этом мы	1	3
117	тех случаях когда	2	3
118	с тем что	1	3
119	том что и	1	3
120	как мы увидим	2	3
121	тем что он	1	3
122	что и в	3	3
123	с этой точки	1	3
124	должны были бы	1	3
125	мы уже видели	3	3
126	по сравнению с	2	3
127	несмотря на то	1	3
128	мы увидим ниже	3	3
129	никак не мог	1	3
130	но это только	1	3
131	то что она	1	3
132	хотя и в	1	3
133	бросается в глаза	1	3
134	ничего не знает	1	3
135	том что в	2	3
136	тому что в	1	3
137	и может быть	1	3
138	не есть нечто	1	3
139	так как они	1	3
140	и ничего не	1	3
141	после того как	3	3
142	он является в	1	2
143	здесь не будем	1	2
144	не только то	1	2
145	к сожалению однако	1	2
146	по отношению к	2	2
147	уже не в	1	2
148	один из них	1	2
149	что здесь кроется	1	2
150	совершенно ясно что	1	2
151	хотелось бы обратить	1	2
152	если это так	1	2
153	что в этом	1	2
154	в целом и	1	2
155	можно сказать о	1	2
156	оказывается что в	1	2
157	близко подходит к	1	2
158	что представление о	1	2
159	т д все	1	2
160	это так то	1	2
161	мы до сих	1	2
162	в виду не	1	2
163	но и не	1	2
164	потому что мы	1	2
165	а именно на	2	2
166	и тем что	2	2
167	мы не можем	1	2
168	а так как	1	2
169	что он не	1	2
170	в других случаях	2	2
171	мы имеем в	4	2
172	бы обратить внимание	1	2
173	еще не вполне	2	2
174	и знает что	1	2
175	так что он	1	2
176	между собой и	1	2
177	не будем здесь	2	2
178	ни один из	2	2
179	казалось бы что	1	2
180	но уже не	1	2
181	что здесь мы	1	2
182	себя не только	1	2
183	в свою очередь	1	2
184	не просто в	2	2
185	и в том	1	2
186	и не может	1	2
187	он должен быть	1	2
188	связаны между собой	1	2
189	весьма близко подходит	1	2
190	один из моментов	1	2
191	и той же	2	2
192	но для нас	1	2
193	и здесь мы	2	2
194	что дело здесь	1	2
195	одной и той	2	2
196	что и здесь	2	2
197	уже видели что	1	2
198	но тем не	2	2
199	и не только	1	2
200	сказать что отношения	1	1
201	т д здесь	1	1
202	и дать ему	1	1
203	и потому все	1	1
204	имеются не только	1	1
205	и в этих	1	1
206	в большинстве случаев	2	1
207	же это за	1	1
208	и в другом	1	1
209	не менее они	1	1
210	в материалах по	1	1
211	же реально как	1	1
212	в целом но	1	1
213	том что делается	1	1
214	а в другом	2	1
215	их в дальнейшем	1	1
216	таким же образом	1	1
217	то что есть	1	1
218	всего мы должны	1	1
219	что в них	2	1
220	однако не в	1	1
221	но в одном	1	1
222	все эти черты	1	1
223	именно в этой	1	1
224	т д в	1	1
225	не только на	1	1
226	на небо и	1	1
227	с этой стороны	2	1
228	смысле этого слова	3	1
229	что имеется в	1	1
230	очень близок к	1	1
231	мы имеем и	2	1
232	исходя из этого	1	1
233	именно так как	1	1
234	остается то что	1	1
235	во все время	2	1
236	быть и очень	1	1
237	отправляется на небо	1	1
238	в таких например	1	1
239	на этот вопрос	1	1
240	но вместе с	1	1
241	он никак не	1	1
242	и при помощи	1	1
243	внимание еще на	1	1
244	но в его	1	1
245	из этих пунктов	1	1
246	а именно к	1	1
247	то мы можем	1	1
248	таким образом и	2	1
249	но никогда не	1	1
250	и входит в	1	1
251	здесь в качестве	1	1
252	еще на один	1	1
253	мы пока только	1	1
254	не знал о	1	1
255	однако совершенно не	1	1
256	еще на одну	1	1
257	на задний план	1	1
258	религии но и	1	1
259	и могут быть	1	1
260	в огне и	1	1
261	которого она является	1	1
262	так же реально	1	1
263	однако это не	1	1
264	в силу того	1	1
265	мы здесь имеем	2	1
266	в пределах этого	1	1
267	не только это	1	1
268	не случайно и	1	1
269	не есть ли	1	1
270	в своей работе	1	1
271	может быть в	1	1
272	не будет иметь	1	1
273	мы имеем у	1	1
274	то же в	1	1
275	он состоит из	1	1
276	в средние века	2	1
277	предметов от которых	1	1
278	знак того что	1	1
279	состоит в том	2	1
280	из того что	1	1
281	в узком смысле	1	1
282	и должно было	1	1
283	одной стороны он	1	1
284	отражает действительность но	1	1
285	и в котором	1	1
286	их похожими на	1	1
287	никакой связи с	1	1
288	всех этих случаях	1	1
289	но больше всего	1	1
290	в соединении с	1	1
291	мы ничего не	1	1
292	на землю и	1	1
293	обратить внимание еще	1	1
294	же в этих	1	1
295	было у него	1	1
296	том смысле как	1	1
297	он все еще	1	1
298	обстоит дело с	1	1
299	можно поставить вопрос	1	1
300	его в качестве	1	1
301	не только как	1	1
302	ни с каким	1	1
303	остановимся только на	1	1
304	в песне о	1	1
305	говорить о его	1	1
306	всего дома и	1	1
307	что же это	1	1
308	не только по	1	1
309	за что он	1	1
310	в виду то	1	1
311	в одном из	2	1
312	почти никогда не	1	1
313	что мы считаем	1	1
314	во многих местах	1	1
315	сих пор не	1	1
316	это одно из	1	1
317	не говорят о	2	1
318	нашей точки зрения	1	1
319	как это показывает	1	1
320	то хотя в	1	1
321	в жизни и	1	1
322	но далеко не	1	1
323	я не знаю	3	1
324	и пр но	1	1
325	в один образ	1	1
326	и в русской	1	1
327	то же мы	1	1
328	утверждать что в	1	1
329	очень близкими к	1	1
330	имеется и в	1	1
331	уже потому что	1	1
332	является то что	1	1
333	силу того что	1	1
334	совершенно то же	3	1
335	и не всегда	1	1
336	того что им	1	1
337	через несколько лет	1	1
338	по всему миру	1	1
339	в такой же	1	1
340	прежде всего мы	1	1
341	другой стороны и	3	1
342	для нас это	1	1
343	в русской и	1	1
344	только самый факт	1	1
345	и как мы	1	1
346	увидим ниже в	1	1
347	мы видим и	1	1
348	с тех пор	1	1
349	то и дело	1	1
350	для нас важно	1	1
351	из этого можно	1	1
352	и по существу	1	1
353	то и здесь	2	1
354	вернее будет сказать	1	1
355	о том чтобы	1	1
356	он все же	3	1
357	что не все	1	1
358	с нашей точки	1	1
359	в определенном направлении	1	1
360	то что было	2	1
361	особенно в тех	1	1
362	к такого рода	1	1
363	друг друга и	1	1
364	таким образом мы	2	1
365	но он не	1	1
366	перед нами действительно	1	1
367	это может быть	1	1
368	он содержит в	1	1
369	не менее если	1	1
370	с этим мы	1	1
371	потому что у	1	1
372	можно найти еще	1	1
373	этот мотив в	1	1
374	содержанию и по	1	1
375	так и с	1	1
