N	3gram	Losev_Vesc	Narrotol
1	в том что	9	18
2	в данном случае	2	17
3	не только в	5	13
4	о том что	4	9
5	не может быть	22	8
6	тем не менее	11	8
7	то же время	4	8
8	в то же	5	8
9	в этом отношении	2	8
10	мы имеем дело	2	6
11	можно сказать что	3	6
12	с одной стороны	3	6
13	для того чтобы	2	5
14	в свою очередь	5	5
15	но и в	1	5
16	подобно тому как	5	5
17	и все же	1	5
18	к тому что	2	4
19	во всяком случае	2	4
20	в самом деле	7	3
21	и не может	1	3
22	а в том	1	3
23	до сих пор	1	3
24	в этом и	2	3
25	в первом случае	2	3
26	речь идет о	1	3
27	в зависимости от	1	3
28	в связи с	1	3
29	то же самое	1	3
30	могла бы и	1	3
31	на то что	7	3
32	по природе своей	2	3
33	с точки зрения	6	3
34	дело в том	4	3
35	как раз в	2	3
36	и то что	5	3
37	в той или	2	2
38	и не в	3	2
39	бы и не	1	2
40	все то что	2	2
41	и в то	3	2
42	здесь не только	1	2
43	стало быть и	1	2
44	не в том	1	2
45	более или менее	4	2
46	и то же	5	2
47	одного и того	1	2
48	что у него	1	2
49	сами по себе	3	2
50	в смысловом отношении	1	2
51	не только не	4	2
52	и того же	1	2
53	но еще и	3	2
54	на то чтобы	1	2
55	и у нас	1	2
56	и потому что	1	2
57	прежде всего на	1	2
58	но и здесь	1	2
59	в том смысле	1	2
60	но все же	2	2
61	об этом в	1	2
62	уже не мог	1	2
63	все же не	3	2
64	одно и то	5	2
65	в отрыве от	3	2
66	можно было бы	3	2
67	так же как	2	2
68	только потому что	1	2
69	ни о чем	1	2
70	предполагает со стороны	1	2
71	он и не	1	2
72	по своей природе	1	2
73	что иное как	12	2
74	еще и потому	1	2
75	есть все же	1	1
76	потому что я	2	1
77	как она есть	3	1
78	в самом начале	1	1
79	одной стороны и	1	1
80	то и в	1	1
81	тем более не	1	1
82	в сущности в	1	1
83	и тот же	1	1
84	и как бы	1	1
85	это вовсе еще	1	1
86	не только а	1	1
87	по себе а	1	1
88	не только потому	1	1
89	для себя и	1	1
90	о том как	4	1
91	никак не может	1	1
92	том смысле что	1	1
93	в той же	1	1
94	что в ней	3	1
95	то что он	2	1
96	ли в самом	1	1
97	ни с какой	2	1
